Data de Produção,Cód. Recurso,Nome. Recurso,Classificação do Recurso,Turno,Cód. Usu. de Ini. de Trab.,Cód. Ordem,Qtd. Planejada da Ordem,Qtd. Produzida Op.,Cód. Operação,Nome Operação,Seq. Operação,Cód. Produto,Nome. Produto,Cód. Tipo Produto,Nome Tipo Produto,Cód. Família Produto,Nome Família Produto,Descrição,Cód. Un.,Fator Un.,Qtd. Produzida,Qtd. Retrabalhada,Qtd. Refugada,Velocidade Padrão,Velocidade Real,Tempo de Ciclo Padrão,Tempo de Retrabalho,Tempo de Refugo,Tempo Decorrido [hrs],OEE,OE,Performance,Qualidade,Disponibilidade,Utilização,TEEP
2023-04-05,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,39,0,0,69.99958,110.179487179487,0:00:00,0:00:00,0:00:00,1:11:37,63.53269723062602,63.53269723062602,63.53269723062602,100.0,100.0,100.0,63.53269723062602
2023-04-05,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,280,0,21,69.99958,118.928571428571,0:00:00,0:00:00,0:24:30,9:15:00,58.85885885885885,58.85885885885885,63.273273273273276,93.02325581395348,100.0,100.0,58.85885885885885
2023-04-04,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,161,0,19,69.99958,122.590062111801,0:00:00,0:00:00,0:22:10,5:28:57,54.44444444444444,54.44444444444444,63.83948928408573,89.44444444444444,95.34782608695652,95.34782608695652,54.44444444444444
2023-04-04,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,232,0,34,69.99958,120.758620689655,0:00:00,0:00:00,0:39:40,7:46:56,55.874763461207635,55.874763461207635,66.46202170188464,87.21804511278195,96.39084809908826,96.39084809908826,50.123456790123456
2023-04-04,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,223,0,25,69.99958,120.533632286996,0:00:00,0:00:00,0:29:10,7:27:59,53.99142224681793,53.99142224681793,64.58573607649095,89.91935483870968,92.96831765356946,92.96831765356946,46.87687687687688
2023-04-03,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,202,0,28,69.99958,102.475247524752,0:00:00,0:00:00,0:32:40,5:45:00,68.30917874396135,68.30917874396135,77.77777777777779,87.82608695652175,100.0,100.0,68.30917874396135
2023-04-03,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,233,0,29,69.99958,115.755364806867,0:00:00,0:00:00,0:33:50,7:29:31,55.09390622888799,55.09390622888799,67.99896184791072,88.93129770992367,91.1059316308607,91.1059316308607,50.339506172839506
2023-04-03,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,DCMUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,294,0,36,69.99958,103.397959183673,0:00:00,0:00:00,0:42:00,8:26:39,61.8018018018018,61.8018018018018,75.98934175466299,89.0909090909091,91.28828828828829,91.28828828828829,61.8018018018018
2023-04-02,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,DCMUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,125,0,15,69.99958,96.064,0:00:00,0:00:00,0:17:30,3:20:08,51.99667221297837,51.99667221297837,81.61225849433711,89.28571428571429,71.35726170667934,71.35726170667934,42.14836223506744
2023-03-31,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,264,0,13,69.99958,102.526515151515,0:00:00,0:00:00,0:15:10,7:31:07,57.03703703703704,57.03703703703704,71.63704880481767,95.30685920577618,83.54012345679013,83.54012345679013,57.03703703703704
2023-03-31,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,wellingtongcosta,2666953,600,2861,50,VULCANIZAR KS ACM,1,SA25229,RETENTOR 05229GRAGGH KGE ACM (K79/K80),IT,Integrado,,,,PC,1,208,0,0,69.99958,89.5,0:00:00,0:00:00,0:00:00,5:10:16,60.84158622706949,60.84158622706949,78.2122905027933,100.0,77.790313818896,77.790313818896,60.84158622706949
2023-03-21,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2670348,312,643,50,VULCANIZAR 1 CAV ACM,1,SA25673,COMPONENTE PISTA 25668,IT,Integrado,,,,PC,1,141,0,20,73.00021389,106.404255319149,0:00:00,0:00:00,0:24:20,4:10:03,55.72217410134257,55.72217410134257,78.3376658001733,87.5776397515528,81.22022520571676,81.22022520571676,55.72217410134257
2023-03-20,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2670348,312,643,50,VULCANIZAR 1 CAV ACM,1,SA25673,COMPONENTE PISTA 25668,IT,Integrado,,,,PC,1,229,0,4,73.00021389,90.3930131004367,0:00:00,0:00:00,0:04:52,5:45:00,80.7584541062802,80.7584541062802,82.16908212560386,98.28326180257511,100.0,100.0,80.7584541062802
2023-03-20,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2670348,312,643,50,VULCANIZAR 1 CAV ACM,1,SA25673,COMPONENTE PISTA 25668,IT,Integrado,,,,PC,1,276,0,69,73.00021389,117.391304347826,0:00:00,0:00:00,1:23:57,9:00:00,62.18518518518519,62.18518518518519,77.73148148148148,80.0,100.0,100.0,62.18518518518519
2023-03-20,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,wellingtongcosta,2670348,312,643,50,VULCANIZAR 1 CAV ACM,1,SA25673,COMPONENTE PISTA 25668,IT,Integrado,,,,PC,1,-3,0,17,73.00021389,-738.333333333334,0:00:00,0:00:00,0:20:41,0:36:55,-1.4214318167066917,-1.4214318167066917,46.13995485327314,-21.428571428571427,14.376582073083663,14.376582073083663,-1.1725024092515257
2023-03-30,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,DCMUser,2670880,900,1471,10,VULCANIZAR V 17,1,SA25231,RET PISTA COMP 05230GRAGGEH KG ACM,IT,Integrado,,,,PC,1,183,0,0,72.0,79.5901639344262,0:00:00,0:00:00,0:00:00,4:02:45,72.99722991689751,72.99722991689751,90.46343975283213,100.0,80.69252077562327,80.69252077562327,72.99722991689751
2023-03-29,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2670880,900,1471,10,VULCANIZAR V 17,1,SA25231,RET PISTA COMP 05230GRAGGEH KG ACM,IT,Integrado,,,,PC,1,321,0,15,72.0,64.4859813084112,0:00:00,0:00:00,0:18:00,5:45:00,111.65217391304347,111.65217391304347,116.86956521739131,95.53571428571429,100.0,100.0,111.65217391304347
2023-03-29,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,sergiolsnarciso,2670880,900,1471,10,VULCANIZAR V 17,1,SA25231,RET PISTA COMP 05230GRAGGEH KG ACM,IT,Integrado,,,,PC,1,252,0,23,72.0,84.781746031746,0:00:00,0:00:00,0:27:36,5:56:05,80.57911799973353,80.57911799973353,92.67493564240581,91.63636363636364,94.88386552382644,94.88386552382644,69.87060998151571
2023-03-29,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2670880,900,1471,10,VULCANIZAR V 17,1,SA25231,RET PISTA COMP 05230GRAGGEH KG ACM,IT,Integrado,,,,PC,1,30,0,0,79.999808,110.8,0:00:00,0:00:00,0:00:00,0:55:24,37.3134328358209,37.3134328358209,72.20216606498195,100.0,51.679104477611936,51.679104477611936,37.3134328358209
2023-03-31,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2670953,903,1472,40,VULC. V17+REBARBACAO+INSPECAO,1,SA25368,RET 05368 GRAGH KG ACM / PTFE,IT,Integrado,,,,PC,1,17,0,0,97.29718159,103.470588235294,0:00:00,0:00:00,0:00:00,0:29:19,17.65396520439748,17.65396520439748,94.03069926094372,100.0,18.77468246344327,18.77468246344327,17.65396520439748
2023-03-30,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2670953,903,1472,40,VULC. V17+REBARBACAO+INSPECAO,1,SA25368,RET 05368 GRAGH KG ACM / PTFE,IT,Integrado,,,,PC,1,326,0,0,97.29718159,63.4969325153374,0:00:00,0:00:00,0:00:00,5:45:00,153.231884057971,153.231884057971,153.231884057971,100.0,100.0,100.0,153.231884057971
2023-03-30,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2670953,903,1472,40,VULC. V17+REBARBACAO+INSPECAO,1,SA25368,RET 05368 GRAGH KG ACM / PTFE,IT,Integrado,,,,PC,1,284,0,24,97.29718159,100.137323943662,0:00:00,0:00:00,0:38:55,7:53:59,97.16234748057245,97.16234748057245,105.3729034072928,92.20809557179564,100.0,100.0,85.28395061728395
2023-03-30,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,wellingtongcosta,2670953,903,1472,40,VULC. V17+REBARBACAO+INSPECAO,1,SA25368,RET 05368 GRAGH KG ACM / PTFE,IT,Integrado,,,,PC,1,142,0,2,97.29718159,79.1619718309859,0:00:00,0:00:00,0:03:15,3:07:21,90.59672131147542,90.59672131147542,124.64193577083888,98.60823638569696,73.71147540983607,73.71147540983607,90.59672131147542
2023-03-20,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,DCMUser,2671237,2200,1590,50,VULC. V17+REBARBACAO+INSPECAO,1,SA25695,COMPONENTE PISTA 5695 GRAE   ACM,IT,Integrado,,,,PC,1,150,0,0,76.59542526,78.8066666666667,0:00:00,0:00:00,0:00:00,3:17:01,78.57338257420325,78.57338257420325,97.1914389645546,100.0,80.84393379838599,80.84393379838599,78.57338257420325
2023-03-19,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2671237,2200,1590,50,VULC. V17+REBARBACAO+INSPECAO,1,SA25695,COMPONENTE PISTA 5695 GRAE   ACM,IT,Integrado,,,,PC,1,110,0,25,76.59542526,130.309090909091,0:00:00,0:00:00,0:31:55,3:58:54,49.79314420803782,49.79314420803782,72.13617971257152,81.47969052224371,84.71631205673759,84.71631205673759,40.58285163776493
2023-03-19,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Inter. T2/T3,MonitorsUser,2671237,2200,1590,50,VULC. V17+REBARBACAO+INSPECAO,1,SA25695,COMPONENTE PISTA 5695 GRAE   ACM,IT,Integrado,,,,PC,1,11,0,0,76.59542526,0.0,0:00:00,0:00:00,0:00:00,0:00:00,14.068758344459278,14.068758344459278,0.0,100.0,0.0,0.0,11.80672268907563
2023-03-19,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2671237,2200,1590,50,VULC. V17+REBARBACAO+INSPECAO,1,SA25695,COMPONENTE PISTA 5695 GRAE   ACM,IT,Integrado,,,,PC,1,13,0,0,76.59542526,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,100.0,0.0,0.0,3.4583333333333335
2023-03-24,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,243,0,10,93.0,104.38683127572,0:00:00,0:00:00,0:15:30,7:02:46,76.76030026154002,76.76030026154002,92.7580225498699,96.04743083003953,86.15875819435482,86.15875819435482,76.76030026154002
2023-03-23,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,rogeriosilva,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,178,0,3,93.0,96.0674157303371,0:00:00,0:00:00,0:04:39,4:45:00,96.80701754385966,96.80701754385966,98.43859649122807,98.34254143646409,100.0,100.0,79.97101449275362
2023-03-23,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,237,0,4,105.882,120.995780590717,0:00:00,0:00:00,0:07:04,7:57:56,87.50871809178406,87.50871809178406,88.9873064583624,98.33842777647152,100.0,100.0,77.45061728395062
2023-03-23,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,224,0,17,105.882,143.553571428571,0:00:00,0:00:00,0:30:00,8:55:56,71.22522522522523,71.22522522522523,79.35688518472446,92.94615565483188,96.56456456456456,96.56456456456456,71.22522522522523
2023-03-22,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,DCMUser,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,38,0,18,105.882,204.210526315789,0:00:00,0:00:00,0:31:46,2:09:20,26.271463080237645,26.271463080237645,76.41752577319588,67.858347386172,50.66266240125351,50.66266240125351,19.43961352657005
2023-03-21,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,-1,0,1,105.882,0.0,0:00:00,0:00:00,0:01:46,0:00:00,-0.3271604938271605,-0.3271604938271605,0.0,0.0,0.0,0.0,-0.3271604938271605
2023-03-21,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,wellingtongpaula,2671344,1200,931,12,20min/150(o)C Furo Flange 70/1,2,SA15239,CONJ RETENTOR 5239 GHSIF (FLANGE MAXION),IT,Integrado,,,,PC,1,12,0,0,105.882,227.75,0:00:00,0:00:00,0:00:00,0:45:33,10.495458298926506,10.495458298926506,46.50567142334431,100.0,22.568125516102395,22.568125516102395,10.495458298926506
2023-03-24,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,rogeriosilva,2671864,700,775,40,VULCANIZAR V17 LINHA RET PTFE,1,SA05740,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,187,0,3,84.0,84.6631016042781,0:00:00,0:00:00,0:04:12,4:23:52,99.21677614957048,99.21677614957048,100.80848913592723,98.42105263157895,100.0,100.0,75.8840579710145
2023-03-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671864,700,775,40,VULCANIZAR V17 LINHA RET PTFE,1,SA05740,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,189,0,4,90.000009,83.6507936507936,0:00:00,0:00:00,0:06:00,4:23:30,94.04024767801857,94.04024767801857,109.86717267552181,97.92746113989638,87.40601503759399,87.40601503759399,94.04024767801857
2023-03-24,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Inter. T3/T4,MonitorsUser,2671864,700,775,40,VULCANIZAR V17 LINHA RET PTFE,1,SA05740,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,3,0,0,90.000009,0.0,0:00:00,0:00:00,0:00:00,0:00:00,30.0,30.0,0.0,100.0,0.0,0.0,30.0
2023-03-24,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2671864,700,775,40,VULCANIZAR V17 LINHA RET PTFE,1,SA05740,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,395,0,8,90.000009,81.346835443038,0:00:00,0:00:00,0:12:00,8:55:32,109.72222222222223,109.72222222222223,112.87812772314203,98.01488833746899,99.17283950617283,99.17283950617283,109.72222222222223
2023-03-24,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,wellingtongcosta,2671864,700,775,40,VULCANIZAR V17 LINHA RET PTFE,1,SA05740,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,1,0,0,90.000009,0.0,0:00:00,0:00:00,0:00:00,0:00:00,2.33221041720653,2.33221041720653,0.0,100.0,0.0,0.0,2.33221041720653
2023-03-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,231,0,6,90.000009,91.8961038961039,0:00:00,0:00:00,0:09:00,5:53:48,97.93668739400792,97.93668739400792,100.48049745618994,97.46835443037975,100.0,100.0,97.93668739400792
2023-03-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,358,0,14,90.000009,89.2458100558659,0:00:00,0:00:00,0:21:00,8:52:30,96.75675675675676,96.75675675675676,104.78873239436619,96.23655913978494,95.94594594594594,95.94594594594594,96.75675675675676
2023-03-26,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,DCMUser,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,195,0,11,90.000009,88.1025641025641,0:00:00,0:00:00,0:16:30,4:46:20,89.17229815558153,89.17229815558153,107.91618160651922,94.66019417475728,87.2923123825009,87.2923123825009,84.53757225433526
2023-03-26,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,2,0,0,90.000009,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,100.0,0.0,0.0,0.625
2023-03-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,indianararsantos,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,223,0,10,90.000009,80.2242152466368,0:00:00,0:00:00,0:15:00,4:58:10,112.18557853549468,112.18557853549468,117.21632196757965,95.70815450643777,100.0,100.0,93.68873121090468
2023-03-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,93,0,0,90.000009,79.3333333333333,0:00:00,0:00:00,0:00:00,2:02:58,113.4453781512605,113.4453781512605,113.4453781512605,100.0,100.0,100.0,113.4453781512605
2023-03-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,lucianolima,2671865,700,1167,60,VULC/V17 LINHA RET PTFE/REB M FACA 1OP,1,SA05741,RET VULCANIZADO COMPONENTE DE 05737,IT,Integrado,,,,PC,1,65,0,6,90.000009,91.1538461538462,0:00:00,0:00:00,0:09:00,1:38:45,98.73417721518987,98.73417721518987,107.84810126582278,91.54929577464789,100.0,100.0,54.61165048543689
2023-03-28,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671877,550,609,70,VULCANIZAR / REBARBAR MAQ. FACA/INSPEC,1,SA05738,RET VULCANIZADO COMPONENTE DE 05736,IT,Integrado,,,,PC,1,384,0,6,80.0,80.5494791666667,0:00:00,0:00:00,0:08:00,8:35:31,98.43945268689717,98.43945268689717,100.86967766965181,98.46153846153847,99.11558304226615,99.11558304226615,98.43945268689717
2023-03-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,anapbsilva,2671877,550,609,70,VULCANIZAR / REBARBAR MAQ. FACA/INSPEC,1,SA05738,RET VULCANIZADO COMPONENTE DE 05736,IT,Integrado,,,,PC,1,225,0,4,80.0,92.0,0:00:00,0:00:00,0:05:20,5:45:00,86.95652173913044,86.95652173913044,88.50241545893721,98.2532751091703,100.0,100.0,86.95652173913044
2023-03-29,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2671878,520,776,60,VULC REP 119/134 2CAV/REB M FACA 1OP,1,SA05739,RET VULCANIZADO COMPONENTE DE 05736,IT,Integrado,,,,PC,1,288,0,20,21.25020028,97.3576388888889,0:00:00,0:00:00,0:07:05,7:47:19,20.03601244066132,20.03601244066132,23.34248724990192,93.5064935064935,91.79571124570306,91.79571124570306,20.03601244066132
2023-03-28,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2671878,520,776,60,VULC REP 119/134 2CAV/REB M FACA 1OP,1,SA05739,RET VULCANIZADO COMPONENTE DE 05736,IT,Integrado,,,,PC,1,204,0,22,21.25020028,101.470588235294,0:00:00,0:00:00,0:07:48,5:45:00,20.942028985507246,20.942028985507246,23.202898550724637,90.25608994378513,100.0,100.0,20.942028985507246
2023-03-28,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2671878,520,776,60,VULC REP 119/134 2CAV/REB M FACA 1OP,1,SA05739,RET VULCANIZADO COMPONENTE DE 05736,IT,Integrado,,,,PC,1,284,0,26,21.25020028,98.9260563380282,0:00:00,0:00:00,0:09:13,7:48:15,18.62654320987654,18.62654320987654,23.449012279765082,91.6059502125076,86.71296296296296,86.71296296296296,18.62654320987654
2023-04-28,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,36,0,13,72.0,140.805555555556,0:00:00,0:00:00,0:15:36,1:24:29,17.66509916172562,17.66509916172562,69.5995265338331,73.46938775510205,34.54644585292714,34.54644585292714,17.66509916172562
2023-04-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,199,0,3,72.0,101.733668341709,0:00:00,0:00:00,0:03:36,5:37:25,70.77303037787108,70.77303037787108,71.83996048407015,98.51485148514851,100.0,100.0,69.21739130434783
2023-04-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,324,0,8,72.0,90.1327160493827,0:00:00,0:00:00,0:09:36,8:06:43,79.88220388316269,79.88220388316269,81.85460397904325,97.59036144578313,100.0,100.0,72.0
2023-04-27,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,katiacprado,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,304,0,20,72.0,107.256578947368,0:00:00,0:00:00,0:24:00,9:03:26,65.72972972972973,65.72972972972973,71.54511439612341,93.82716049382715,97.91591591591592,97.91591591591592,65.72972972972973
2023-04-26,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,168,0,23,72.0,112.60119047619,0:00:00,0:00:00,0:27:36,5:15:17,58.434782608695656,58.434782608695656,72.69651636094518,87.95811518324608,91.38647342995169,91.38647342995169,58.434782608695656
2023-04-26,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,DCMUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,408,0,24,72.0,49.7524509803922,0:00:00,0:00:00,0:28:48,5:38:19,103.72148859543817,103.72148859543817,153.22922311443915,94.44444444444444,71.67219829108113,71.67219829108113,90.66666666666666
2023-04-26,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,376,0,6,72.0,67.8218085106383,0:00:00,0:00:00,0:07:12,7:05:01,87.45315932290994,87.45315932290994,107.85459393749264,98.42931937172776,82.37821423956584,82.37821423956584,81.2972972972973
2023-04-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 3,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,192,0,12,72.0,105.848958333333,0:00:00,0:00:00,0:14:24,5:38:43,68.02145352556217,68.02145352556217,72.2727943709098,94.11764705882352,100.0,100.0,66.78260869565219
2023-04-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 2,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,372,0,6,72.0,68.7311827956989,0:00:00,0:00:00,0:07:12,7:06:08,93.43473104025675,93.43473104025675,106.44555694618272,98.4126984126984,89.19277192492848,89.19277192492848,82.66666666666667
2023-04-25,IJ-138,IJ-138 INJETORA DE BORRACHA,Máquina,Turno 1,MonitorsUser,2672753,2500,4099,50,VULC Rep /REB M FACA 1OP,1,SA05155,RETENTOR VULCANIZADO,IT,Integrado,,,,PC,1,390,0,17,72.0,71.9435897435897,0:00:00,0:00:00,0:20:24,7:47:38,84.32432432432432,84.32432432432432,104.44080119751942,95.82309582309583,84.25825825825825,84.25825825825825,84.32432432432432
