Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-26,2669984,IJ-155,12484,41,0,0,1,PC,N-142/44,1.35
2023-03-26,2669984,IJ-155,12484,28,0,0,1,PC,N-142/44,1.35
2023-03-27,2669984,IJ-155,12484,2,0,0,1,PC,N-142/44,1.35
2023-03-27,2669984,IJ-155,12484,-3,3,0,1,PC,N-142/44,1.35
2023-03-28,2669984,IJ-155,12484,260,4,0,1,PC,N-142/44,1.35
2023-03-28,2669984,IJ-155,12484,97,19,0,1,PC,N-142/44,1.35
2023-03-29,2669984,IJ-155,12484,29,15,0,1,PC,N-142/44,1.35
2023-03-29,2669984,IJ-155,12484,239,18,0,1,PC,N-142/44,1.35
2023-03-29,2669984,IJ-155,12484,293,16,0,1,PC,N-142/44,1.35
2023-03-30,2669984,IJ-155,12484,7,0,0,1,PC,N-142/44,1.35
2023-03-30,2670832,IJ-155,SA02872,13,25,0,1,PC,F420/306,5.99
2023-03-31,2670832,IJ-155,SA02872,63,0,0,1,PC,F420/306,5.99
2023-03-31,2670832,IJ-155,SA02872,57,0,0,1,PC,F420/306,5.99
2023-03-31,2670832,IJ-155,SA02872,217,0,0,1,PC,F420/306,5.99
2023-04-01,2670832,IJ-155,SA02872,143,0,0,1,PC,F420/306,5.99
2023-04-02,2670832,IJ-155,SA02872,58,12,0,1,PC,F420/306,5.99
2023-04-02,2670832,IJ-155,SA02872,47,0,0,1,PC,F420/306,5.99
2023-04-02,2670832,IJ-155,SA02872,64,0,0,1,PC,F420/306,5.99
2023-04-03,2670832,IJ-155,SA02872,31,34,0,1,PC,F420/306,5.99
2023-04-03,2672603,IJ-155,17395,136,2,0,1,PC,N144/83,1.35
2023-04-03,2672603,IJ-155,17395,233,5,0,1,PC,N144/83,1.35
2023-04-03,2672603,IJ-155,17395,10,0,0,1,PC,N144/83,1.35
2023-04-03,2672603,IJ-155,17395,357,27,0,1,PC,N144/83,1.35
2023-04-04,2667780,IJ-155,15841,5,0,0,1,PC,F420/134,1.543
2023-04-04,2672564,IJ-155,15984,62,22,0,1,PC,F420/134,1.543
2023-04-04,2672603,IJ-155,17395,68,17,0,1,PC,N144/83,1.35
2023-04-05,2672564,IJ-155,15984,259,0,0,1,PC,F420/134,1.543
2023-04-05,2672564,IJ-155,15984,242,23,0,1,PC,F420/134,1.543
2023-04-06,2672564,IJ-155,15984,205,9,0,1,PC,F420/134,1.543
2023-04-06,2672564,IJ-155,15984,254,16,0,1,PC,F420/134,1.543
2023-04-06,2673213,IJ-155,SA02794,162,9,0,1,PC,F403/32,0.51
2023-04-06,2673213,IJ-155,SA02794,97,7,0,1,PC,F403/32,0.51
2023-04-07,2673213,IJ-155,SA02794,39,0,0,1,PC,F403/32,0.51
2023-04-10,2672506,IJ-155,15910,16,0,0,1,PC,FP75614/49,0.48
2023-04-10,2672506,IJ-155,15910,197,0,0,1,PC,FP75614/49,0.48
2023-04-10,2672506,IJ-155,15910,174,0,0,1,PC,FP75614/49,0.48
2023-04-10,2673213,IJ-155,SA02794,77,0,0,1,PC,F403/32,0.51
2023-04-11,2672506,IJ-155,15910,11,0,0,1,PC,FP75614/49,0.48
2023-04-11,2672506,IJ-155,15910,42,0,0,1,PC,FP75614/49,0.48
2023-04-11,2672506,IJ-155,15910,26,0,0,1,PC,FP75614/49,0.48
2023-04-12,2672506,IJ-155,15910,135,0,0,1,PC,FP75614/49,0.48
2023-04-12,2672506,IJ-155,15910,258,3,0,1,PC,FP75614/49,0.48
2023-04-12,2672506,IJ-155,15910,322,35,0,1,PC,FP75614/49,0.48
2023-04-13,2672506,IJ-155,15910,13,0,0,1,PC,FP75614/49,0.48
2023-04-13,2672506,IJ-155,15910,264,0,0,1,PC,FP75614/49,0.48
2023-04-13,2672504,IJ-155,15911,111,0,0,1,PC,FP75614/56,1.895
2023-04-13,2672504,IJ-155,15911,82,1,0,1,PC,FP75614/56,1.895
2023-04-14,2672504,IJ-155,15911,172,0,0,1,PC,FP75614/56,1.895
2023-04-16,2672504,IJ-155,15911,9,0,0,1,PC,FP75614/56,1.895
2023-04-17,2672507,IJ-155,15909,107,0,0,1,PC,FP75614/49,0.55
2023-04-17,2672507,IJ-155,15909,90,3,0,1,PC,FP75614/49,0.55
2023-04-17,2672504,IJ-155,15911,127,4,0,1,PC,FP75614/56,1.895
2023-04-17,2672504,IJ-155,15911,349,0,0,1,PC,FP75614/56,1.895
2023-04-18,2672507,IJ-155,15909,217,0,0,1,PC,FP75614/49,0.55
2023-04-18,2672507,IJ-155,15909,224,3,0,1,PC,FP75614/49,0.55
2023-04-18,2672507,IJ-155,15909,33,0,0,1,PC,FP75614/49,0.55
2023-04-19,2672507,IJ-155,15909,197,0,0,1,PC,FP75614/49,0.55
2023-04-19,2672507,IJ-155,15909,252,3,0,1,PC,FP75614/49,0.55
2023-04-19,2672507,IJ-155,15909,358,0,0,1,PC,FP75614/49,0.55
2023-04-20,2672507,IJ-155,15909,114,3,0,1,PC,FP75614/49,0.55
2023-04-20,2672507,IJ-155,15909,318,34,0,1,PC,FP75614/49,0.55
2023-04-20,2672506,IJ-155,15910,123,0,0,1,PC,FP75614/49,0.48
2023-04-20,2672506,IJ-155,15910,19,9,0,1,PC,FP75614/49,0.48
2023-04-21,2672506,IJ-155,15910,85,7,0,1,PC,FP75614/49,0.48
2023-04-21,2672506,IJ-155,15910,261,15,0,1,PC,FP75614/49,0.48
2023-04-22,2672506,IJ-155,15910,226,0,0,1,PC,FP75614/49,0.48
2023-04-23,2672506,IJ-155,15910,110,0,0,1,PC,FP75614/49,0.48
2023-04-24,2672506,IJ-155,15910,62,0,0,1,PC,FP75614/49,0.48
