Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-05,2669948,IJ-129,SA02794,2,0,0,1,PC,F403/32,0.51
2023-03-05,2670132,IJ-129,SA02629,264,16,0,1,PC,F403/32,2.47
2023-03-06,2669948,IJ-129,SA02794,241,22,0,1,PC,F403/32,0.51
2023-03-06,2669948,IJ-129,SA02794,514,0,0,1,PC,F403/32,0.51
2023-03-06,2669948,IJ-129,SA02794,486,22,0,1,PC,F403/32,0.51
2023-03-07,2669948,IJ-129,SA02794,284,8,0,1,PC,F403/32,0.51
2023-03-07,2669948,IJ-129,SA02794,489,0,0,1,PC,F403/32,0.51
2023-03-07,2669948,IJ-129,SA02794,400,19,0,1,PC,F403/32,0.51
2023-03-08,2669948,IJ-129,SA02794,310,5,0,1,PC,F403/32,0.51
2023-03-08,2669948,IJ-129,SA02794,437,26,0,1,PC,F403/32,0.51
2023-03-08,2669948,IJ-129,SA02794,254,24,0,1,PC,F403/32,0.51
2023-03-09,2669948,IJ-129,SA02794,274,15,0,1,PC,F403/32,0.51
2023-03-09,2669948,IJ-129,SA02794,388,21,0,1,PC,F403/32,0.51
2023-03-09,2669948,IJ-129,SA02794,478,14,0,1,PC,F403/32,0.51
2023-03-10,2669948,IJ-129,SA02794,292,16,0,1,PC,F403/32,0.51
2023-03-10,2669948,IJ-129,SA02794,487,10,0,1,PC,F403/32,0.51
2023-03-10,2669948,IJ-129,SA02794,481,19,0,1,PC,F403/32,0.51
2023-03-12,2669948,IJ-129,SA02794,83,4,0,1,PC,F403/32,0.51
2023-03-12,2669948,IJ-129,SA02794,5,0,0,1,PC,F403/32,0.51
2023-03-12,2669948,IJ-129,SA02794,21,0,0,1,PC,F403/32,0.51
2023-03-13,2669948,IJ-129,SA02794,275,5,0,1,PC,F403/32,0.51
2023-03-13,2669948,IJ-129,SA02794,415,18,0,1,PC,F403/32,0.51
2023-03-13,2669948,IJ-129,SA02794,426,20,0,1,PC,F403/32,0.51
2023-03-14,2669948,IJ-129,SA02794,299,4,0,1,PC,F403/32,0.51
2023-03-14,2669948,IJ-129,SA02794,476,0,0,1,PC,F403/32,0.51
2023-03-14,2669948,IJ-129,SA02794,496,0,0,1,PC,F403/32,0.51
2023-03-15,2669948,IJ-129,SA02794,308,1,0,1,PC,F403/32,0.51
2023-03-15,2669948,IJ-129,SA02794,477,2,0,1,PC,F403/32,0.51
2023-03-15,2669948,IJ-129,SA02794,459,7,0,1,PC,F403/32,0.51
2023-03-16,2669948,IJ-129,SA02794,18,0,0,1,PC,F403/32,0.51
2023-03-16,2669948,IJ-129,SA02794,480,0,0,1,PC,F403/32,0.51
2023-03-16,2669948,IJ-129,SA02794,486,5,0,1,PC,F403/32,0.51
2023-03-16,2671195,IJ-129,SA05537,194,4,0,1,PC,F403/32,0.841
2023-03-17,2671195,IJ-129,SA05537,367,3,0,1,PC,F403/32,0.841
2023-03-17,2671589,IJ-129,SA07395,12,0,0,1,PC,N148/18,1.26
2023-03-17,2671589,IJ-129,SA07395,301,2,0,1,PC,N148/18,1.26
2023-03-17,2671589,IJ-129,SA07395,271,6,0,1,PC,N148/18,1.26
2023-03-17,2671604,IJ-129,SA18391,132,0,0,1,PC,N-142/44,0.757
2023-03-17,2671604,IJ-129,SA18391,81,6,0,1,PC,N-142/44,0.757
2023-03-18,2671589,IJ-129,SA07395,401,0,0,1,PC,N148/18,1.26
2023-03-18,2671589,IJ-129,SA07395,401,10,0,1,PC,N148/18,1.26
2023-03-19,2671589,IJ-129,SA07395,285,0,0,1,PC,N148/18,1.26
2023-03-19,2671589,IJ-129,SA07395,31,0,0,1,PC,N148/18,1.26
2023-03-20,2671589,IJ-129,SA07395,337,0,0,1,PC,N148/18,1.26
2023-03-20,2671589,IJ-129,SA07395,528,0,0,1,PC,N148/18,1.26
2023-03-20,2671589,IJ-129,SA07395,492,4,0,1,PC,N148/18,1.26
2023-03-21,2671589,IJ-129,SA07395,342,0,0,1,PC,N148/18,1.26
2023-03-21,2671589,IJ-129,SA07395,533,0,0,1,PC,N148/18,1.26
2023-03-21,2671589,IJ-129,SA07395,461,30,0,1,PC,N148/18,1.26
2023-03-22,2671589,IJ-129,SA07395,319,2,0,1,PC,N148/18,1.26
2023-03-22,2671589,IJ-129,SA07395,524,0,0,1,PC,N148/18,1.26
2023-03-22,2671589,IJ-129,SA07395,532,3,0,1,PC,N148/18,1.26
2023-03-23,2671589,IJ-129,SA07395,317,4,0,1,PC,N148/18,1.26
2023-03-23,2671589,IJ-129,SA07395,514,6,0,1,PC,N148/18,1.26
2023-03-23,2671589,IJ-129,SA07395,512,2,0,1,PC,N148/18,1.26
2023-03-24,2671589,IJ-129,SA07395,78,0,0,1,PC,N148/18,1.26
2023-03-24,2671190,IJ-129,SA07439,10,0,0,1,PC, F420/191,3.384
2023-03-24,2671190,IJ-129,SA07439,160,5,0,1,PC, F420/191,3.384
2023-03-24,2671190,IJ-129,SA07439,215,0,0,1,PC, F420/191,3.384
2023-03-24,2671190,IJ-129,SA07439,236,0,0,1,PC, F420/191,3.384
2023-03-24,2671190,IJ-129,SA07439,322,8,0,1,PC, F420/191,3.384
2023-03-25,2671793,IJ-129,SA07381,259,8,0,1,PC,N148/18,0.555
2023-03-25,2671190,IJ-129,SA07439,17,0,0,1,PC, F420/191,3.384
2023-03-25,2671190,IJ-129,SA07439,230,18,0,1,PC, F420/191,3.384
