Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-06,2670506,IJ-122,SA07319,173,39,0,1,PC,F424/40,4.92
2023-03-06,2670506,IJ-122,SA07319,437,16,0,1,PC,F424/40,4.92
2023-03-06,2670506,IJ-122,SA07319,111,20,0,1,PC,F424/40,4.92
2023-03-07,2670506,IJ-122,SA07319,403,3,0,1,PC,F424/40,4.92
2023-03-07,2670506,IJ-122,SA07319,430,5,0,1,PC,F424/40,4.92
2023-03-07,2670928,IJ-122,SA05414,61,16,0,1,PC,F424/40,8.22
2023-03-08,2670896,IJ-122,SA07028,383,4,0,1,PC,P212/1,0.885
2023-03-08,2670896,IJ-122,SA07028,525,5,0,1,PC,P212/1,0.885
2023-03-08,2671018,IJ-122,SA07169,229,25,0,1,PC,P212/1,1.54
2023-03-09,2670892,IJ-122,SA07476,121,35,0,1,PC,F420/95,0.9
2023-03-09,2671018,IJ-122,SA07169,76,0,0,1,PC,P212/1,1.54
2023-03-09,2671018,IJ-122,SA07169,495,29,0,1,PC,P212/1,1.54
2023-03-09,2671126,IJ-122,SA02084,7,0,0,1,PC,P250/14,0.43
2023-03-09,2671170,IJ-122,SA07028,259,8,0,1,PC,P212/1,0.885
2023-03-10,2670892,IJ-122,SA07476,359,15,0,1,PC,F420/95,0.9
2023-03-10,2670892,IJ-122,SA07476,316,49,26,1,PC,F420/95,0.9
2023-03-10,2671019,IJ-122,SA07170,362,2,0,1,PC,N148/18,0.41
2023-03-10,2671019,IJ-122,SA07170,56,0,0,1,PC,N148/18,0.41
2023-03-12,2671019,IJ-122,SA07170,147,0,0,1,PC,N148/18,0.41
2023-03-12,2671019,IJ-122,SA07170,5,0,0,1,PC,N148/18,0.41
2023-03-12,2671019,IJ-122,SA07170,23,0,0,1,PC,N148/18,0.41
2023-03-13,2670916,IJ-122,SA02910,233,3,0,1,PC,N148/18,0.62
2023-03-13,2670916,IJ-122,SA02910,608,8,0,1,PC,N148/18,0.62
2023-03-13,2670916,IJ-122,SA02910,262,7,0,1,PC,N148/18,0.62
2023-03-13,2671019,IJ-122,SA07170,267,0,0,1,PC,N148/18,0.41
2023-03-14,2670916,IJ-122,SA02910,37,0,0,1,PC,N148/18,0.62
2023-03-14,2671284,IJ-122,SA07281,308,2,0,1,PC,N148/18,4.07
