Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-12,2671195,IJ-134,SA05537,75,14,0,1,PC,F403/32,0.841
2023-03-13,2671195,IJ-134,SA05537,460,3,0,1,PC,F403/32,0.841
2023-03-13,2671195,IJ-134,SA05537,323,7,0,1,PC,F403/32,0.841
2023-03-13,2671195,IJ-134,SA05537,513,5,0,1,PC,F403/32,0.841
2023-03-14,2671195,IJ-134,SA05537,161,1,0,1,PC,F403/32,0.841
2023-03-17,2671195,IJ-134,SA05537,4,0,0,1,PC,F403/32,0.841
2023-03-17,2671590,IJ-134,SA02693,8,0,0,1,PC,N148/18,1.2
2023-03-17,2671590,IJ-134,SA02693,264,11,0,1,PC,N148/18,1.2
2023-03-17,2671590,IJ-134,SA02693,75,3,0,1,PC,N148/18,1.2
2023-03-18,2671590,IJ-134,SA02693,416,8,0,1,PC,N148/18,1.2
2023-03-18,2671590,IJ-134,SA02693,493,4,0,1,PC,N148/18,1.2
2023-03-19,2671590,IJ-134,SA02693,173,17,0,1,PC,N148/18,1.2
2023-03-20,2671590,IJ-134,SA02693,338,0,0,1,PC,N148/18,1.2
2023-03-20,2671590,IJ-134,SA02693,514,7,0,1,PC,N148/18,1.2
2023-03-20,2671590,IJ-134,SA02693,553,10,0,1,PC,N148/18,1.2
2023-03-21,2671590,IJ-134,SA02693,280,18,0,1,PC,N148/18,1.2
2023-03-21,2671590,IJ-134,SA02693,486,23,0,1,PC,N148/18,1.2
2023-03-21,2671590,IJ-134,SA02693,539,7,0,1,PC,N148/18,1.2
2023-03-22,2670928,IJ-134,SA05414,144,9,0,1,PC,F424/40,8.22
2023-03-22,2671590,IJ-134,SA02693,344,4,0,1,PC,N148/18,1.2
2023-03-22,2671590,IJ-134,SA02693,468,19,0,1,PC,N148/18,1.2
2023-03-23,2670928,IJ-134,SA05414,285,10,0,1,PC,F424/40,8.22
2023-03-23,2670928,IJ-134,SA05414,397,16,0,1,PC,F424/40,8.22
2023-03-23,2671126,IJ-134,SA02084,178,4,0,1,PC,P250/14,0.43
2023-03-24,2671126,IJ-134,SA02084,453,11,0,1,PC,P250/14,0.43
2023-03-24,2671764,IJ-134,SA02853,269,0,0,1,PC,F420/191,1.8
2023-03-24,2671764,IJ-134,SA02853,337,10,0,1,PC,F420/191,1.8
2023-03-24,2671764,IJ-134,SA02853,23,0,0,1,PC,F420/191,1.8
2023-03-26,2671764,IJ-134,SA02853,166,22,0,1,PC,F420/191,1.8
2023-03-26,2671764,IJ-134,SA02853,30,0,0,1,PC,F420/191,1.8
2023-03-27,2671764,IJ-134,SA02853,290,4,0,1,PC,F420/191,1.8
2023-03-27,2671764,IJ-134,SA02853,446,8,0,1,PC,F420/191,1.8
2023-03-27,2671764,IJ-134,SA02853,428,6,0,1,PC,F420/191,1.8
2023-03-28,2671764,IJ-134,SA02853,331,1,0,1,PC,F420/191,1.8
2023-03-28,2671190,IJ-134,SA07439,132,23,0,1,PC,F420/191,3.384
2023-03-28,2671190,IJ-134,SA07439,167,16,0,1,PC,F420/191,3.384
2023-03-28,2672054,IJ-134,SA05055,56,0,0,1,PC,F403/32,1.207
2023-03-28,2672054,IJ-134,SA05055,91,0,0,1,PC,F403/32,1.207
2023-03-29,2671190,IJ-134,SA07439,116,26,0,1,PC,F420/191,3.384
2023-03-29,2671190,IJ-134,SA07439,326,62,0,1,PC,F420/191,3.384
2023-03-29,2672130,IJ-134,SA00269,304,9,0,1,PC,S315/10,1.28
2023-03-29,2672130,IJ-134,SA00269,17,0,0,1,PC,S315/10,1.28
2023-03-30,2672130,IJ-134,SA00269,122,0,0,1,PC,S315/10,1.28
2023-03-30,2672130,IJ-134,SA00269,588,5,0,1,PC,S315/10,1.28
2023-03-30,2672131,IJ-134,SA01945,326,7,0,1,PC,S315/10,2.3
2023-03-30,2672131,IJ-134,SA01945,246,4,0,1,PC,S315/10,2.3
2023-03-31,2671306,IJ-134,SA01981,105,0,0,1,PC,S315/10,1.91
2023-03-31,2671306,IJ-134,SA01981,122,4,0,1,PC,S315/10,1.91
2023-03-31,2671554,IJ-134,SA01910,2,0,0,1,PC,S315/10,5.55
2023-03-31,2672131,IJ-134,SA01945,340,2,0,1,PC,S315/10,2.3
2023-03-31,2672131,IJ-134,SA01945,529,10,0,1,PC,S315/10,2.3
2023-04-02,2671554,IJ-134,SA01910,40,75,0,1,PC,S315/10,5.55
2023-04-02,2671554,IJ-134,SA01910,35,0,0,1,PC,S315/10,5.55
2023-04-02,2671554,IJ-134,SA01910,49,0,0,1,PC,S315/10,5.55
2023-04-03,2671554,IJ-134,SA01910,226,6,0,1,PC,S315/10,5.55
