Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-01-18,2657836,IJ-132,12989,5409,183,0,24,PC,N144/85,0.195
2023-01-18,2657836,IJ-132,12989,2895,57,0,24,PC,N144/85,0.195
2023-01-18,2657836,IJ-132,12989,5314,182,0,24,PC,N144/85,0.195
2023-01-19,2657836,IJ-132,12989,5597,235,0,24,PC,N144/85,0.195
2023-01-19,2657836,IJ-132,12989,2264,64,0,24,PC,N144/85,0.195
2023-01-19,2657836,IJ-132,12989,4145,175,0,24,PC,N144/85,0.195
2023-01-20,2657836,IJ-132,12989,144,0,0,24,PC,N144/85,0.195
2023-01-20,2657836,IJ-132,12989,1872,0,0,24,PC,N144/85,0.195
2023-01-20,2657836,IJ-132,12989,4119,273,0,24,PC,N144/85,0.195
2023-01-20,2657836,IJ-132,12989,1419,45,0,24,PC,N144/85,0.195
2023-01-21,2657836,IJ-132,12989,3984,120,0,24,PC,N144/85,0.195
2023-01-21,2657836,IJ-132,12989,3173,163,0,24,PC,N144/85,0.195
2023-01-22,2657836,IJ-132,12989,1680,0,0,24,PC,N144/85,0.195
2023-01-23,2657836,IJ-132,12989,5018,189,0,24,PC,N144/85,0.195
2023-01-23,2657836,IJ-132,12989,2592,0,0,24,PC,N144/85,0.195
2023-01-23,2657836,IJ-132,12989,6001,167,0,24,PC,N144/85,0.195
2023-01-24,2657836,IJ-132,12989,5657,247,0,24,PC,N144/85,0.195
2023-01-24,2657836,IJ-132,12989,3576,0,0,24,PC,N144/85,0.195
2023-01-24,2657836,IJ-132,12989,5910,186,0,24,PC,N144/85,0.195
2023-01-25,2657836,IJ-132,12989,6124,188,0,24,PC,N144/85,0.195
2023-01-25,2657836,IJ-132,12989,3048,0,0,24,PC,N144/85,0.195
2023-01-25,2657836,IJ-132,12989,4853,115,0,24,PC,N144/85,0.195
2023-01-26,2657836,IJ-132,12989,3661,371,0,24,PC,N144/85,0.195
2023-01-26,2657836,IJ-132,12989,2232,0,0,24,PC,N144/85,0.195
2023-01-26,2657836,IJ-132,12989,4015,305,0,24,PC,N144/85,0.195
2023-01-27,2657836,IJ-132,12989,4001,391,0,24,PC,N144/85,0.195
2023-01-27,2657836,IJ-132,12989,2820,0,0,24,PC,N144/85,0.195
2023-01-27,2657836,IJ-132,12989,3883,269,0,24,PC,N144/85,0.195
2023-01-28,2657836,IJ-132,12989,2424,0,0,24,PC,N144/85,0.195
2023-01-28,2657836,IJ-132,12989,3800,112,0,24,PC,N144/85,0.195
2023-01-29,2657836,IJ-132,12989,2136,0,0,24,PC,N144/85,0.195
2023-01-30,2657836,IJ-132,12989,3858,296,0,24,PC,N144/85,0.195
2023-01-30,2657836,IJ-132,12989,773,43,0,24,PC,N144/85,0.195
2023-01-31,2657836,IJ-132,12989,3432,0,0,24,PC,N144/85,0.195
2023-01-31,2657836,IJ-132,12989,48,0,0,24,PC,N144/85,0.195
2023-02-01,2657836,IJ-132,12989,3697,23,0,24,PC,N144/85,0.195
2023-02-01,2657836,IJ-132,12989,3800,64,0,24,PC,N144/85,0.195
