Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-02-20,2669468,IJ-123,SA02374,286,7,0,1,PC,N148/18,0.298
2023-02-20,2669468,IJ-123,SA02374,480,12,0,1,PC,N148/18,0.298
2023-02-20,2669468,IJ-123,SA02374,120,12,0,1,PC,N148/18,0.298
2023-02-21,2667979,IJ-123,SA08322,63,22,0,1,PC,F403/32,3.698
2023-02-21,2667979,IJ-123,SA08322,143,0,0,1,PC,F403/32,3.698
2023-02-21,2667979,IJ-123,SA08322,45,0,0,1,PC,F403/32,3.698
2023-02-21,2667979,IJ-123,SA08322,85,0,0,1,PC,F403/32,3.698
2023-02-21,2669468,IJ-123,SA02374,319,52,0,1,PC,N148/18,0.298
2023-02-21,2669496,IJ-123,SA02938,43,0,0,1,PC,N-142/67,2.55
2023-02-22,2669496,IJ-123,SA02938,256,7,0,1,PC,N-142/67,2.55
2023-02-22,2669496,IJ-123,SA02938,15,0,0,1,PC,N-142/67,2.55
2023-02-23,2669496,IJ-123,SA02938,427,2,0,1,PC,N-142/67,2.55
2023-02-23,2669590,IJ-123,SA05032,308,0,0,1,PC,N148/18,0.792
2023-02-23,2669590,IJ-123,SA05032,11,0,0,1,PC,N148/18,0.792
2023-02-23,2669590,IJ-123,SA05032,468,0,0,1,PC,N148/18,0.792
2023-02-24,2669590,IJ-123,SA05032,338,8,0,1,PC,N148/18,0.792
2023-02-24,2669590,IJ-123,SA05032,554,0,0,1,PC,N148/18,0.792
2023-02-24,2669590,IJ-123,SA05032,499,12,0,1,PC,N148/18,0.792
2023-02-26,2669590,IJ-123,SA05032,307,7,0,1,PC,N148/18,0.792
2023-02-26,2669590,IJ-123,SA05032,7,0,0,1,PC,N148/18,0.792
2023-02-27,2669590,IJ-123,SA05032,181,5,0,1,PC,N148/18,0.792
2023-02-27,2669590,IJ-123,SA05032,511,4,0,1,PC,N148/18,0.792
2023-02-27,2669590,IJ-123,SA05032,587,0,0,1,PC,N148/18,0.792
