Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-12,2670320,IJ-136,15911,15,0,0,1,PC,FP75614/56,1.895
2023-03-13,2670320,IJ-136,15911,201,0,0,1,PC,FP75614/56,1.895
2023-03-13,2670320,IJ-136,15911,277,1,0,1,PC,FP75614/56,1.895
2023-03-13,2670320,IJ-136,15911,283,23,0,1,PC,FP75614/56,1.895
2023-03-14,2670320,IJ-136,15911,203,0,0,1,PC,FP75614/56,1.895
2023-03-14,2670320,IJ-136,15911,315,0,0,1,PC,FP75614/56,1.895
2023-03-14,2670320,IJ-136,15911,81,11,0,1,PC,FP75614/56,1.895
2023-03-15,2670320,IJ-136,15911,210,0,0,1,PC,FP75614/56,1.895
2023-03-15,2670320,IJ-136,15911,282,6,0,1,PC,FP75614/56,1.895
2023-03-15,2670320,IJ-136,15911,316,5,0,1,PC,FP75614/56,1.895
2023-03-16,2670320,IJ-136,15911,221,0,0,1,PC,FP75614/56,1.895
2023-03-16,2670320,IJ-136,15911,275,8,0,1,PC,FP75614/56,1.895
2023-03-16,2670320,IJ-136,15911,378,7,0,1,PC,FP75614/56,1.895
2023-03-17,2670320,IJ-136,15911,212,0,0,1,PC,FP75614/56,1.895
2023-03-17,2670320,IJ-136,15911,256,9,0,1,PC,FP75614/56,1.895
2023-03-17,2670320,IJ-136,15911,319,20,0,1,PC,FP75614/56,1.895
2023-03-18,2670320,IJ-136,15911,228,0,0,1,PC,FP75614/56,1.895
2023-03-19,2670320,IJ-136,15911,99,0,0,1,PC,FP75614/56,1.895
2023-03-19,2670320,IJ-136,15911,2,0,0,1,PC,FP75614/56,1.895
2023-03-19,2670320,IJ-136,15911,1,0,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-136,15911,194,0,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-136,15911,255,13,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-136,15911,417,10,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-136,15911,164,0,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-136,15911,259,8,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-136,15911,510,24,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-136,15911,236,0,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-136,15911,330,6,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-136,15911,371,16,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-136,15911,235,0,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-136,15911,227,31,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-136,15911,313,29,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-136,15911,158,0,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-136,15911,294,12,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-136,15911,159,34,0,1,PC,FP75614/56,1.895
2023-03-25,2670320,IJ-136,15911,243,6,0,1,PC,FP75614/56,1.895
2023-03-25,2670320,IJ-136,15911,245,11,0,1,PC,FP75614/56,1.895
2023-03-26,2670320,IJ-136,15911,191,0,0,1,PC,FP75614/56,1.895
