Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-03-19,2670320,IJ-125,15911,58,0,0,1,PC,FP75614/56,1.895
2023-03-19,2670320,IJ-125,15911,11,0,0,1,PC,FP75614/56,1.895
2023-03-19,2670320,IJ-125,15911,10,0,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-125,15911,185,0,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-125,15911,247,9,0,1,PC,FP75614/56,1.895
2023-03-20,2670320,IJ-125,15911,400,17,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-125,15911,154,0,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-125,15911,267,8,0,1,PC,FP75614/56,1.895
2023-03-21,2670320,IJ-125,15911,298,45,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-125,15911,239,0,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-125,15911,12,0,0,1,PC,FP75614/56,1.895
2023-03-22,2670320,IJ-125,15911,333,19,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-125,15911,231,0,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-125,15911,76,0,0,1,PC,FP75614/56,1.895
2023-03-23,2670320,IJ-125,15911,163,4,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-125,15911,153,0,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-125,15911,7,0,0,1,PC,FP75614/56,1.895
2023-03-24,2670320,IJ-125,15911,92,39,0,1,PC,FP75614/56,1.895
2023-03-25,2670320,IJ-125,15911,138,7,0,1,PC,FP75614/56,1.895
2023-03-25,2670320,IJ-125,15911,271,17,0,1,PC,FP75614/56,1.895
2023-03-26,2670320,IJ-125,15911,191,0,0,1,PC,FP75614/56,1.895
2023-03-27,2670124,IJ-125,15910,56,24,0,1,PC,FP75614/49,0.48
2023-03-27,2670320,IJ-125,15911,184,0,0,1,PC,FP75614/56,1.895
2023-03-27,2670320,IJ-125,15911,2,0,0,1,PC,FP75614/56,1.895
2023-03-27,2670320,IJ-125,15911,25,0,0,1,PC,FP75614/56,1.895
2023-03-28,2670320,IJ-125,15911,252,0,0,1,PC,FP75614/56,1.895
2023-03-28,2670320,IJ-125,15911,279,22,0,1,PC,FP75614/56,1.895
2023-03-28,2670320,IJ-125,15911,281,16,0,1,PC,FP75614/56,1.895
2023-03-29,2670320,IJ-125,15911,11,0,0,1,PC,FP75614/56,1.895
2023-03-29,2670320,IJ-125,15911,322,41,0,1,PC,FP75614/56,1.895
2023-03-30,2670320,IJ-125,15911,20,0,0,1,PC,FP75614/56,1.895
2023-03-30,2670320,IJ-125,15911,117,15,0,1,PC,FP75614/56,1.895
2023-03-31,2670320,IJ-125,15911,2,0,0,1,PC,FP75614/56,1.895
2023-03-31,2670320,IJ-125,15911,45,0,0,1,PC,FP75614/56,1.895
2023-04-03,2670320,IJ-125,15911,0,52,0,1,PC,FP75614/56,1.895
2023-04-04,2672504,IJ-125,15911,30,0,0,1,PC,FP75614/56,1.895
2023-04-05,2672504,IJ-125,15911,4,0,0,1,PC,FP75614/56,1.895
2023-04-06,2672504,IJ-125,15911,235,0,0,1,PC,FP75614/56,1.895
2023-04-06,2672504,IJ-125,15911,148,4,0,1,PC,FP75614/56,1.895
2023-04-06,2672504,IJ-125,15911,302,10,0,1,PC,FP75614/56,1.895
2023-04-07,2672504,IJ-125,15911,222,0,0,1,PC,FP75614/56,1.895
2023-04-07,2672504,IJ-125,15911,16,0,0,1,PC,FP75614/56,1.895
2023-04-08,2672504,IJ-125,15911,318,0,0,1,PC,FP75614/56,1.895
2023-04-09,2672504,IJ-125,15911,160,0,0,1,PC,FP75614/56,1.895
2023-04-10,2670796,IJ-125,15909,193,0,0,1,PC,FP75614/49,0.55
2023-04-10,2672504,IJ-125,15911,7,0,0,1,PC,FP75614/56,1.895
2023-04-10,2672504,IJ-125,15911,251,4,0,1,PC,FP75614/56,1.895
2023-04-11,2670796,IJ-125,15909,176,16,0,1,PC,FP75614/49,0.55
2023-04-11,2672504,IJ-125,15911,235,0,0,1,PC,FP75614/56,1.895
2023-04-11,2672504,IJ-125,15911,104,0,0,1,PC,FP75614/56,1.895
2023-04-11,2672504,IJ-125,15911,60,10,0,1,PC,FP75614/56,1.895
2023-04-12,2672504,IJ-125,15911,69,0,0,1,PC,FP75614/56,1.895
2023-04-12,2672504,IJ-125,15911,128,2,0,1,PC,FP75614/56,1.895
2023-04-12,2672504,IJ-125,15911,100,0,0,1,PC,FP75614/56,1.895
2023-04-12,2672504,IJ-125,15911,384,2,0,1,PC,FP75614/56,1.895
2023-04-13,2672507,IJ-125,15909,187,0,0,1,PC,FP75614/49,0.55
2023-04-13,2672507,IJ-125,15909,86,0,0,1,PC,FP75614/49,0.55
2023-04-13,2672504,IJ-125,15911,69,0,0,1,PC,FP75614/56,1.895
2023-04-13,2672504,IJ-125,15911,298,10,0,1,PC,FP75614/56,1.895
2023-04-14,2672507,IJ-125,15909,43,0,0,1,PC,FP75614/49,0.55
2023-04-14,2672507,IJ-125,15909,163,13,0,1,PC,FP75614/49,0.55
2023-04-14,2672504,IJ-125,15911,127,2,0,1,PC,FP75614/56,1.895
2023-04-14,2672504,IJ-125,15911,211,0,0,1,PC,FP75614/56,1.895
2023-04-15,2672504,IJ-125,15911,225,15,0,1,PC,FP75614/56,1.895
2023-04-15,2672504,IJ-125,15911,225,23,0,1,PC,FP75614/56,1.895
2023-04-16,2672504,IJ-125,15911,164,0,0,1,PC,FP75614/56,1.895
2023-04-16,2672504,IJ-125,15911,229,3,0,1,PC,FP75614/56,1.895
2023-04-17,2672504,IJ-125,15911,233,0,0,1,PC,FP75614/56,1.895
2023-04-17,2672504,IJ-125,15911,262,17,0,1,PC,FP75614/56,1.895
2023-04-17,2672504,IJ-125,15911,354,0,0,1,PC,FP75614/56,1.895
2023-04-18,2672504,IJ-125,15911,42,0,0,1,PC,FP75614/56,1.895
2023-04-18,2672504,IJ-125,15911,124,0,0,1,PC,FP75614/56,1.895
2023-04-19,2672504,IJ-125,15911,226,0,0,1,PC,FP75614/56,1.895
2023-04-19,2672504,IJ-125,15911,287,0,0,1,PC,FP75614/56,1.895
2023-04-19,2672504,IJ-125,15911,222,18,0,1,PC,FP75614/56,1.895
