Data de Produção,Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs)
2023-02-26,2669495,IJ-131,SA01422,77,0,0,1,PC,N148/18,0.837
2023-02-26,2669495,IJ-131,SA01422,2,0,0,1,PC,N148/18,0.837
2023-02-26,2669783,IJ-131,SA00484,200,6,0,1,PC,N146/9,0.465
2023-02-26,2669783,IJ-131,SA00484,158,0,0,1,PC,N146/9,0.465
2023-02-27,2669422,IJ-131,SA01684,217,10,0,1,PC,N148/18,1.2
2023-02-27,2669422,IJ-131,SA01684,33,0,0,1,PC,N148/18,1.2
2023-02-27,2669422,IJ-131,SA01684,437,12,0,1,PC,N148/18,1.2
2023-02-27,2669783,IJ-131,SA00484,84,4,0,1,PC,N146/9,0.465
2023-02-28,2667993,IJ-131,SA08400,367,2,0,1,PC,N148/18,0.55
2023-02-28,2667993,IJ-131,SA08400,152,0,0,1,PC,N148/18,0.55
2023-02-28,2667993,IJ-131,SA08400,294,7,0,1,PC,N148/18,0.55
2023-02-28,2669422,IJ-131,SA01684,42,0,0,1,PC,N148/18,1.2
2023-02-28,2669422,IJ-131,SA01684,497,0,0,1,PC,N148/18,1.2
2023-03-01,2667993,IJ-131,SA08400,366,4,0,1,PC,N148/18,0.55
2023-03-01,2667993,IJ-131,SA08400,587,4,0,1,PC,N148/18,0.55
2023-03-01,2667993,IJ-131,SA08400,454,10,0,1,PC,N148/18,0.55
2023-03-02,2667993,IJ-131,SA08400,262,1,0,1,PC,N148/18,0.55
2023-03-02,2667993,IJ-131,SA08400,657,1,0,1,PC,N148/18,0.55
2023-03-02,2667993,IJ-131,SA08400,608,3,0,1,PC,N148/18,0.55
2023-03-02,2670408,IJ-131,SA08395,96,0,0,1,PC,N-142/67,2.869
2023-03-03,2670408,IJ-131,SA08395,298,3,0,1,PC,N-142/67,2.869
2023-03-03,2670408,IJ-131,SA08395,600,9,0,1,PC,N-142/67,2.869
2023-03-03,2670408,IJ-131,SA08395,21,0,0,1,PC,N-142/67,2.869
2023-03-03,2670408,IJ-131,SA08395,552,9,0,1,PC,N-142/67,2.869
2023-03-03,2670659,IJ-131,SA02376,33,1,0,1,PC,N148/18,0.538
2023-03-05,2670659,IJ-131,SA02376,432,0,0,1,PC,N148/18,0.538
2023-03-05,2670660,IJ-131,SA01366,30,0,0,1,PC,N148/18,0.38
2023-03-06,2670660,IJ-131,SA01366,300,10,0,1,PC,N148/18,0.38
2023-03-06,2670844,IJ-131,SA00272,105,1,0,1,PC,N148/18,0.815
2023-03-06,2670844,IJ-131,SA00272,441,1,0,1,PC,N148/18,0.815
2023-03-06,2670844,IJ-131,SA00272,644,4,0,1,PC,N148/18,0.815
2023-03-06,2670844,IJ-131,SA00272,40,0,0,1,PC,N148/18,0.815
2023-03-07,2670844,IJ-131,SA00272,290,0,0,1,PC,N148/18,0.815
2023-03-07,2670844,IJ-131,SA00272,694,2,0,1,PC,N148/18,0.815
2023-03-07,2670844,IJ-131,SA00272,544,0,0,1,PC,N148/18,0.815
2023-03-07,2670898,IJ-131,SA01535,79,2,0,1,PC,N148/18,0.41
2023-03-08,2670898,IJ-131,SA01535,148,4,0,1,PC,N148/18,0.41
2023-03-08,2670898,IJ-131,SA01535,391,7,0,1,PC,N148/18,0.41
2023-03-08,2670898,IJ-131,SA01535,575,0,0,1,PC,N148/18,0.41
