Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2667042,IJ-046,SA05780,89,0,0,2,PC,P212/1,0.96,350
2667042,IJ-046,SA05780,1274,36,0,5,PC,P212/1,2.82,349
2669041,IJ-046,SA02004,1230,49,0,3,PC,P248/40,1.8599999999999999,348
2668951,IJ-046,SA02961,944,55,0,3,PC,P212/1,3.3400000000000003,347
2668951,IJ-046,SA02961,1079,46,0,3,PC,P212/1,4.08,346
2668951,IJ-046,SA02961,1053,35,0,3,PC,P212/1,4.08,345
2668951,IJ-046,SA02961,154,11,0,2,PC,P212/1,2.72,343
2668951,IJ-046,SA02961,927,60,0,3,PC,P212/1,4.08,342
2668951,IJ-046,SA02961,821,71,0,4,PC,P212/1,3.115,341
2669546,IJ-046,SA07452,1243,47,0,4,PC,P212/1,2.745,340
2669546,IJ-046,SA07452,1235,30,0,3,PC,P212/1,2.16,339
2669546,IJ-046,SA07452,943,44,0,4,PC,P212/1,6.84,338
2669683,IJ-046,SA07320,225,12,0,2,PC,P212/1,5.4,336
2669683,IJ-046,SA07320,1056,51,0,3,PC,P212/1,8.100000000000001,335
2669855,IJ-046,SA05996,442,58,0,4,PC,F420/95,8.322000000000001,334
2669855,IJ-046,SA05996,1170,25,0,3,PC,F420/95,3.66,333
2670141,IJ-046,SA05995,879,131,0,4,PC,F420/191,3.56,332
2670141,IJ-046,SA05995,1276,20,0,5,PC,F420/191,5.3629999999999995,331
2670656,IJ-046,SA05917,384,10,0,1,PC,F403/32,1.76,329
2670792,IJ-046,SA02142,1219,5,0,4,PC,F403/32,4.325,328
2670792,IJ-046,SA02142,1339,23,0,3,PC,F403/32,2.565,327
2670792,IJ-046,SA02142,1098,38,0,3,PC,F403/32,3.305,326
2670937,IJ-046,SA05353,1276,53,0,3,PC,F403/32,3.6750000000000003,325
2670937,IJ-046,SA05353,1282,30,0,3,PC,F403/32,3.6750000000000003,324
2670937,IJ-046,SA05353,208,17,0,2,PC,F403/32,2.45,322
2670418,IJ-046,SA05943,1101,13,0,4,PC,F403/32,4.152,321
