Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2669468,IJ-123,SA02374,886,31,0,3,PC,N148/18,0.8939999999999999,886,31,0,3,0.8939999999999999,356
2667979,IJ-123,SA08322,698,74,0,6,PC,F403/32,17.64,1584,105,0,9,18.534,355
2669496,IJ-123,SA02938,271,7,0,2,PC,N-142/67,5.1,1855,112,0,11,23.634,354
2669590,IJ-123,SA05032,1214,2,0,4,PC,N148/18,4.926,3069,114,0,15,28.560000000000002,353
2669590,IJ-123,SA05032,1391,20,0,3,PC,N148/18,2.3760000000000003,4460,134,0,18,30.936000000000003,352
2669590,IJ-123,SA05032,314,7,0,2,PC,N148/18,1.584,4774,141,0,20,32.52,350
2669590,IJ-123,SA05032,1279,9,0,3,PC,N148/18,2.3760000000000003,6053,150,0,23,34.896,349
2667979,IJ-123,SA08322,699,88,0,4,PC,F403/32,11.886,6752,238,0,27,46.782,348
2667979,IJ-123,SA08322,1116,35,0,4,PC,F403/32,14.792,7868,273,0,31,61.574,347
2667979,IJ-123,SA08322,537,21,0,3,PC,F403/32,11.094,8405,294,0,34,72.66799999999999,346
2667979,IJ-123,SA08322,1280,8,0,5,PC,F403/32,18.49,9685,302,0,39,91.15799999999999,345
2669936,IJ-123,SA08322,381,0,0,1,PC,F403/32,3.698,10066,302,0,40,94.85599999999998,343
2669936,IJ-123,SA08322,1199,7,0,4,PC,F403/32,8.012,11265,309,0,44,102.86799999999998,342
2669947,IJ-123,SA05439,1427,0,0,3,PC,F403/32,0.9239999999999999,12692,309,0,47,103.79199999999999,341
2669947,IJ-123,SA05439,1044,1,0,6,PC,F403/32,16.565,13736,310,0,53,120.35699999999999,340
2670936,IJ-123,SA08470,389,100,0,4,PC,F420/191,13.647,14125,410,0,57,134.004,339
2670936,IJ-123,SA08470,864,40,0,4,PC,F420/191,30.588,14989,450,0,61,164.59199999999998,338
2670936,IJ-123,SA08470,278,0,0,3,PC,F420/191,22.941000000000003,15267,450,0,64,187.533,336
2670936,IJ-123,SA08470,871,73,0,6,PC,F420/191,11.775,16138,523,0,70,199.308,335
2671317,IJ-123,SA05949,706,47,0,6,PC,F403/32,6.209,16844,570,0,76,205.517,334
2670418,IJ-123,SA05943,1408,26,0,3,PC,F403/32,1.431,18252,596,0,79,206.948,333
2670909,IJ-123,SA02844,1407,8,0,4,PC,F403/32,2.61,19659,604,0,83,209.55800000000002,332
2670909,IJ-123,SA02844,1436,8,0,3,PC,F403/32,2.484,21095,612,0,86,212.04200000000003,331
2670909,IJ-123,SA02844,314,3,0,2,PC,F403/32,1.656,21409,615,0,88,213.69800000000004,329
2670909,IJ-123,SA02844,1416,7,0,3,PC,F403/32,2.484,22825,622,0,91,216.18200000000004,328
2670909,IJ-123,SA02844,1356,18,0,3,PC,F403/32,2.484,24181,640,0,94,218.66600000000005,327
2671654,IJ-123,SA08322,984,44,0,5,PC,F403/32,15.62,25165,684,0,99,234.28600000000006,326
2671067,IJ-123,SA04247,1074,29,0,4,PC,F403/32,9.346,26239,713,0,103,243.63200000000006,325
2671067,IJ-123,SA04247,1440,0,0,5,PC,F403/32,4.875,27679,713,0,108,248.50700000000006,324
2671067,IJ-123,SA04247,379,0,0,3,PC,F403/32,2.925,28058,713,0,111,251.43200000000007,322
2670656,IJ-123,SA05917,1246,26,0,5,PC,F403/32,6.4,29304,739,0,116,257.83200000000005,321
2671588,IJ-123,SA07262,1347,13,0,4,PC,P212/1,3.72,30651,752,0,120,261.5520000000001,320
2671588,IJ-123,SA07262,1302,25,0,3,PC,P212/1,2.79,31953,777,0,123,264.3420000000001,319
2671588,IJ-123,SA07262,1123,49,0,4,PC,P212/1,13.104,33076,826,0,127,277.4460000000001,318
2670409,IJ-123,SA08396,1137,55,0,4,PC,F420/191,16.232,34213,881,0,131,293.6780000000001,317
2670409,IJ-123,SA08396,258,12,0,3,PC,F420/191,12.174,34471,893,0,134,305.8520000000001,315
2670409,IJ-123,SA08396,1203,13,0,4,PC,F420/191,8.678,35674,906,0,138,314.5300000000001,314
2672444,IJ-123,SA08396,986,73,0,6,PC,F420/191,18.555999999999997,36660,979,0,144,333.08600000000007,313
2672444,IJ-123,SA08396,1105,8,0,4,PC,F420/191,9.565999999999999,37765,987,0,148,342.65200000000004,312
2673178,IJ-123,SA05250,1197,17,0,4,PC,F403/32,3.19,38962,1004,0,152,345.84200000000004,311
2673178,IJ-123,SA05250,-5,5,0,1,PC,F403/32,0.87,38957,1009,0,153,346.71200000000005,310
2673178,IJ-123,SA05250,370,3,0,4,PC,F403/32,3.48,39327,1012,0,157,350.19200000000006,308
2673159,IJ-123,SA02142,1267,26,0,4,PC,F403/32,3.435,40594,1038,0,161,353.62700000000007,307
2672479,IJ-123,SA02941,1219,13,0,4,PC,N148/18,8.469999999999999,41813,1051,0,165,362.0970000000001,306
2672479,IJ-123,SA02941,1206,17,0,3,PC,N148/18,10.14,43019,1068,0,168,372.2370000000001,305
2672479,IJ-123,SA02941,1221,6,0,3,PC,N148/18,10.14,44240,1074,0,171,382.37700000000007,304
2672479,IJ-123,SA02941,1235,0,0,4,PC,N148/18,13.52,45475,1074,0,175,395.89700000000005,303
2673810,IJ-123,SA25829,786,19,0,2,PC, F420/191,4.55,46261,1093,0,177,400.44700000000006,302
2673810,IJ-123,SA25829,328,4,0,3,PC, F420/191,6.824999999999999,46589,1097,0,180,407.27200000000005,301
2673810,IJ-123,SA25829,1188,19,0,3,PC, F420/191,6.824999999999999,47777,1116,0,183,414.09700000000004,300
2673810,IJ-123,SA25829,879,53,0,5,PC, F420/191,17.067,48656,1169,0,188,431.16400000000004,299
2672532,IJ-123,SA05590,843,36,0,3,PC,F403/32,9.902,49499,1205,0,191,441.06600000000003,298
2673173,IJ-123,SA02845,1084,26,0,5,PC,F420/293,6.62,50583,1231,0,196,447.68600000000004,297
2674064,IJ-123,SA05580,1069,0,0,5,PC,F424/40,3.041,51652,1231,0,201,450.72700000000003,296
2674023,IJ-123,SA13819,45,28,0,2,PC,F424/40,4.547,51697,1259,0,203,455.27400000000006,294
2674023,IJ-123,SA13819,741,107,0,4,PC,F424/40,9.172,52438,1366,0,207,464.4460000000001,293
2674024,IJ-123,SA18477,1284,11,0,4,PC,F424/40,1.63,53722,1377,0,211,466.0760000000001,292
2674194,IJ-123,SA05907,1151,21,0,4,PC,F424/40 ,12.674,54873,1398,0,215,478.75000000000006,291
2674270,IJ-123,SA08396,754,63,0,4,PC,F420/191,9.497,55627,1461,0,219,488.24700000000007,290
2674291,IJ-123,SA02871,1546,30,0,14,PC,F403/32,9.289,57173,1491,0,233,497.53600000000006,289
2674386,IJ-123,SA05353,1221,18,0,4,PC,F403/32,4.5680000000000005,58394,1509,0,237,502.10400000000004,285
2674846,IJ-123,SA05775,1153,4,0,3,PC,F420/191,5.484,59547,1513,0,240,507.588,284
2674729,IJ-123,SA02941,386,97,0,4,PC,N148/18,14.474,59933,1610,0,244,522.062,283
2674729,IJ-123,SA02941,454,0,0,1,PC,N148/18,3.38,60387,1610,0,245,525.442,282
2674844,IJ-123,SA07093,70,0,0,1,PC,N148/18,0.75,60457,1610,0,246,526.192,281
2674844,IJ-123,SA07093,204,21,0,3,PC,N148/18,2.25,60661,1631,0,249,528.442,280
2675184,IJ-123,SA04247,1292,18,0,5,PC,F403/32,4.65,61953,1649,0,254,533.092,279
