Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2680830,IJ-044,SA08395,868,21,0,3,PC,N-142/67,8.607000000000001,868,21,0,3,8.607000000000001,279
2680830,IJ-044,SA08395,1014,15,0,4,PC,N-142/67,9.157,1882,36,0,7,17.764000000000003,278
2680534,IJ-044,SA07321,802,46,0,3,PC,N148/18,4.35,2684,82,0,10,22.114000000000004,277
2680534,IJ-044,SA07321,907,18,0,3,PC,N148/18,5.699999999999999,3591,100,0,13,27.814000000000004,276
2680830,IJ-044,SA08395,1033,16,0,5,PC,N-142/67,12.407,4624,116,0,18,40.221000000000004,275
2680830,IJ-044,SA08395,163,1,0,1,PC,N-142/67,2.869,4787,117,0,19,43.09,273
2680830,IJ-044,SA08395,753,16,0,4,PC,N-142/67,8.918000000000001,5540,133,0,23,52.008,272
2682010,IJ-044,SA01801,790,33,0,4,PC,N146/9,9.94,6330,166,0,27,61.948,271
2680332,IJ-044,SA02941,310,13,0,3,PC,N148/18,10.14,6640,179,0,30,72.088,270
2680332,IJ-044,SA02941,749,15,0,3,PC,N148/18,10.14,7389,194,0,33,82.228,269
2680332,IJ-044,SA02941,89,3,0,1,PC,N148/18,3.38,7478,197,0,34,85.60799999999999,268
2680332,IJ-044,SA02941,723,10,0,3,PC,N148/18,10.14,8201,207,0,37,95.74799999999999,261
2680332,IJ-044,SA02941,138,4,0,1,PC,N148/18,3.38,8339,211,0,38,99.12799999999999,259
2680332,IJ-044,SA02941,970,18,0,3,PC,N148/18,10.14,9309,229,0,41,109.26799999999999,258
2680332,IJ-044,SA02941,865,17,0,3,PC,N148/18,10.14,10174,246,0,44,119.40799999999999,257
2680332,IJ-044,SA02941,875,25,0,3,PC,N148/18,10.14,11049,271,0,47,129.548,256
2680332,IJ-044,SA02941,775,10,0,3,PC,N148/18,10.14,11824,281,0,50,139.688,255
2680332,IJ-044,SA02941,789,14,0,3,PC,N148/18,10.14,12613,295,0,53,149.82799999999997,254
2680332,IJ-044,SA02941,176,3,0,2,PC,N148/18,6.76,12789,298,0,55,156.58799999999997,252
2683450,IJ-044,SA02941,1067,12,0,5,PC,N148/18,16.674,13856,310,0,60,173.26199999999997,251
2683569,IJ-044,11974,758,21,0,3,PC,N-158/3,9.462,14614,331,0,63,182.72399999999996,250
2683666,IJ-044,SA07321,346,6,0,3,PC,N148/18,6.954,14960,337,0,66,189.67799999999997,249
2682511,IJ-044,SA04416,498,20,0,3,PC,P212/1,8.843,15458,357,0,69,198.52099999999996,248
2682511,IJ-044,SA04416,240,2,0,2,PC,P212/1,10.086,15698,359,0,71,208.60699999999997,247
2682511,IJ-044,SA04416,268,2,0,3,PC,P212/1,15.129000000000001,15966,361,0,74,223.73599999999996,246
2682511,IJ-044,SA04416,590,12,0,3,PC,P212/1,15.129000000000001,16556,373,0,77,238.86499999999995,244
2682511,IJ-044,SA04416,614,10,0,3,PC,P212/1,15.129000000000001,17170,383,0,80,253.99399999999994,243
2682511,IJ-044,SA04416,704,7,0,3,PC,P212/1,15.129000000000001,17874,390,0,83,269.12299999999993,242
2682511,IJ-044,SA04416,784,5,0,3,PC,P212/1,15.129000000000001,18658,395,0,86,284.25199999999995,241
2682511,IJ-044,SA04416,674,9,0,3,PC,P212/1,15.129000000000001,19332,404,0,89,299.381,240
2682511,IJ-044,SA04416,93,0,0,1,PC,P212/1,5.043,19425,404,0,90,304.424,239
2684278,IJ-044,SA11684,663,42,0,6,PC,N148/18,11.293,20088,446,0,96,315.717,237
2684451,IJ-044,SA02938,702,11,0,4,PC,N-142/67,10.2,20790,457,0,100,325.917,236
2684451,IJ-044,SA02938,657,7,0,3,PC,N-142/67,7.6499999999999995,21447,464,0,103,333.56699999999995,235
2684451,IJ-044,SA02938,684,18,0,3,PC,N-142/67,7.6499999999999995,22131,482,0,106,341.2169999999999,234
2684656,IJ-044,SA00436,709,14,0,3,PC,N-142/67,6.106,22840,496,0,109,347.3229999999999,233
2684656,IJ-044,SA00436,646,34,0,4,PC,N-142/67,4.024,23486,530,0,113,351.3469999999999,230
2684656,IJ-044,SA00436,377,19,0,2,PC,N-142/67,2.012,23863,549,0,115,353.3589999999999,229
2684656,IJ-044,SA00436,343,0,0,2,PC,N-142/67,2.012,24206,549,0,117,355.3709999999999,228
2684656,IJ-044,SA00436,1017,8,0,3,PC,N-142/67,3.018,25223,557,0,120,358.3889999999999,226
2684656,IJ-044,SA00436,34,5,0,1,PC,N-142/67,1.006,25257,562,0,121,359.39499999999987,224
2684451,IJ-044,SA02938,1050,10,0,4,PC,N-142/67,7.112,26307,572,0,125,366.5069999999999,223
2684451,IJ-044,SA02938,787,18,0,3,PC,N-142/67,7.6499999999999995,27094,590,0,128,374.15699999999987,222
2684451,IJ-044,SA02938,319,2,0,3,PC,N-142/67,3.892,27413,592,0,131,378.04899999999986,221
2685583,IJ-044,SA18476,618,5,0,5,PC,N-142/67,2.6180000000000003,28031,597,0,136,380.66699999999986,220
2685583,IJ-044,SA18476,675,16,0,5,PC,N-142/67,7.191,28706,613,0,141,387.85799999999983,219
2685610,IJ-044,SA01974,57,8,0,1,PC,N148/18,2.82,28763,621,0,142,390.6779999999998,217
2685610,IJ-044,SA01974,755,11,0,3,PC,N148/18,8.459999999999999,29518,632,0,145,399.1379999999998,216
2685610,IJ-044,SA01974,731,14,0,3,PC,N148/18,8.459999999999999,30249,646,0,148,407.5979999999998,215
2685610,IJ-044,SA01974,930,1,0,3,PC,N148/18,8.459999999999999,31179,647,0,151,416.05799999999977,214
2685803,IJ-044,SA02910,1070,22,0,3,PC,N148/18,1.8599999999999999,32249,669,0,154,417.9179999999998,213
2685767,IJ-044,SA03682,763,19,0,3,PC,N148/18,18.0,33012,688,0,157,435.9179999999998,212
2685767,IJ-044,SA03682,619,11,0,3,PC,N148/18,18.0,33631,699,0,160,453.9179999999998,209
2685767,IJ-044,SA03682,800,10,0,4,PC,N148/18,17.1,34431,709,0,164,471.0179999999998,208
2684451,IJ-044,SA02938,1017,13,0,4,PC,N-142/67,10.2,35448,722,0,168,481.2179999999998,207
2684451,IJ-044,SA02938,402,6,0,2,PC,N-142/67,5.1,35850,728,0,170,486.3179999999998,202
2684451,IJ-044,SA02938,810,9,0,3,PC,N-142/67,7.6499999999999995,36660,737,0,173,493.9679999999998,201
2684451,IJ-044,SA02938,475,17,0,8,PC,N-142/67,37.851,37135,754,0,181,531.8189999999997,200
2686201,IJ-044,SA04416,633,16,0,3,PC,P212/1,15.129000000000001,37768,770,0,184,546.9479999999998,199
2686201,IJ-044,SA04416,617,15,0,5,PC,P212/1,25.215,38385,785,0,189,572.1629999999998,198
2686201,IJ-044,SA04416,481,14,0,3,PC,P212/1,15.129000000000001,38866,799,0,192,587.2919999999998,197
2686201,IJ-044,SA04416,86,7,0,1,PC,P212/1,5.043,38952,806,0,193,592.3349999999998,196
2686201,IJ-044,SA04416,665,8,0,3,PC,P212/1,15.129000000000001,39617,814,0,196,607.4639999999998,195
2686201,IJ-044,SA04416,697,5,0,3,PC,P212/1,15.129000000000001,40314,819,0,199,622.5929999999998,194
2686201,IJ-044,SA04416,281,0,0,2,PC,P212/1,10.086,40595,819,0,201,632.6789999999999,193
2686201,IJ-044,SA04416,801,9,0,3,PC,P212/1,15.129000000000001,41396,828,0,204,647.8079999999999,192
2686201,IJ-044,SA04416,780,3,0,3,PC,P212/1,15.129000000000001,42176,831,0,207,662.9369999999999,191
2686201,IJ-044,SA04416,2,0,0,1,PC,P212/1,5.043,42178,831,0,208,667.9799999999999,189
2686773,IJ-044,SA07337,229,21,0,3,PC,F420/306,22.509,42407,852,0,211,690.4889999999999,188
2686773,IJ-044,SA07337,420,16,0,3,PC,F420/306,26.199,42827,868,0,214,716.6879999999999,187
2686773,IJ-044,SA07337,718,11,0,3,PC,F420/306,26.199,43545,879,0,217,742.8869999999998,186
2686201,IJ-044,SA04416,496,25,0,4,PC,P212/1,23.862000000000002,44041,904,0,221,766.7489999999998,185
2686201,IJ-044,SA04416,863,1,0,3,PC,P212/1,15.129000000000001,44904,905,0,224,781.8779999999998,184
2686201,IJ-044,SA04416,564,6,0,2,PC,P212/1,10.086,45468,911,0,226,791.9639999999998,183
2686201,IJ-044,SA04416,145,2,0,1,PC,P212/1,5.043,45613,913,0,227,797.0069999999998,182
2686201,IJ-044,SA04416,869,5,0,3,PC,P212/1,15.129000000000001,46482,918,0,230,812.1359999999999,181
2686201,IJ-044,SA04416,706,3,0,3,PC,P212/1,15.129000000000001,47188,921,0,233,827.2649999999999,180
2686201,IJ-044,SA04416,873,8,0,3,PC,P212/1,15.129000000000001,48061,929,0,236,842.3939999999999,179
2686201,IJ-044,SA04416,868,1,0,3,PC,P212/1,15.129000000000001,48929,930,0,239,857.5229999999999,178
2686201,IJ-044,SA04416,813,10,0,3,PC,P212/1,22.589,49742,940,0,242,880.1119999999999,177
2687844,IJ-044,SA04417,330,7,0,2,PC,F420/306,17.546,50072,947,0,244,897.6579999999999,174
2687845,IJ-044,SA04416,1382,5,0,2,PC,P212/1,10.086,51454,952,0,246,907.7439999999999,173
2687845,IJ-044,SA04416,665,3,0,3,PC,P212/1,15.129000000000001,52119,955,0,249,922.8729999999999,172
2687845,IJ-044,SA04416,871,4,0,3,PC,P212/1,15.129000000000001,52990,959,0,252,938.002,171
2687845,IJ-044,SA04416,717,4,0,3,PC,P212/1,15.129000000000001,53707,963,0,255,953.131,170
2686826,IJ-044,SA02583,149,1,0,1,PC,F403/32,6.76,53856,964,0,256,959.891,168
2686826,IJ-044,SA02583,58,0,0,2,PC,F403/32,11.803,53914,964,0,258,971.694,167
2686826,IJ-044,SA02583,22,0,0,1,PC,F403/32,6.76,53936,964,0,259,978.454,166
2686826,IJ-044,SA02583,26,0,0,2,PC,F403/32,13.52,53962,964,0,261,991.9739999999999,165
2686826,IJ-044,SA02583,21,0,0,2,PC,F403/32,13.52,53983,964,0,263,1005.4939999999999,164
2689104,IJ-044,SA04416,58,20,0,3,PC,P212/1,15.129000000000001,54041,984,0,266,1020.6229999999999,163
2689104,IJ-044,SA04416,1,0,0,1,PC,P212/1,5.043,54042,984,0,267,1025.666,161
2689104,IJ-044,SA04416,718,22,0,3,PC,P212/1,15.129000000000001,54760,1006,0,270,1040.7949999999998,160
2689104,IJ-044,SA04416,414,26,0,3,PC,P212/1,15.129000000000001,55174,1032,0,273,1055.9239999999998,159
2689104,IJ-044,SA04416,556,4,0,3,PC,P212/1,15.129000000000001,55730,1036,0,276,1071.0529999999997,158
2689104,IJ-044,SA04416,25,0,0,2,PC,P212/1,10.086,55755,1036,0,278,1081.1389999999997,157
2689149,IJ-044,SA07337,45,0,0,2,PC,F420/306,17.466,55800,1036,0,280,1098.6049999999996,156
2689149,IJ-044,SA07337,258,18,0,2,PC,F420/306,17.466,56058,1054,0,282,1116.0709999999995,152
