Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2670256,IJ-164,sa13017,66,30,0,1,PC,F420/134,1.26,66,30,0,1,1.26,371
2670248,IJ-164,15838,885,52,0,3,PC, F420/134,6.069999999999999,951,82,0,4,7.329999999999999,370
2670248,IJ-164,15838,795,7,0,4,PC, F420/134,6.185,1746,89,0,8,13.514999999999999,369
2670256,IJ-164,sa13017,1063,6,0,3,PC,F420/134,3.7800000000000002,2809,95,0,11,17.294999999999998,368
2670256,IJ-164,sa13017,1015,7,0,3,PC,F420/134,3.7800000000000002,3824,102,0,14,21.075,367
2670256,IJ-164,sa13017,931,14,0,3,PC,F420/134,3.7800000000000002,4755,116,0,17,24.855,366
2670256,IJ-164,sa13017,638,1,0,2,PC,F420/134,2.52,5393,117,0,19,27.375,365
2670256,IJ-164,sa13017,248,3,0,1,PC,F420/134,1.26,5641,120,0,20,28.635,364
2670836,IJ-164,SA13760,615,32,0,5,PC,F424/64,24.88,6256,152,0,25,53.515,363
2670992,IJ-164,15840,507,53,0,6,PC,F420/191,37.86,6763,205,0,31,91.375,362
2670294,IJ-164,SA17337,667,80,0,5,PC,F420/134,34.025,7430,285,0,36,125.4,361
2670294,IJ-164,SA17337,274,7,0,1,PC,F420/134,7.135,7704,292,0,37,132.535,360
2670294,IJ-164,SA17337,-8,8,0,1,PC,F420/134,7.135,7696,300,0,38,139.67,359
2670294,IJ-164,SA17337,-4,4,0,1,PC,F420/134,7.135,7692,304,0,39,146.80499999999998,358
2670294,IJ-164,SA17337,-6,6,0,1,PC,F420/134,7.135,7686,310,0,40,153.93999999999997,356
2662583,IJ-164,12872,32,0,0,2,PC,F420/134,12.12,7718,310,0,42,166.05999999999997,317
2662583,IJ-164,12872,6,0,0,1,PC,F420/134,6.06,7724,310,0,43,172.11999999999998,316
2662583,IJ-164,12872,21,0,0,1,PC,F420/134,6.06,7745,310,0,44,178.17999999999998,315
2662583,IJ-164,12872,594,0,0,3,PC,F420/134,18.18,8339,310,0,47,196.35999999999999,314
2662583,IJ-164,12872,388,0,0,3,PC,F420/134,18.18,8727,310,0,50,214.54,313
2662583,IJ-164,12872,641,0,0,3,PC,F420/134,19.255,9368,310,0,53,233.795,312
2674512,IJ-164,SA17337,637,17,0,3,PC,F420/134,21.405,10005,327,0,56,255.2,311
2674512,IJ-164,SA17337,766,4,0,3,PC,F420/134,21.405,10771,331,0,59,276.605,310
2674512,IJ-164,SA17337,637,0,0,2,PC,F420/134,14.27,11408,331,0,61,290.875,309
2674512,IJ-164,SA17337,676,28,0,3,PC,F420/134,21.405,12084,359,0,64,312.28,307
2674517,IJ-164,17395,759,12,0,4,PC,N144/83,5.4,12843,371,0,68,317.67999999999995,306
2674517,IJ-164,17395,449,65,0,4,PC,N144/83,8.0,13292,436,0,72,325.67999999999995,305
2675907,IJ-164,SA18390,549,18,0,4,PC, F420/134,10.11,13841,454,0,76,335.78999999999996,304
2674507,IJ-164,15838,473,127,0,4,PC, F420/134,9.62,14314,581,0,80,345.40999999999997,303
