Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2671237,IJ-138,SA25695,134,25,0,3,PC,P250/14,8.571000000000002,134,25,0,3,8.571000000000002,363
2670348,IJ-138,SA25673,652,90,0,4,PC,P250/14,16.057000000000002,786,115,0,7,24.628000000000004,362
2671344,IJ-138,SA15239,152,21,0,3,PC,P250/14,5.372,938,136,0,10,30.000000000000004,361
2671344,IJ-138,SA15239,38,18,0,1,PC,P250/14,0.486,976,154,0,11,30.486000000000004,360
2671344,IJ-138,SA15239,639,24,0,3,PC,P250/14,1.458,1615,178,0,14,31.944000000000003,359
2671864,IJ-138,SA05740,829,21,0,5,PC,AC- 70810,8.286,2444,199,0,19,40.230000000000004,358
2671864,IJ-138,SA05740,570,20,0,4,PC,AC- 70810,6.849,3014,219,0,23,47.07900000000001,357
2671865,IJ-138,SA05741,197,11,0,2,PC,AC- 70810,3.266,3211,230,0,25,50.345000000000006,356
2671865,IJ-138,SA05741,814,24,0,3,PC,AC- 70810,4.766,4025,254,0,28,55.111000000000004,355
2671878,IJ-138,SA05739,872,54,0,3,PC,AC- 70810,5.35,4897,308,0,31,60.461000000000006,354
2670880,IJ-138,SA25231,891,58,0,4,PC,P250/14,5.561,5788,366,0,35,66.022,353
2670880,IJ-138,SA25231,935,26,0,4,PC,P250/14,14.112,6723,392,0,39,80.134,352
2666953,IJ-138,SA25229,489,13,0,3,PC,P250/14,5.854,7212,405,0,42,85.988,351
2666953,IJ-138,SA25229,125,15,0,1,PC,P250/14,0.777,7337,420,0,43,86.765,349
2666953,IJ-138,SA25229,729,93,0,3,PC,P250/14,2.331,8066,513,0,46,89.096,348
2666953,IJ-138,SA25229,616,78,0,3,PC,P250/14,2.331,8682,591,0,49,91.427,347
2666953,IJ-138,SA25229,643,42,0,4,PC,P250/14,5.49,9325,633,0,53,96.917,346
2673137,IJ-138,SA25674,442,33,0,4,PC,P250/14,20.238,9767,666,0,57,117.155,345
2672866,IJ-138,SA05213,334,66,0,3,PC,P250/14,7.324,10101,732,0,60,124.479,344
