Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2670243,IJ-152,SA07320,127,41,0,3,PC,P212/1,8.100000000000001,127,41,0,3,8.100000000000001,349
2670243,IJ-152,SA07320,692,70,0,3,PC,P212/1,8.100000000000001,819,111,0,6,16.200000000000003,348
2670243,IJ-152,SA07320,1149,38,0,4,PC,P212/1,3.8850000000000002,1968,149,0,10,20.085000000000004,347
2672052,IJ-152,SA02740,1195,20,0,4,PC,P250/14,1.52,3163,169,0,14,21.605000000000004,346
2671100,IJ-152,SA01898,895,43,0,5,PC,P212/1,9.065,4058,212,0,19,30.67,345
2671100,IJ-152,SA01898,842,72,0,4,PC,P212/1,8.46,4900,284,0,23,39.13,344
2672322,IJ-152,SA07320,6,0,0,1,PC,P212/1,2.7,4906,284,0,24,41.830000000000005,341
2672433,IJ-152,SA05795,3061,203,0,14,PC,P212/1,6.84,7967,487,0,38,48.67,339
2672433,IJ-152,SA05795,3231,87,0,16,PC,P212/1,2.0309999999999997,11198,574,0,54,50.701,338
2673214,IJ-152,SA07538,918,72,0,13,PC,P212/1,2.364,12116,646,0,67,53.065,337
2670147,IJ-152,SA02068,1427,119,0,12,PC,P212/1,1.881,13543,765,0,79,54.946,336
2670147,IJ-152,SA02068,405,23,0,4,PC,P212/1,0.645,13948,788,0,83,55.591,335
2670147,IJ-152,SA02068,2846,174,0,16,PC,P212/1,2.58,16794,962,0,99,58.171,334
2670147,IJ-152,SA02068,2788,131,0,20,PC,P212/1,2.325,19582,1093,0,119,60.496,333
2673328,IJ-152,SA02005,2804,77,0,12,PC,P250/14,1.08,22386,1170,0,131,61.576,332
2673612,IJ-152,SA01764,1325,58,0,5,PC,N148/18,1.06,23711,1228,0,136,62.636,331
2673612,IJ-152,SA01764,180,0,0,2,PC,N148/18,1.06,23891,1228,0,138,63.696000000000005,329
2673612,IJ-152,SA01764,284,45,0,3,PC,N148/18,1.59,24175,1273,0,141,65.286,328
2673612,IJ-152,SA01764,977,49,0,3,PC,N148/18,1.59,25152,1322,0,144,66.876,327
2673612,IJ-152,SA01764,905,43,0,4,PC,N148/18,2.12,26057,1365,0,148,68.99600000000001,326
2673612,IJ-152,SA01764,1281,13,0,4,PC,N148/18,2.63,27338,1378,0,152,71.626,325
2673846,IJ-152,SA08457,785,20,0,4,PC,P212/1,3.589,28123,1398,0,156,75.215,324
2674062,IJ-152,SA05965,153,50,0,3,PC,F424/40,2.607,28276,1448,0,159,77.822,321
2674062,IJ-152,SA05965,885,110,0,4,PC,F424/40,2.692,29161,1558,0,163,80.51400000000001,320
2673173,IJ-152,SA02845,1079,39,0,4,PC,F420/293,4.034,30240,1597,0,167,84.54800000000002,319
2674194,IJ-152,SA05907,1159,19,0,5,PC,F424/40,3.909,31399,1616,0,172,88.45700000000002,318
2673847,IJ-152,SA05253,432,43,0,7,PC,F420/191,9.675,31831,1659,0,179,98.13200000000002,317
2673847,IJ-152,SA05253,494,87,0,5,PC,F420/191,4.025,32325,1746,0,184,102.15700000000002,316
2673847,IJ-152,SA05253,801,47,0,5,PC,F420/191,5.639,33126,1793,0,189,107.79600000000002,312
2674562,IJ-152,SA05954,46,25,0,1,PC,F424/40 ,0.604,33172,1818,0,190,108.40000000000002,311
2674562,IJ-152,SA05954,67,0,0,1,PC,F424/40 ,0.604,33239,1818,0,191,109.00400000000002,309
2674562,IJ-152,SA05954,4,0,0,1,PC,F424/40 ,0.604,33243,1818,0,192,109.60800000000002,308
2674562,IJ-152,SA05954,320,1,0,3,PC,F424/40 ,1.8119999999999998,33563,1819,0,195,111.42000000000002,307
2675362,IJ-152,SA02930,813,139,0,4,PC,P212/1,1.804,34376,1958,0,199,113.22400000000002,306
2675362,IJ-152,SA02930,1268,23,0,3,PC,P212/1,1.2000000000000002,35644,1981,0,202,114.42400000000002,305
2675362,IJ-152,SA02930,1175,16,0,4,PC,P212/1,2.45,36819,1997,0,206,116.87400000000002,304
2675437,IJ-152,SA11684,1207,11,0,3,PC,N148/18,3.75,38026,2008,0,209,120.62400000000002,303
2675437,IJ-152,SA11684,523,24,0,3,PC,N148/18,4.414,38549,2032,0,212,125.03800000000003,302
2675363,IJ-152,SA07284,29,0,0,2,PC,P212/1,1.142,38578,2032,0,214,126.18000000000002,301
2675363,IJ-152,SA07284,685,67,0,5,PC,P212/1,5.614,39263,2099,0,219,131.794,299
2675546,IJ-152,SA05874,1074,39,0,4,PC,F420/134,6.607,40337,2138,0,223,138.401,298
2675815,IJ-152,SA05166,855,50,0,5,PC,F403/32,8.433,41192,2188,0,228,146.834,297
2675730,IJ-152,SA05547,1159,32,0,4,PC,F403/32,2.8200000000000003,42351,2220,0,232,149.654,296
2675730,IJ-152,SA05547,1483,11,0,3,PC,F403/32,1.5510000000000002,43834,2231,0,235,151.20499999999998,295
2675730,IJ-152,SA05547,213,14,0,2,PC,F403/32,1.034,44047,2245,0,237,152.23899999999998,294
2675730,IJ-152,SA05547,330,0,0,3,PC,F403/32,1.5510000000000002,44377,2245,0,240,153.78999999999996,293
2675730,IJ-152,SA05547,916,118,0,3,PC,F403/32,1.5510000000000002,45293,2363,0,243,155.34099999999995,292
2675730,IJ-152,SA05547,758,75,0,6,PC,F403/32,4.346,46051,2438,0,249,159.68699999999995,291
2676145,IJ-152,SA02844,1300,10,0,3,PC,F403/32,2.484,47351,2448,0,252,162.17099999999996,290
2676145,IJ-152,SA02844,1336,13,0,3,PC,F403/32,2.484,48687,2461,0,255,164.65499999999997,289
2676145,IJ-152,SA02844,1318,40,0,3,PC,F403/32,2.484,50005,2501,0,258,167.13899999999998,288
2675706,IJ-152,SA01764,990,27,0,2,PC,N148/18,1.06,50995,2528,0,260,168.19899999999998,287
2676145,IJ-152,SA02844,22,3,0,2,PC,F403/32,1.358,51017,2531,0,262,169.557,286
2675008,IJ-152,SA05907,1150,6,0,4,PC,F424/40,2.984,52167,2537,0,266,172.541,285
2675008,IJ-152,SA05907,1492,2,0,3,PC,F424/40,1.5,53659,2539,0,269,174.041,284
2676556,IJ-152,SA05590,1165,64,0,4,PC,F403/32,8.532,54824,2603,0,273,182.573,283
2676556,IJ-152,SA05590,1306,22,0,3,PC,F403/32,7.517999999999999,56130,2625,0,276,190.091,282
2676556,IJ-152,SA05590,1259,11,0,3,PC,F403/32,7.517999999999999,57389,2636,0,279,197.609,281
2676802,IJ-152,SA18474,108,38,0,2,PC,N146/9,5.1,57497,2674,0,281,202.709,279
