Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2670243,IJ-152,SA07320,127,41,0,3,PC,P212/1,8.100000000000001,349
2670243,IJ-152,SA07320,692,70,0,3,PC,P212/1,8.100000000000001,348
2670243,IJ-152,SA07320,1149,38,0,4,PC,P212/1,3.8850000000000002,347
2672052,IJ-152,SA02740,1195,20,0,4,PC,P250/14,1.52,346
2671100,IJ-152,SA01898,895,43,0,5,PC,P212/1,9.065,345
2671100,IJ-152,SA01898,842,72,0,4,PC,P212/1,8.46,344
2672322,IJ-152,SA07320,6,0,0,1,PC,P212/1,2.7,341
2672433,IJ-152,SA05795,3061,203,0,14,PC,P212/1,6.84,339
2672433,IJ-152,SA05795,3231,87,0,16,PC,P212/1,2.0309999999999997,338
2673214,IJ-152,SA07538,918,72,0,13,PC,P212/1,2.364,337
2670147,IJ-152,SA02068,1427,119,0,12,PC,P212/1,1.881,336
2670147,IJ-152,SA02068,405,23,0,4,PC,P212/1,0.645,335
2670147,IJ-152,SA02068,2846,174,0,16,PC,P212/1,2.58,334
2670147,IJ-152,SA02068,2788,131,0,20,PC,P212/1,2.325,333
2673328,IJ-152,SA02005,2804,77,0,12,PC,P250/14,1.08,332
2673612,IJ-152,SA01764,1325,58,0,5,PC,N148/18,1.06,331
2673612,IJ-152,SA01764,180,0,0,2,PC,N148/18,1.06,329
2673612,IJ-152,SA01764,284,45,0,3,PC,N148/18,1.59,328
2673612,IJ-152,SA01764,977,49,0,3,PC,N148/18,1.59,327
2673612,IJ-152,SA01764,905,43,0,4,PC,N148/18,2.12,326
2673612,IJ-152,SA01764,1281,13,0,4,PC,N148/18,2.63,325
2673846,IJ-152,SA08457,785,20,0,4,PC,P212/1,3.589,324
2674062,IJ-152,SA05965,153,50,0,3,PC,F424/40,2.607,321
2674062,IJ-152,SA05965,885,110,0,4,PC,F424/40,2.692,320
2673173,IJ-152,SA02845,1079,39,0,4,PC,F420/293,4.034,319
2674194,IJ-152,SA05907,1159,19,0,5,PC,F424/40,3.909,318
2673847,IJ-152,SA05253,432,43,0,7,PC,F420/191,9.675,317
2673847,IJ-152,SA05253,494,87,0,5,PC,F420/191,4.025,316
2673847,IJ-152,SA05253,801,47,0,5,PC,F420/191,5.639,312
2674562,IJ-152,SA05954,46,25,0,1,PC,F424/40 ,0.604,311
2674562,IJ-152,SA05954,67,0,0,1,PC,F424/40 ,0.604,309
2674562,IJ-152,SA05954,4,0,0,1,PC,F424/40 ,0.604,308
2674562,IJ-152,SA05954,320,1,0,3,PC,F424/40 ,1.8119999999999998,307
2675362,IJ-152,SA02930,813,139,0,4,PC,P212/1,1.804,306
2675362,IJ-152,SA02930,1268,23,0,3,PC,P212/1,1.2000000000000002,305
2675362,IJ-152,SA02930,1175,16,0,4,PC,P212/1,2.45,304
2675437,IJ-152,SA11684,1207,11,0,3,PC,N148/18,3.75,303
2675437,IJ-152,SA11684,523,24,0,3,PC,N148/18,4.414,302
2675363,IJ-152,SA07284,29,0,0,2,PC,P212/1,1.142,301
2675363,IJ-152,SA07284,685,67,0,5,PC,P212/1,5.614,299
2675546,IJ-152,SA05874,1074,39,0,4,PC,F420/134,6.607,298
2675815,IJ-152,SA05166,855,50,0,5,PC,F403/32,8.433,297
2675730,IJ-152,SA05547,1159,32,0,4,PC,F403/32,2.8200000000000003,296
2675730,IJ-152,SA05547,1483,11,0,3,PC,F403/32,1.5510000000000002,295
2675730,IJ-152,SA05547,213,14,0,2,PC,F403/32,1.034,294
2675730,IJ-152,SA05547,330,0,0,3,PC,F403/32,1.5510000000000002,293
2675730,IJ-152,SA05547,916,118,0,3,PC,F403/32,1.5510000000000002,292
2675730,IJ-152,SA05547,758,75,0,6,PC,F403/32,4.346,291
2676145,IJ-152,SA02844,1300,10,0,3,PC,F403/32,2.484,290
2676145,IJ-152,SA02844,1336,13,0,3,PC,F403/32,2.484,289
2676145,IJ-152,SA02844,1318,40,0,3,PC,F403/32,2.484,288
2675706,IJ-152,SA01764,990,27,0,2,PC,N148/18,1.06,287
2676145,IJ-152,SA02844,22,3,0,2,PC,F403/32,1.358,286
2675008,IJ-152,SA05907,1150,6,0,4,PC,F424/40,2.984,285
2675008,IJ-152,SA05907,1492,2,0,3,PC,F424/40,1.5,284
2676556,IJ-152,SA05590,1165,64,0,4,PC,F403/32,8.532,283
2676556,IJ-152,SA05590,1306,22,0,3,PC,F403/32,7.517999999999999,282
2676556,IJ-152,SA05590,1259,11,0,3,PC,F403/32,7.517999999999999,281
2676802,IJ-152,SA18474,108,38,0,2,PC,N146/9,5.1,279
2676802,IJ-152,SA18474,1016,37,0,4,PC,N146/9,6.02,278
2677228,IJ-152,SA05688,1470,1,0,3,PC,F420/191,1.3800000000000001,277
2677228,IJ-152,SA05688,1271,9,0,3,PC,F420/191,1.3800000000000001,276
2677228,IJ-152,SA05688,1384,17,0,14,PC,F420/191,3.06,275
2677464,IJ-152,SA05073,193,15,0,3,PC,F420/191,1.9500000000000002,272
2677464,IJ-152,SA05073,1052,50,0,3,PC,F420/191,1.9500000000000002,271
2677464,IJ-152,SA05073,1419,13,0,3,PC,F420/191,1.9500000000000002,270
2677464,IJ-152,SA05073,947,34,0,3,PC,F420/191,1.9500000000000002,269
2677464,IJ-152,SA05073,1427,3,0,3,PC,F420/191,1.9500000000000002,268
2677812,IJ-152,SA07538,1024,41,0,4,PC,P212/1,2.423,267
2677812,IJ-152,SA07538,169,24,0,2,PC,P212/1,1.182,265
2677812,IJ-152,SA07538,929,61,0,4,PC,P212/1,2.312,264
2677845,IJ-152,SA07539,1298,26,0,3,PC,P212/1,1.6949999999999998,263
2677960,IJ-152,SA02068,995,39,0,4,PC,P212/1,2.58,262
2677960,IJ-152,SA02068,847,70,0,3,PC,P212/1,1.935,261
2677960,IJ-152,SA02068,746,60,0,3,PC,P212/1,1.935,260
2678093,IJ-152,SA07284,609,52,0,2,PC,P212/1,1.142,259
2678093,IJ-152,SA07284,148,6,0,2,PC,P212/1,1.142,258
