Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2670320,IJ-136,15911,15,0,0,1,PC,FP75614/56,1.895,433
2670320,IJ-136,15911,201,0,0,1,PC,FP75614/56,1.895,432
2670320,IJ-136,15911,277,1,0,1,PC,FP75614/56,1.895,432
2670320,IJ-136,15911,283,23,0,1,PC,FP75614/56,1.895,432
2670320,IJ-136,15911,203,0,0,1,PC,FP75614/56,1.895,431
2670320,IJ-136,15911,315,0,0,1,PC,FP75614/56,1.895,431
2670320,IJ-136,15911,81,11,0,1,PC,FP75614/56,1.895,431
2670320,IJ-136,15911,210,0,0,1,PC,FP75614/56,1.895,430
2670320,IJ-136,15911,282,6,0,1,PC,FP75614/56,1.895,430
2670320,IJ-136,15911,316,5,0,1,PC,FP75614/56,1.895,430
2670320,IJ-136,15911,221,0,0,1,PC,FP75614/56,1.895,429
2670320,IJ-136,15911,275,8,0,1,PC,FP75614/56,1.895,429
2670320,IJ-136,15911,378,7,0,1,PC,FP75614/56,1.895,429
2670320,IJ-136,15911,212,0,0,1,PC,FP75614/56,1.895,428
2670320,IJ-136,15911,256,9,0,1,PC,FP75614/56,1.895,428
2670320,IJ-136,15911,319,20,0,1,PC,FP75614/56,1.895,428
2670320,IJ-136,15911,228,0,0,1,PC,FP75614/56,1.895,427
2670320,IJ-136,15911,99,0,0,1,PC,FP75614/56,1.895,426
2670320,IJ-136,15911,2,0,0,1,PC,FP75614/56,1.895,426
2670320,IJ-136,15911,1,0,0,1,PC,FP75614/56,1.895,426
2670320,IJ-136,15911,194,0,0,1,PC,FP75614/56,1.895,425
2670320,IJ-136,15911,255,13,0,1,PC,FP75614/56,1.895,425
2670320,IJ-136,15911,417,10,0,1,PC,FP75614/56,1.895,425
2670320,IJ-136,15911,164,0,0,1,PC,FP75614/56,1.895,424
2670320,IJ-136,15911,259,8,0,1,PC,FP75614/56,1.895,424
2670320,IJ-136,15911,510,24,0,1,PC,FP75614/56,1.895,424
2670320,IJ-136,15911,236,0,0,1,PC,FP75614/56,1.895,423
2670320,IJ-136,15911,330,6,0,1,PC,FP75614/56,1.895,423
2670320,IJ-136,15911,371,16,0,1,PC,FP75614/56,1.895,423
2670320,IJ-136,15911,235,0,0,1,PC,FP75614/56,1.895,422
2670320,IJ-136,15911,227,31,0,1,PC,FP75614/56,1.895,422
2670320,IJ-136,15911,313,29,0,1,PC,FP75614/56,1.895,422
2670320,IJ-136,15911,158,0,0,1,PC,FP75614/56,1.895,421
2670320,IJ-136,15911,294,12,0,1,PC,FP75614/56,1.895,421
2670320,IJ-136,15911,159,34,0,1,PC,FP75614/56,1.895,421
2670320,IJ-136,15911,243,6,0,1,PC,FP75614/56,1.895,420
2670320,IJ-136,15911,245,11,0,1,PC,FP75614/56,1.895,420
2670320,IJ-136,15911,191,0,0,1,PC,FP75614/56,1.895,419
2670124,IJ-136,15910,17,0,0,1,PC,FP75614/49,0.48,418
2670124,IJ-136,15910,5,0,0,1,PC,FP75614/49,0.48,418
2670124,IJ-136,15910,122,18,0,1,PC,FP75614/49,0.48,418
2670320,IJ-136,15911,186,0,0,1,PC,FP75614/56,1.895,418
2670320,IJ-136,15911,4,0,0,1,PC,FP75614/56,1.895,418
2670320,IJ-136,15911,13,0,0,1,PC,FP75614/56,1.895,418
2670320,IJ-136,15911,255,0,0,1,PC,FP75614/56,1.895,417
2670320,IJ-136,15911,311,5,0,1,PC,FP75614/56,1.895,417
2670320,IJ-136,15911,285,10,0,1,PC,FP75614/56,1.895,417
2670320,IJ-136,15911,189,0,0,1,PC,FP75614/56,1.895,416
2670320,IJ-136,15911,355,0,0,1,PC,FP75614/56,1.895,416
2670320,IJ-136,15911,323,26,0,1,PC,FP75614/56,1.895,416
2670320,IJ-136,15911,207,0,0,1,PC,FP75614/56,1.895,415
2670320,IJ-136,15911,204,0,0,1,PC,FP75614/56,1.895,415
2670320,IJ-136,15911,200,17,0,1,PC,FP75614/56,1.895,415
2670320,IJ-136,15911,214,0,0,1,PC,FP75614/56,1.895,414
2670320,IJ-136,15911,347,5,0,1,PC,FP75614/56,1.895,414
2670320,IJ-136,15911,393,5,0,1,PC,FP75614/56,1.895,414
2670320,IJ-136,15911,222,3,0,1,PC,FP75614/56,1.895,413
2670320,IJ-136,15911,148,0,0,1,PC,FP75614/56,1.895,412
2670320,IJ-136,15911,81,0,0,1,PC,FP75614/56,1.895,411
2670320,IJ-136,15911,342,6,0,1,PC,FP75614/56,1.895,411
2670320,IJ-136,15911,251,29,0,1,PC,FP75614/56,1.895,411
2672504,IJ-136,15911,258,0,0,1,PC,FP75614/56,1.895,410
2672504,IJ-136,15911,311,8,0,1,PC,FP75614/56,1.895,410
2672504,IJ-136,15911,9,0,0,1,PC,FP75614/56,1.895,410
2672504,IJ-136,15911,360,1,0,1,PC,FP75614/56,1.895,410
2672504,IJ-136,15911,164,0,0,1,PC,FP75614/56,1.895,409
2672504,IJ-136,15911,266,0,0,1,PC,FP75614/56,1.895,409
2672504,IJ-136,15911,370,1,0,1,PC,FP75614/56,1.895,409
2672504,IJ-136,15911,234,0,0,1,PC,FP75614/56,1.895,408
2672504,IJ-136,15911,221,3,0,1,PC,FP75614/56,1.895,408
2672504,IJ-136,15911,425,3,0,1,PC,FP75614/56,1.895,408
2672504,IJ-136,15911,222,0,0,1,PC,FP75614/56,1.895,407
