Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2657836,IJ-132,12989,13618,422,0,72,PC,N144/85,0.585,13618,422,0,72,0.585,396
2657836,IJ-132,12989,12006,474,0,72,PC,N144/85,0.585,25624,896,0,144,1.17,395
2657836,IJ-132,12989,7554,318,0,96,PC,N144/85,0.78,33178,1214,0,240,1.95,394
2657836,IJ-132,12989,7157,283,0,48,PC,N144/85,0.39,40335,1497,0,288,2.34,393
2657836,IJ-132,12989,1680,0,0,24,PC,N144/85,0.195,42015,1497,0,312,2.5349999999999997,392
2657836,IJ-132,12989,13611,356,0,72,PC,N144/85,0.585,55626,1853,0,384,3.1199999999999997,391
2657836,IJ-132,12989,15143,433,0,72,PC,N144/85,0.585,70769,2286,0,456,3.7049999999999996,390
2657836,IJ-132,12989,14025,303,0,72,PC,N144/85,0.585,84794,2589,0,528,4.289999999999999,389
2657836,IJ-132,12989,9908,676,0,72,PC,N144/85,0.585,94702,3265,0,600,4.874999999999999,388
2657836,IJ-132,12989,10704,660,0,72,PC,N144/85,0.585,105406,3925,0,672,5.459999999999999,387
2657836,IJ-132,12989,6224,112,0,48,PC,N144/85,0.39,111630,4037,0,720,5.849999999999999,386
2657836,IJ-132,12989,2136,0,0,24,PC,N144/85,0.195,113766,4037,0,744,6.044999999999999,385
2657836,IJ-132,12989,4631,339,0,48,PC,N144/85,0.39,118397,4376,0,792,6.434999999999999,384
2657836,IJ-132,12989,3480,0,0,48,PC,N144/85,0.39,121877,4376,0,840,6.824999999999998,383
2657836,IJ-132,12989,7919,97,0,72,PC,N144/85,0.585,129796,4473,0,912,7.409999999999998,382
2657836,IJ-132,12989,11201,967,0,96,PC,N144/85,0.78,140997,5440,0,1008,8.189999999999998,381
2667912,IJ-132,12989,9737,1159,0,96,PC,N144/85,0.78,150734,6599,0,1104,8.969999999999997,380
2667912,IJ-132,12989,3596,244,0,48,PC,N144/85,0.39,154330,6843,0,1152,9.359999999999998,379
2667912,IJ-132,12989,1872,0,0,24,PC,N144/85,0.195,156202,6843,0,1176,9.554999999999998,378
2667912,IJ-132,12989,5229,1059,0,48,PC,N144/85,0.39,161431,7902,0,1224,9.944999999999999,377
2667912,IJ-132,12989,5642,670,0,48,PC,N144/85,0.39,167073,8572,0,1272,10.334999999999999,376
2667912,IJ-132,12989,6499,389,0,48,PC,N144/85,0.39,173572,8961,0,1320,10.725,374
2667912,IJ-132,12989,12432,696,0,96,PC,N144/85,0.78,186004,9657,0,1416,11.504999999999999,373
2667912,IJ-132,12989,3876,296,0,24,PC,N144/85,0.195,189880,9953,0,1440,11.7,372
2667912,IJ-132,12989,1464,0,0,24,PC,N144/85,0.195,191344,9953,0,1464,11.895,371
2667912,IJ-132,12989,13000,824,0,72,PC,N144/85,0.585,204344,10777,0,1536,12.48,370
2667912,IJ-132,12989,10363,677,0,72,PC,N144/85,0.585,214707,11454,0,1608,13.065000000000001,369
2667912,IJ-132,12989,11162,982,0,72,PC,N144/85,0.585,225869,12436,0,1680,13.650000000000002,368
2667912,IJ-132,12989,5738,262,0,72,PC,N144/85,0.585,231607,12698,0,1752,14.235000000000003,367
2667912,IJ-132,12989,12488,842,0,72,PC,N144/85,0.585,244095,13540,0,1824,14.820000000000004,366
2667912,IJ-132,12989,3821,307,0,24,PC,N144/85,0.195,247916,13847,0,1848,15.015000000000004,365
2667912,IJ-132,12989,2136,0,0,24,PC,N144/85,0.195,250052,13847,0,1872,15.210000000000004,364
2667912,IJ-132,12989,13096,824,0,72,PC,N144/85,0.585,263148,14671,0,1944,15.795000000000005,363
2667912,IJ-132,12989,7990,602,0,72,PC,N144/85,0.585,271138,15273,0,2016,16.380000000000006,362
2667912,IJ-132,12989,13494,1146,0,72,PC,N144/85,0.585,284632,16419,0,2088,16.965000000000007,361
2667912,IJ-132,12989,13491,909,0,72,PC,N144/85,0.585,298123,17328,0,2160,17.550000000000008,360
2667912,IJ-132,12989,12557,1099,0,72,PC,N144/85,0.585,310680,18427,0,2232,18.13500000000001,359
2667912,IJ-132,12989,4604,196,0,48,PC,N144/85,0.39,315284,18623,0,2280,18.52500000000001,358
2667912,IJ-132,12989,264,0,0,24,PC,N144/85,0.195,315548,18623,0,2304,18.72000000000001,357
2667912,IJ-132,12989,11393,556,0,72,PC,N144/85,0.585,326941,19179,0,2376,19.30500000000001,356
2667912,IJ-132,12989,11786,1006,0,72,PC,N144/85,0.585,338727,20185,0,2448,19.89000000000001,355
2667912,IJ-132,12989,12540,1788,0,72,PC,N144/85,0.585,351267,21973,0,2520,20.475000000000012,354
2667912,IJ-132,12989,13500,948,0,72,PC,N144/85,0.585,364767,22921,0,2592,21.060000000000013,353
2667912,IJ-132,12989,12637,683,0,72,PC,N144/85,0.585,377404,23604,0,2664,21.645000000000014,352
2667912,IJ-132,12989,72,0,0,24,PC,N144/85,0.195,377476,23604,0,2688,21.840000000000014,348
2667912,IJ-132,12989,8227,437,0,72,PC,N144/85,0.585,385703,24041,0,2760,22.425000000000015,347
2667912,IJ-132,12989,7423,617,0,48,PC,N144/85,0.39,393126,24658,0,2808,22.815000000000015,346
2667912,IJ-132,12989,6779,685,0,48,PC,N144/85,0.39,399905,25343,0,2856,23.205000000000016,345
2667912,IJ-132,12989,4458,462,0,48,PC,N144/85,0.39,404363,25805,0,2904,23.595000000000017,344
2667912,IJ-132,12989,1992,0,0,24,PC,N144/85,0.195,406355,25805,0,2928,23.790000000000017,343
2667912,IJ-132,12989,9291,1293,0,72,PC,N144/85,0.585,415646,27098,0,3000,24.375000000000018,342
2667912,IJ-132,12989,7485,723,0,72,PC,N144/85,0.585,423131,27821,0,3072,24.96000000000002,341
2667912,IJ-132,12989,5595,141,0,24,PC,N144/85,0.195,428726,27962,0,3096,25.15500000000002,339
2667912,IJ-132,12989,12113,271,0,72,PC,N144/85,0.585,440839,28233,0,3168,25.74000000000002,338
2667912,IJ-132,12989,9896,372,0,48,PC,N144/85,0.39,450735,28605,0,3216,26.13000000000002,335
2670044,IJ-132,12989,10800,840,0,120,PC,N144/85,0.851,461535,29445,0,3336,26.98100000000002,334
2670044,IJ-132,12989,5505,111,0,48,PC,N144/85,0.39,467040,29556,0,3384,27.37100000000002,332
2670044,IJ-132,12989,11269,515,0,72,PC,N144/85,0.585,478309,30071,0,3456,27.95600000000002,331
2670044,IJ-132,12989,1704,0,0,24,PC,N144/85,0.195,480013,30071,0,3480,28.15100000000002,329
2670044,IJ-132,12989,6174,482,0,48,PC,N144/85,0.39,486187,30553,0,3528,28.54100000000002,328
2670044,IJ-132,12989,7178,454,0,48,PC,N144/85,0.39,493365,31007,0,3576,28.931000000000022,327
2670044,IJ-132,12989,6688,680,0,48,PC,N144/85,0.39,500053,31687,0,3624,29.321000000000023,326
2670044,IJ-132,12989,6076,928,0,48,PC,N144/85,0.39,506129,32615,0,3672,29.711000000000023,325
2670044,IJ-132,12989,2008,152,0,24,PC,N144/85,0.195,508137,32767,0,3696,29.906000000000024,321
2672539,IJ-132,12989,5424,456,0,48,PC,N144/85,0.39,513561,33223,0,3744,30.296000000000024,320
2672219,IJ-132,12989,9894,762,0,96,PC,N144/85,0.78,523455,33985,0,3840,31.076000000000025,319
2672219,IJ-132,12989,6100,620,0,72,PC,N144/85,0.585,529555,34605,0,3912,31.661000000000026,318
2672539,IJ-132,12989,6845,547,0,48,PC,N144/85,0.39,536400,35152,0,3960,32.05100000000002,314
2672539,IJ-132,12989,7312,656,0,48,PC,N144/85,0.39,543712,35808,0,4008,32.441000000000024,313
2672539,IJ-132,12989,7497,519,0,48,PC,N144/85,0.39,551209,36327,0,4056,32.831000000000024,311
2672539,IJ-132,12989,8728,392,0,48,PC,N144/85,0.39,559937,36719,0,4104,33.221000000000025,310
2672539,IJ-132,12989,7164,180,0,48,PC,N144/85,0.39,567101,36899,0,4152,33.611000000000026,309
2672539,IJ-132,12989,11288,424,0,72,PC,N144/85,0.585,578389,37323,0,4224,34.196000000000026,307
2672539,IJ-132,12989,7904,640,0,48,PC,N144/85,0.39,586293,37963,0,4272,34.58600000000003,306
2672539,IJ-132,12989,8430,258,0,48,PC,N144/85,0.39,594723,38221,0,4320,34.97600000000003,305
2672539,IJ-132,12989,7767,369,0,48,PC,N144/85,0.39,602490,38590,0,4368,35.36600000000003,304
2672539,IJ-132,12989,6059,205,0,48,PC,N144/85,0.39,608549,38795,0,4416,35.75600000000003,303
2672539,IJ-132,12989,9776,400,0,72,PC,N144/85,0.585,618325,39195,0,4488,36.34100000000003,300
2672539,IJ-132,12989,7719,993,0,48,PC,N144/85,0.39,626044,40188,0,4536,36.73100000000003,299
2672539,IJ-132,12989,6181,227,0,48,PC,N144/85,0.39,632225,40415,0,4584,37.12100000000003,298
2672539,IJ-132,12989,96,0,0,24,PC,N144/85,0.195,632321,40415,0,4608,37.31600000000003,297
2672539,IJ-132,12989,3905,271,0,48,PC,N144/85,0.39,636226,40686,0,4656,37.70600000000003,296
2672219,IJ-132,12989,8809,719,0,96,PC,N144/85,0.78,645035,41405,0,4752,38.48600000000003,292
2674688,IJ-132,12989,5025,111,0,24,PC,N144/85,0.195,650060,41516,0,4776,38.68100000000003,291
2674688,IJ-132,12989,13927,665,0,72,PC,N144/85,0.585,663987,42181,0,4848,39.266000000000034,290
2674688,IJ-132,12989,11732,772,0,72,PC,N144/85,0.585,675719,42953,0,4920,39.851000000000035,289
2674688,IJ-132,12989,1416,0,0,24,PC,N144/85,0.195,677135,42953,0,4944,40.046000000000035,287
2674688,IJ-132,12989,3408,0,0,48,PC,N144/85,0.39,680543,42953,0,4992,40.436000000000035,286
2674688,IJ-132,12989,12505,1055,0,72,PC,N144/85,0.585,693048,44008,0,5064,41.021000000000036,285
2674688,IJ-132,12989,13020,900,0,72,PC,N144/85,0.585,706068,44908,0,5136,41.60600000000004,284
2674688,IJ-132,12989,11864,640,0,72,PC,N144/85,0.585,717932,45548,0,5208,42.19100000000004,283
2674688,IJ-132,12989,11842,496,0,72,PC,N144/85,0.585,729774,46044,0,5280,42.77600000000004,282
2674688,IJ-132,12989,2395,125,0,24,PC,N144/85,0.195,732169,46169,0,5304,42.97100000000004,281
2674688,IJ-132,12989,10091,527,0,72,PC,N144/85,0.585,742260,46696,0,5376,43.55600000000004,279
2674688,IJ-132,12989,5952,480,0,48,PC,N144/85,0.39,748212,47176,0,5424,43.94600000000004,278
2674688,IJ-132,12989,4999,41,0,48,PC,N144/85,0.39,753211,47217,0,5472,44.33600000000004,277
2674688,IJ-132,12989,13686,666,0,72,PC,N144/85,0.585,766897,47883,0,5544,44.92100000000004,276
2674688,IJ-132,12989,12060,468,0,72,PC,N144/85,0.585,778957,48351,0,5616,45.50600000000004,275
2674688,IJ-132,12989,1392,0,0,24,PC,N144/85,0.195,780349,48351,0,5640,45.70100000000004,273
2674688,IJ-132,12989,11581,851,0,72,PC,N144/85,0.585,791930,49202,0,5712,46.286000000000044,272
2674688,IJ-132,12989,8416,512,0,48,PC,N144/85,0.39,800346,49714,0,5760,46.676000000000045,271
2674688,IJ-132,12989,6183,489,0,48,PC,N144/85,0.39,806529,50203,0,5808,47.066000000000045,270
2674688,IJ-132,12989,6244,140,0,72,PC,N144/85,0.585,812773,50343,0,5880,47.651000000000046,269
2674688,IJ-132,12989,10078,458,0,72,PC,N144/85,0.585,822851,50801,0,5952,48.23600000000005,268
2674688,IJ-132,12989,2294,130,0,24,PC,N144/85,0.195,825145,50931,0,5976,48.43100000000005,267
2674688,IJ-132,12989,10995,285,0,72,PC,N144/85,0.585,836140,51216,0,6048,49.01600000000005,265
2674688,IJ-132,12989,10272,0,0,72,PC,N144/85,0.585,846412,51216,0,6120,49.60100000000005,264
