Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2627213,IJ-119,SA05075,254,0,0,1,PC,MASSA F420/95,1.5,-159
2627213,IJ-119,SA05075,592,8,0,1,PC,MASSA F420/95,1.5,-159
2627213,IJ-119,SA05075,525,0,0,1,PC,MASSA F420/95,1.5,-159
2627213,IJ-119,SA05075,71,0,0,1,PC,MASSA F420/95,1.5,-158
82781401001,IJ-119,80411,474,26,0,1,PC,P250/14,2.223,-528
82781401001,IJ-119,80411,324,0,0,1,PC,P250/14,2.223,-527
82781401001,IJ-119,80411,181,0,0,1,PC,P250/14,2.223,-527
2698509,IJ-119,SA07373,194,3,0,1,PC,F424/40 MARROM,2.33,-107
2698509,IJ-119,SA07373,432,11,0,1,PC,F424/40 MARROM,2.33,-108
2698509,IJ-119,SA07373,374,11,0,1,PC,F424/40 MARROM,2.33,-108
2698509,IJ-119,SA07373,276,6,0,1,PC,F424/40 MARROM,2.33,-108
2698509,IJ-119,SA07373,521,2,0,1,PC,F424/40 MARROM,2.33,-109
2698509,IJ-119,SA07373,379,7,0,1,PC,F424/40 MARROM,2.33,-109
2698509,IJ-119,SA07373,316,1,0,1,PC,F424/40 MARROM,2.33,-109
2698509,IJ-119,SA07373,468,5,0,1,PC,F424/40 MARROM,2.33,-110
2698509,IJ-119,SA07373,423,6,0,1,PC,F424/40 MARROM,2.33,-110
2698509,IJ-119,SA07373,298,9,0,1,PC,F424/40 MARROM,2.33,-110
2698509,IJ-119,SA07373,15,0,0,1,PC,F424/40 MARROM,2.33,-111
2698509,IJ-119,SA07373,524,4,0,1,PC,F424/40 MARROM,2.33,-111
2698509,IJ-119,SA07373,464,12,0,1,PC,F424/40 MARROM,2.33,-111
2698509,IJ-119,SA07373,285,1,0,1,PC,F424/40 MARROM,2.33,-111
2698509,IJ-119,SA07373,370,3,0,1,PC,F424/40 MARROM,2.33,-112
2698509,IJ-119,SA07373,360,0,0,1,PC,F424/40 MARROM,2.33,-112
2698509,IJ-119,SA07373,295,0,0,1,PC,F424/40 MARROM,2.33,-115
2698523,IJ-119,SA22836,29,0,0,1,PC,F424/50,0.721,-107
