Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2697140,IJ-132,12989,6243,69,0,72,PC,N144/85,0.585,6243,69,0,72,0.585,-99
2697140,IJ-132,12989,5280,0,0,48,PC,N144/85,0.39,11523,69,0,120,0.975,-100
2697140,IJ-132,12989,11795,133,0,72,PC,N144/85,0.585,23318,202,0,192,1.56,-101
2697140,IJ-132,12989,6936,0,0,72,PC,N144/85,0.585,30254,202,0,264,2.145,-102
2697140,IJ-132,12989,7372,140,0,72,PC,N144/85,0.585,37626,342,0,336,2.73,-103
2697140,IJ-132,12989,8350,26,0,72,PC,N144/85,0.585,45976,368,0,408,3.315,-106
2699184,IJ-132,12989,14773,107,0,96,PC,N144/85,0.78,60749,475,0,504,4.095,-107
2699184,IJ-132,12989,14908,116,0,72,PC,N144/85,0.585,75657,591,0,576,4.68,-108
2699184,IJ-132,12989,12335,193,0,72,PC,N144/85,0.585,87992,784,0,648,5.265,-109
2699184,IJ-132,12989,13742,274,0,72,PC,N144/85,0.585,101734,1058,0,720,5.85,-110
2699184,IJ-132,12989,576,0,0,24,PC,N144/85,0.195,102310,1058,0,744,6.045,-112
2699184,IJ-132,12989,3649,47,0,72,PC,N144/85,0.585,105959,1105,0,816,6.63,-113
2699184,IJ-132,12989,14495,97,0,72,PC,N144/85,0.585,120454,1202,0,888,7.215,-114
2699184,IJ-132,12989,15031,89,0,72,PC,N144/85,0.585,135485,1291,0,960,7.8,-115
2699184,IJ-132,12989,13664,160,0,72,PC,N144/85,0.585,149149,1451,0,1032,8.385,-116
2699184,IJ-132,12989,15428,260,0,96,PC,N144/85,0.78,164577,1711,0,1128,9.165,-117
2699184,IJ-132,12989,7894,386,0,48,PC,N144/85,0.39,172471,2097,0,1176,9.555,-118
2699184,IJ-132,12989,2160,0,0,24,PC,N144/85,0.195,174631,2097,0,1200,9.75,-119
2699184,IJ-132,12989,8505,207,0,72,PC,N144/85,0.585,183136,2304,0,1272,10.335,-120
2699184,IJ-132,12989,7454,130,0,48,PC,N144/85,0.39,190590,2434,0,1320,10.725000000000001,-121
2699184,IJ-132,12989,7254,18,0,72,PC,N144/85,0.585,197844,2452,0,1392,11.310000000000002,-123
2699184,IJ-132,12989,15161,223,0,72,PC,N144/85,0.585,213005,2675,0,1464,11.895000000000003,-124
2699184,IJ-132,12989,2520,24,0,24,PC,N144/85,0.195,215525,2699,0,1488,12.090000000000003,-126
2699184,IJ-132,12989,12952,128,0,72,PC,N144/85,0.585,228477,2827,0,1560,12.675000000000004,-127
2699184,IJ-132,12989,14858,286,0,72,PC,N144/85,0.585,243335,3113,0,1632,13.260000000000005,-128
2699184,IJ-132,12989,15794,257,0,72,PC,N144/85,0.585,259129,3370,0,1704,13.845000000000006,-129
