Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2697088,IJ-137,SA05003,12,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-72
2697088,IJ-137,SA05003,1328,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-72
2697088,IJ-137,SA05003,4,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-72
2697088,IJ-137,SA05003,2383,65,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-73
2697088,IJ-137,SA05003,2258,42,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-73
2697088,IJ-137,SA05003,20,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-73
2697088,IJ-137,SA05003,4,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-74
2697088,IJ-137,SA05003,1781,35,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-75
2697088,IJ-137,SA05003,2205,55,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-75
2697088,IJ-137,SA05003,1400,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-75
2697088,IJ-137,SA05003,160,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-76
2697088,IJ-137,SA05003,1947,29,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-76
2697088,IJ-137,SA05003,1308,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-77
2697088,IJ-137,SA05003,916,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-78
2697088,IJ-137,SA05003,484,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,0.339,-71
2698616,IJ-137,SA05658,484,0,0,4,PC,MASSA S315/1 DIAM CORDÃO 8MM SEM R 0345,0.411,-71
2698616,IJ-137,SA05658,2244,156,0,4,PC,MASSA S315/1 DIAM CORDÃO 8MM SEM R 0345,0.411,-71
2698616,IJ-137,SA05658,1860,0,0,4,PC,MASSA S315/1 DIAM CORDÃO 8MM SEM R 0345,0.411,-71
2698616,IJ-137,SA05658,12,0,0,4,PC,MASSA S315/1 DIAM CORDÃO 8MM SEM R 0345,0.411,-71
2698616,IJ-137,SA05658,1728,0,0,4,PC,MASSA S315/1 DIAM CORDÃO 8MM SEM R 0345,0.411,-72
