Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2695293,IJ-164,SA17337,244,36,0,3,PC,MASSA F420/134,21.405,244,36,0,3,21.405,-71
2695293,IJ-164,SA17337,460,64,0,3,PC,MASSA F420/134,21.405,704,100,0,6,42.81,-72
2695293,IJ-164,SA17337,609,48,0,3,PC,MASSA F420/134,21.405,1313,148,0,9,64.215,-73
2695293,IJ-164,SA17337,570,17,0,3,PC,MASSA F420/134,21.405,1883,165,0,12,85.62,-74
2695293,IJ-164,SA17337,350,27,0,3,PC,MASSA F420/134,21.405,2233,192,0,15,107.025,-75
2695293,IJ-164,SA17337,509,15,0,2,PC,MASSA F420/134,14.27,2742,207,0,17,121.295,-76
2695293,IJ-164,SA17337,43,0,0,1,PC,MASSA F420/134,7.135,2785,207,0,18,128.43,-77
2695293,IJ-164,SA17337,140,27,0,1,PC,MASSA F420/134,7.135,2925,234,0,19,135.565,-78
2695293,IJ-164,SA17337,597,23,0,3,PC,MASSA F420/134,21.405,3522,257,0,22,156.97,-79
2695293,IJ-164,SA17337,693,68,0,3,PC,MASSA F420/134,21.405,4215,325,0,25,178.375,-80
2699164,IJ-164,SA17337,639,45,0,3,PC,MASSA F420/134,21.405,4854,370,0,28,199.78,-81
2699139,IJ-164,18339,452,35,0,3,PC,N-142/44,15.651,5306,405,0,31,215.431,-82
2699139,IJ-164,18339,45,0,0,2,PC,N-142/44,2.762,5351,405,0,33,218.193,-83
2699139,IJ-164,18339,757,16,0,3,PC,N-142/44,4.143,6108,421,0,36,222.336,-85
2699139,IJ-164,18339,810,16,0,3,PC,N-142/44,4.143,6918,437,0,39,226.479,-86
2699139,IJ-164,18339,971,19,0,3,PC,N-142/44,4.143,7889,456,0,42,230.622,-87
2699130,IJ-164,SA13760,422,8,0,3,PC,F424/64,12.381,8311,464,0,45,243.00300000000001,-88
2699130,IJ-164,SA13760,604,10,0,3,PC,F424/64,16.5,8915,474,0,48,259.50300000000004,-89
2699128,IJ-164,sa13017,390,23,0,3,PC,MASSA F420/134,8.02,9305,497,0,51,267.523,-90
2699128,IJ-164,sa13017,77,1,0,1,PC,MASSA F420/134,1.26,9382,498,0,52,268.783,-91
2699128,IJ-164,sa13017,533,19,0,4,PC,MASSA F420/134,5.4030000000000005,9915,517,0,56,274.18600000000004,-92
2699140,IJ-164,18339,656,39,0,3,PC,N-142/44,4.143,10571,556,0,59,278.329,-93
2699140,IJ-164,18339,884,19,0,4,PC,N-142/44,5.524,11455,575,0,63,283.853,-94
2699123,IJ-164,SA12484,976,17,0,5,PC,N-142/44,6.781000000000001,12431,592,0,68,290.634,-95
2699123,IJ-164,SA12484,1041,8,0,3,PC,N-142/44,4.050000000000001,13472,600,0,71,294.684,-96
2699123,IJ-164,SA12484,719,5,0,2,PC,N-142/44,2.7,14191,605,0,73,297.384,-97
2699123,IJ-164,SA12484,134,2,0,1,PC,N-142/44,1.35,14325,607,0,74,298.73400000000004,-98
2699139,IJ-164,18339,631,5,0,4,PC,N-142/44,5.524,14956,612,0,78,304.25800000000004,-99
2699128,IJ-164,sa13017,679,23,0,3,PC,MASSA F420/134,4.022,15635,635,0,81,308.28000000000003,-100
2699128,IJ-164,sa13017,936,37,0,3,PC,MASSA F420/134,3.7800000000000002,16571,672,0,84,312.06,-101
