Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2697563,IJ-044,SA07371,350,10,0,2,PC,F424/85,14.0,350,10,0,2,14.0,-1
2697563,IJ-044,SA07371,478,8,0,2,PC,F424/85,14.0,828,18,0,4,28.0,-2
2697563,IJ-044,SA07371,350,9,0,2,PC,F424/85,14.0,1178,27,0,6,42.0,-3
2697563,IJ-044,SA07371,7,0,0,1,PC,F424/85,7.0,1185,27,0,7,49.0,-4
2697563,IJ-044,SA07371,131,5,0,2,PC,F424/85,14.0,1316,32,0,9,63.0,-5
2697563,IJ-044,SA07371,172,0,0,1,PC,F424/85,7.0,1488,32,0,10,70.0,-6
2697563,IJ-044,SA07371,91,4,0,1,PC,F424/85,7.0,1579,36,0,11,77.0,-7
2699110,IJ-044,SA07371,465,12,0,5,PC,F424/85,35.0,2044,48,0,16,112.0,-8
2699110,IJ-044,SA07371,321,8,0,3,PC,F424/85,21.0,2365,56,0,19,133.0,-9
2699110,IJ-044,SA07371,568,7,0,4,PC,F424/85,24.086,2933,63,0,23,157.086,-10
2699103,IJ-044,SA04416,802,10,0,4,PC,P212/1,20.172,3735,73,0,27,177.258,-11
2699103,IJ-044,SA04416,838,5,0,4,PC,P212/1,20.172,4573,78,0,31,197.43,-12
2699103,IJ-044,SA04416,536,12,0,2,PC,P212/1,10.086,5109,90,0,33,207.51600000000002,-13
2699103,IJ-044,SA04416,144,2,0,1,PC,P212/1,5.043,5253,92,0,34,212.55900000000003,-14
2699103,IJ-044,SA04416,821,11,0,3,PC,P212/1,15.129000000000001,6074,103,0,37,227.68800000000002,-15
2699103,IJ-044,SA04416,806,15,0,3,PC,P212/1,15.129000000000001,6880,118,0,40,242.817,-16
2699103,IJ-044,SA04416,520,7,0,3,PC,P212/1,17.086,7400,125,0,43,259.903,-17
2699110,IJ-044,SA07371,568,40,0,3,PC,F424/85,21.0,7968,165,0,46,280.903,-18
2699110,IJ-044,SA07371,632,13,0,4,PC,F424/85,28.0,8600,178,0,50,308.903,-19
2699110,IJ-044,SA07371,491,2,0,2,PC,F424/85,14.0,9091,180,0,52,322.903,-20
2699110,IJ-044,SA07371,781,8,0,5,PC,F424/85,27.172,9872,188,0,57,350.07500000000005,-22
2699103,IJ-044,SA04416,820,7,0,3,PC,P212/1,15.129000000000001,10692,195,0,60,365.20400000000006,-23
2699103,IJ-044,SA04416,839,10,0,3,PC,P212/1,15.129000000000001,11531,205,0,63,380.3330000000001,-24
2699109,IJ-044,SA07339,476,7,0,4,PC,MASSA F420/306,23.264000000000003,12007,212,0,67,403.5970000000001,-25
2699109,IJ-044,SA07339,636,5,0,3,PC,MASSA F420/306,19.767000000000003,12643,217,0,70,423.3640000000001,-26
2699109,IJ-044,SA07339,228,12,0,2,PC,MASSA F420/306,13.178,12871,229,0,72,436.5420000000001,-27
2699109,IJ-044,SA07339,151,4,0,1,PC,MASSA F420/306,6.589,13022,233,0,73,443.1310000000001,-28
2699109,IJ-044,SA07339,749,14,0,4,PC,MASSA F420/306,24.810000000000002,13771,247,0,77,467.9410000000001,-29
2699103,IJ-044,SA04416,776,5,0,3,PC,P212/1,15.129000000000001,14547,252,0,80,483.0700000000001,-30
2699103,IJ-044,SA04416,845,9,0,3,PC,P212/1,15.129000000000001,15392,261,0,83,498.1990000000001,-31
2699103,IJ-044,SA04416,750,14,0,3,PC,P212/1,15.129000000000001,16142,275,0,86,513.3280000000001,-32
2699103,IJ-044,SA04416,785,1,0,4,PC,P212/1,20.172,16927,276,0,90,533.5000000000001,-33
2699103,IJ-044,SA04416,550,10,0,2,PC,P212/1,10.086,17477,286,0,92,543.5860000000001,-34
2699103,IJ-044,SA04416,143,4,0,1,PC,P212/1,5.043,17620,290,0,93,548.6290000000001,-35
2701332,IJ-044,SA02973,735,20,0,4,PC,MASSA F420/134,15.886,18355,310,0,97,564.5150000000001,-36
2701332,IJ-044,SA02973,792,2,0,3,PC,MASSA F420/134,8.7,19147,312,0,100,573.2150000000001,-37
2701332,IJ-044,SA02973,657,2,0,3,PC,MASSA F420/134,8.7,19804,314,0,103,581.9150000000002,-38
2701332,IJ-044,SA02973,496,0,0,2,PC,MASSA F420/134,5.8,20300,314,0,105,587.7150000000001,-39
2700997,IJ-044,SA04416,1388,0,0,2,PC,P212/1,10.086,21688,314,0,107,597.8010000000002,-43
2700997,IJ-044,SA04416,2,0,0,1,PC,P212/1,5.043,21690,314,0,108,602.8440000000002,-44
2701439,IJ-044,SA07339,393,7,0,3,PC,MASSA F420/306,18.221,22083,321,0,111,621.0650000000002,-45
2701439,IJ-044,SA07339,608,12,0,3,PC,MASSA F420/306,19.767000000000003,22691,333,0,114,640.8320000000002,-46
2701439,IJ-044,SA07339,820,6,0,5,PC,MASSA F420/306,32.945,23511,339,0,119,673.7770000000003,-47
2701439,IJ-044,SA07339,59,0,0,1,PC,MASSA F420/306,6.589,23570,339,0,120,680.3660000000003,-49
2701439,IJ-044,SA07339,383,2,0,3,PC,MASSA F420/306,19.767000000000003,23953,341,0,123,700.1330000000004,-50
2701439,IJ-044,SA07339,292,0,0,2,PC,MASSA F420/306,13.178,24245,341,0,125,713.3110000000004,-51
2701439,IJ-044,SA07339,803,2,0,3,PC,MASSA F420/306,19.767000000000003,25048,343,0,128,733.0780000000004,-52
2701439,IJ-044,SA07339,663,0,0,2,PC,MASSA F420/306,13.178,25711,343,0,130,746.2560000000004,-53
2701439,IJ-044,SA07339,365,3,0,2,PC,MASSA F420/306,13.178,26076,346,0,132,759.4340000000004,-54
2701438,IJ-044,SA07337,125,0,0,1,PC,MASSA F420/306,8.773,26201,346,0,133,768.2070000000004,-55
2701438,IJ-044,SA07337,431,3,0,3,PC,MASSA F420/306,26.319,26632,349,0,136,794.5260000000004,-57
2701438,IJ-044,SA07337,517,0,0,3,PC,MASSA F420/306,26.319,27149,349,0,139,820.8450000000004,-58
2701438,IJ-044,SA07337,329,17,0,2,PC,MASSA F420/306,17.546,27478,366,0,141,838.3910000000004,-59
2701438,IJ-044,SA07337,28,65,0,3,PC,MASSA F420/306,26.319,27506,431,0,144,864.7100000000004,-61
2700996,IJ-044,SA04417,161,0,0,1,PC,MASSA F420/134,8.773,27667,431,0,145,873.4830000000004,-62
2700996,IJ-044,SA04417,94,4,0,1,PC,MASSA F420/134,8.773,27761,435,0,146,882.2560000000004,-63
2700996,IJ-044,SA04417,493,7,0,2,PC,MASSA F420/134,17.546,28254,442,0,148,899.8020000000005,-64
2700996,IJ-044,SA04417,653,6,0,3,PC,MASSA F420/134,26.319,28907,448,0,151,926.1210000000004,-65
