Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2697825,IJ-152,SA05795,3229,27,0,12,PC,P250/14,1.44,3229,27,0,12,1.44,-79
2697825,IJ-152,SA05795,3091,25,0,12,PC,P250/14,1.44,6320,52,0,24,2.88,-80
2697825,IJ-152,SA05795,3077,19,0,12,PC,P250/14,1.44,9397,71,0,36,4.32,-81
2697825,IJ-152,SA05795,3767,21,0,12,PC,P250/14,1.44,13164,92,0,48,5.76,-82
2697825,IJ-152,SA05795,3158,22,0,12,PC,P250/14,1.44,16322,114,0,60,7.199999999999999,-83
2697825,IJ-152,SA05795,908,0,0,8,PC,P250/14,0.96,17230,114,0,68,8.16,-84
2697825,IJ-152,SA05795,551,5,0,12,PC,P250/14,1.44,17781,119,0,80,9.6,-85
2697825,IJ-152,SA05795,2856,44,0,12,PC,P250/14,1.44,20637,163,0,92,11.04,-86
2697825,IJ-152,SA05795,2769,35,0,12,PC,P250/14,1.44,23406,198,0,104,12.479999999999999,-87
2697825,IJ-152,SA05795,2877,127,0,16,PC,P250/14,1.7149999999999999,26283,325,0,120,14.194999999999999,-88
2699213,IJ-152,SA02005,3133,83,0,12,PC,P250/14,0.8250000000000001,29416,408,0,132,15.019999999999998,-89
2699213,IJ-152,SA02005,2759,117,0,12,PC,P250/14,1.27,32175,525,0,144,16.29,-90
2699835,IJ-152,SA07452,2220,8,0,8,PC,P250/14,1.44,34395,533,0,152,17.73,-91
2699220,IJ-152,SA02068,662,23,0,9,PC,P250/14,2.01,35057,556,0,161,19.740000000000002,-92
2699220,IJ-152,SA02068,2960,80,0,12,PC,P250/14,1.935,38017,636,0,173,21.675,-93
2699220,IJ-152,SA02068,3291,17,0,12,PC,P250/14,1.935,41308,653,0,185,23.61,-94
2699836,IJ-152,SA07453,1994,142,0,12,PC,P250/14,2.355,43302,795,0,197,25.965,-95
2699836,IJ-152,SA07453,2583,125,0,16,PC,P250/14,3.14,45885,920,0,213,29.105,-96
2699836,IJ-152,SA07453,3285,131,0,20,PC,P250/14,1.8450000000000002,49170,1051,0,233,30.95,-97
2700191,IJ-152,SA02009,2192,12,0,8,PC,P250/14,0.53,51362,1063,0,241,31.48,-98
2700191,IJ-152,SA02009,676,0,0,8,PC,P250/14,0.53,52038,1063,0,249,32.01,-99
2699733,IJ-152,SA05664,2359,77,0,12,PC,P250/14,1.6350000000000002,54397,1140,0,261,33.644999999999996,-100
2699733,IJ-152,SA05664,2866,78,0,12,PC,P250/14,1.6350000000000002,57263,1218,0,273,35.279999999999994,-101
2699733,IJ-152,SA05664,2888,48,0,12,PC,P250/14,1.6350000000000002,60151,1266,0,285,36.91499999999999,-102
2699733,IJ-152,SA05664,2775,29,0,12,PC,P250/14,1.6350000000000002,62926,1295,0,297,38.54999999999999,-103
2699733,IJ-152,SA05664,2661,23,0,12,PC,P250/14,1.6350000000000002,65587,1318,0,309,40.18499999999999,-104
2699015,IJ-152,SA05253,148,0,0,9,PC,MASSA F420/191,1.895,65735,1318,0,318,42.07999999999999,-106
2699015,IJ-152,SA05253,1267,10,0,3,PC,MASSA F420/191,2.415,67002,1328,0,321,44.49499999999999,-107
2700685,IJ-152,SA05590,1182,21,0,4,PC,MASSA F420/191,4.920999999999999,68184,1349,0,325,49.41599999999999,-108
2700685,IJ-152,SA05590,1127,29,0,3,PC,MASSA F420/191,7.517999999999999,69311,1378,0,328,56.93399999999999,-109
2700685,IJ-152,SA05590,1115,75,0,3,PC,MASSA F420/191,7.517999999999999,70426,1453,0,331,64.45199999999998,-110
2700685,IJ-152,SA05590,1234,22,0,4,PC,MASSA F420/191,10.024,71660,1475,0,335,74.47599999999998,-111
2700685,IJ-152,SA05590,462,7,0,2,PC,MASSA F420/191,5.012,72122,1482,0,337,79.48799999999999,-112
2700685,IJ-152,SA05590,259,8,0,2,PC,MASSA F420/191,5.012,72381,1490,0,339,84.49999999999999,-113
2700685,IJ-152,SA05590,907,104,0,3,PC,MASSA F420/191,7.517999999999999,73288,1594,0,342,92.01799999999999,-114
2700685,IJ-152,SA05590,1193,23,0,3,PC,MASSA F420/191,7.517999999999999,74481,1617,0,345,99.53599999999999,-115
2700685,IJ-152,SA05590,1150,16,0,4,PC,MASSA F420/191,5.185,75631,1633,0,349,104.72099999999999,-116
2701453,IJ-152,SA05775,1191,2,0,3,PC,MASSA F420/191,2.6790000000000003,76822,1635,0,352,107.39999999999999,-117
2701453,IJ-152,SA05775,1014,39,0,5,PC,MASSA F420/191,3.6390000000000002,77836,1674,0,357,111.03899999999999,-118
2701486,IJ-152,SA05780,193,0,0,1,PC,P250/14,0.48,78029,1674,0,358,111.51899999999999,-119
2701486,IJ-152,SA05780,102,0,0,2,PC,P250/14,0.96,78131,1674,0,360,112.47899999999998,-120
2701486,IJ-152,SA05780,432,14,0,3,PC,P250/14,1.44,78563,1688,0,363,113.91899999999998,-121
2701486,IJ-152,SA05780,1127,42,0,3,PC,P250/14,1.44,79690,1730,0,366,115.35899999999998,-122
2701486,IJ-152,SA05780,926,44,0,3,PC,P250/14,1.44,80616,1774,0,369,116.79899999999998,-123
2701486,IJ-152,SA05780,828,100,0,4,PC,P250/14,2.615,81444,1874,0,373,119.41399999999997,-124
2701909,IJ-152,SA07453,1240,25,0,3,PC,P250/14,2.355,82684,1899,0,376,121.76899999999998,-125
2701745,IJ-152,SA02004,740,46,0,3,PC,P248/40,2.19,83424,1945,0,379,123.95899999999997,-126
2701745,IJ-152,SA02004,210,9,0,2,PC,P248/40,1.24,83634,1954,0,381,125.19899999999997,-127
2702036,IJ-152,SA07452,1027,147,0,5,PC,P250/14,3.5,84661,2101,0,386,128.69899999999996,-128
2702036,IJ-152,SA07452,1248,21,0,3,PC,P250/14,2.16,85909,2122,0,389,130.85899999999995,-129
2702036,IJ-152,SA07452,1236,13,0,3,PC,P250/14,2.16,87145,2135,0,392,133.01899999999995,-130
2702161,IJ-152,SA02269,1117,50,0,5,PC,P250/14,3.67,88262,2185,0,397,136.68899999999994,-131
2701746,IJ-152,SA07539,1027,23,0,3,PC,P248/40,1.6949999999999998,89289,2208,0,400,138.38399999999993,-132
2701746,IJ-152,SA07539,465,3,0,1,PC,P248/40,0.565,89754,2211,0,401,138.94899999999993,-133
2701746,IJ-152,SA07539,299,5,0,2,PC,P248/40,1.13,90053,2216,0,403,140.07899999999992,-134
2701746,IJ-152,SA07539,1151,20,0,3,PC,P248/40,1.7209999999999999,91204,2236,0,406,141.79999999999993,-135
2702301,IJ-152,SA07538,1050,19,0,3,PC,P248/40,1.773,92254,2255,0,409,143.57299999999992,-136
2702349,IJ-152,SA01898,1010,72,0,4,PC,P250/14,6.2299999999999995,93264,2327,0,413,149.8029999999999,-137
2702464,IJ-152,SA07139,1217,13,0,4,PC,P250/14,1.88,94481,2340,0,417,151.6829999999999,-138
2702464,IJ-152,SA07139,1090,39,0,4,PC,P250/14,2.855,95571,2379,0,421,154.5379999999999,-139
2702161,IJ-152,SA02269,432,1,0,1,PC,P250/14,0.795,96003,2380,0,422,155.33299999999988,-140
2702161,IJ-152,SA02269,295,9,0,2,PC,P250/14,1.59,96298,2389,0,424,156.9229999999999,-141
2702161,IJ-152,SA02269,809,31,0,5,PC,P250/14,5.587,97107,2420,0,429,162.50999999999988,-142
2702550,IJ-152,SA07083,1192,20,0,4,PC,N-142/67,8.059999999999999,98299,2440,0,433,170.56999999999988,-143
2702631,IJ-152,SA02938,1137,23,0,3,PC,N-142/67,7.6499999999999995,99436,2463,0,436,178.21999999999989,-144
2702631,IJ-152,SA02938,1239,9,0,3,PC,N-142/67,7.6499999999999995,100675,2472,0,439,185.8699999999999,-145
2702631,IJ-152,SA02938,1158,2,0,3,PC,N-142/67,7.6499999999999995,101833,2474,0,442,193.5199999999999,-146
2702631,IJ-152,SA02938,276,0,0,2,PC,N-142/67,5.1,102109,2474,0,444,198.6199999999999,-148
2702631,IJ-152,SA02938,1142,11,0,4,PC,N-142/67,7.56,103251,2485,0,448,206.1799999999999,-149
2703475,IJ-152,SA13635,1168,42,0,5,PC,MASSA F403/32,4.458,104419,2527,0,453,210.6379999999999,-150
2703586,IJ-152,SA05949,883,93,0,3,PC,MASSA F403/32,1.953,105302,2620,0,456,212.5909999999999,-151
2703586,IJ-152,SA05949,999,43,0,4,PC,MASSA F403/32,8.46,106301,2663,0,460,221.0509999999999,-152
2703585,IJ-152,SA05590,667,114,0,4,PC,MASSA F420/191,12.408,106968,2777,0,464,233.4589999999999,-153
2703585,IJ-152,SA05590,80,44,0,3,PC,MASSA F420/191,7.517999999999999,107048,2821,0,467,240.9769999999999,-155
2703702,IJ-152,SA02201,675,82,0,5,PC,P250/14,10.578,107723,2903,0,472,251.5549999999999,-156
2703702,IJ-152,SA02201,1254,14,0,3,PC,P250/14,4.59,108977,2917,0,475,256.14499999999987,-157
2703702,IJ-152,SA02201,959,19,0,3,PC,P250/14,4.59,109936,2936,0,478,260.73499999999984,-158
2703702,IJ-152,SA02201,987,20,0,4,PC,P250/14,6.12,110923,2956,0,482,266.85499999999985,-159
2704098,IJ-152,SA07021,1054,15,0,6,PC,P250/14,5.74,111977,2971,0,488,272.59499999999986,-160
2703702,IJ-152,SA02201,720,0,0,3,PC,P250/14,3.73,112697,2971,0,491,276.3249999999999,-161
2703702,IJ-152,SA02201,191,30,0,1,PC,P250/14,1.53,112888,3001,0,492,277.85499999999985,-162
2703702,IJ-152,SA02201,1244,13,0,3,PC,P250/14,4.59,114132,3014,0,495,282.4449999999998,-163
2703702,IJ-152,SA02201,1254,9,0,3,PC,P250/14,4.59,115386,3023,0,498,287.0349999999998,-164
2703702,IJ-152,SA02201,1392,8,0,3,PC,P250/14,4.59,116778,3031,0,501,291.6249999999998,-165
2704237,IJ-152,SA07199,1139,20,0,4,PC,P250/14,3.132,117917,3051,0,505,294.7569999999998,-166
2704237,IJ-152,SA07199,1364,4,0,4,PC,P250/14,2.088,119281,3055,0,509,296.8449999999998,-167
2704398,IJ-152,SA07351,357,17,0,2,PC,P250/14,0.972,119638,3072,0,511,297.8169999999998,-168
2704398,IJ-152,SA07351,138,17,0,2,PC,P250/14,0.972,119776,3089,0,513,298.78899999999976,-169
2704398,IJ-152,SA07351,1300,20,0,3,PC,P250/14,1.458,121076,3109,0,516,300.2469999999998,-170
2704570,IJ-152,SA01943,1215,24,0,4,PC,P250/14,2.1719999999999997,122291,3133,0,520,302.4189999999998,-171
2704571,IJ-152,SA07320,816,61,0,4,PC,P250/14,8.700000000000001,123107,3194,0,524,311.1189999999998,-172
2704571,IJ-152,SA07320,798,45,0,3,PC,P250/14,8.100000000000001,123905,3239,0,527,319.2189999999998,-173
2704571,IJ-152,SA07320,785,50,0,3,PC,P250/14,8.100000000000001,124690,3289,0,530,327.31899999999985,-174
2704763,IJ-152,SA02009,108,0,0,4,PC,P250/14,0.265,124798,3289,0,534,327.58399999999983,-175
2704763,IJ-152,SA02009,228,0,0,8,PC,P250/14,0.53,125026,3289,0,542,328.1139999999998,-176
2704763,IJ-152,SA02009,204,0,0,8,PC,P250/14,0.53,125230,3289,0,550,328.6439999999998,-179
2704763,IJ-152,SA02009,1145,15,0,8,PC,P250/14,0.53,126375,3304,0,558,329.17399999999975,-180
2704763,IJ-152,SA02009,3848,32,0,16,PC,P250/14,1.06,130223,3336,0,574,330.23399999999975,-181
2705658,IJ-152,SA05795,1587,6,0,9,PC,P250/14,1.01,131810,3342,0,583,331.24399999999974,-182
2705658,IJ-152,SA05795,858,13,0,6,PC,P250/14,1.44,132668,3355,0,589,332.68399999999974,-183
2705658,IJ-152,SA05795,3285,51,0,12,PC,P250/14,1.44,135953,3406,0,601,334.12399999999974,-184
2705658,IJ-152,SA05795,3130,62,0,12,PC,P250/14,1.44,139083,3468,0,613,335.56399999999974,-185
2705658,IJ-152,SA05795,2838,14,0,12,PC,P250/14,1.44,141921,3482,0,625,337.00399999999973,-186
2705658,IJ-152,SA05795,1482,46,0,12,PC,P250/14,1.44,143403,3528,0,637,338.44399999999973,-187
2705658,IJ-152,SA05795,3301,27,0,12,PC,P250/14,1.44,146704,3555,0,649,339.88399999999973,-188
2705658,IJ-152,SA05795,813,11,0,8,PC,P250/14,0.96,147517,3566,0,657,340.8439999999997,-190
2705658,IJ-152,SA05795,2945,39,0,12,PC,P250/14,1.44,150462,3605,0,669,342.2839999999997,-191
2705658,IJ-152,SA05795,3238,22,0,12,PC,P250/14,1.44,153700,3627,0,681,343.7239999999997,-192
2705658,IJ-152,SA05795,2980,44,0,12,PC,P250/14,1.44,156680,3671,0,693,345.1639999999997,-193
2705658,IJ-152,SA05795,2939,53,0,12,PC,P250/14,1.44,159619,3724,0,705,346.6039999999997,-194
2705658,IJ-152,SA05795,2807,69,0,12,PC,P250/14,1.44,162426,3793,0,717,348.0439999999997,-195
2705658,IJ-152,SA05795,571,1,0,4,PC,P250/14,0.48,162997,3794,0,721,348.5239999999997,-197
2705658,IJ-152,SA05795,2849,59,0,16,PC,P250/14,2.005,165846,3853,0,737,350.5289999999997,-198
2706360,IJ-152,SA07539,2957,19,0,12,PC,P248/40,1.6949999999999998,168803,3872,0,749,352.2239999999997,-199
2706360,IJ-152,SA07539,2864,52,0,12,PC,P248/40,1.6949999999999998,171667,3924,0,761,353.9189999999997,-200
