Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2695288,IJ-133,12689,2425,0,0,25,PC,N144/83,0.355,2425,0,0,25,0.355,-86
2697152,IJ-133,12689,2370,0,0,12,PC,N144/83,0.142,4795,0,0,37,0.497,-87
2697152,IJ-133,12689,618,0,0,6,PC,N144/83,0.071,5413,0,0,43,0.568,-88
2697152,IJ-133,12689,2545,0,0,22,PC,N144/83,0.284,7958,0,0,65,0.8519999999999999,-90
2697152,IJ-133,12689,635,0,0,10,PC,N144/83,0.142,8593,0,0,75,0.9939999999999999,-92
2699189,IJ-133,12689,1718,19,0,34,PC,N144/83,0.49699999999999994,10311,19,0,109,1.4909999999999999,-93
2699189,IJ-133,12689,2742,0,0,12,PC,N144/83,0.142,13053,19,0,121,1.6329999999999998,-94
2699189,IJ-133,12689,2180,0,0,18,PC,N144/83,0.21299999999999997,15233,19,0,139,1.8459999999999996,-95
2699189,IJ-133,12689,1998,0,0,18,PC,N144/83,0.21299999999999997,17231,19,0,157,2.0589999999999997,-96
2699189,IJ-133,12689,2802,48,0,24,PC,N144/83,0.284,20033,67,0,181,2.3429999999999995,-97
2699189,IJ-133,12689,384,0,0,6,PC,N144/83,0.071,20417,67,0,187,2.4139999999999997,-98
2699189,IJ-133,12689,834,0,0,18,PC,N144/83,0.21299999999999997,21251,67,0,205,2.627,-99
2699189,IJ-133,12689,402,0,0,18,PC,N144/83,0.21299999999999997,21653,67,0,223,2.84,-100
2699189,IJ-133,12689,2082,0,0,18,PC,N144/83,0.21299999999999997,23735,67,0,241,3.053,-101
2699189,IJ-133,12689,1326,0,0,12,PC,N144/83,0.142,25061,67,0,253,3.195,-102
2699189,IJ-133,12689,3120,0,0,18,PC,N144/83,0.21299999999999997,28181,67,0,271,3.408,-103
2699189,IJ-133,12689,1116,0,0,24,PC,N144/83,0.284,29297,67,0,295,3.6919999999999997,-104
2699189,IJ-133,12689,488,0,0,18,PC,N144/83,0.21299999999999997,29785,67,0,313,3.905,-106
2699189,IJ-133,12689,2298,0,0,18,PC,N144/83,0.21299999999999997,32083,67,0,331,4.117999999999999,-107
2699189,IJ-133,12689,2862,12,0,18,PC,N144/83,0.21299999999999997,34945,79,0,349,4.3309999999999995,-108
2699189,IJ-133,12689,2166,30,0,18,PC,N144/83,0.21299999999999997,37111,109,0,367,4.544,-109
2699189,IJ-133,12689,2532,0,0,18,PC,N144/83,0.21299999999999997,39643,109,0,385,4.757,-110
2699189,IJ-133,12689,2092,62,0,24,PC,N144/83,0.284,41735,171,0,409,5.0409999999999995,-111
2699189,IJ-133,12689,1672,110,0,12,PC,N144/83,0.142,43407,281,0,421,5.183,-112
2699189,IJ-133,12689,692,22,0,12,PC,N144/83,0.142,44099,303,0,433,5.325,-113
2699189,IJ-133,12689,1812,0,0,18,PC,N144/83,0.21299999999999997,45911,303,0,451,5.538,-114
2699189,IJ-133,12689,1310,8,0,18,PC,N144/83,0.21299999999999997,47221,311,0,469,5.751,-115
2699189,IJ-133,12689,384,0,0,6,PC,N144/83,0.071,47605,311,0,475,5.822,-116
2699189,IJ-133,12689,258,0,0,12,PC,N144/83,0.142,47863,311,0,487,5.964,-120
2699189,IJ-133,12689,804,0,0,12,PC,N144/83,0.142,48667,311,0,499,6.106000000000001,-121
2701152,IJ-133,SA05266,1868,0,0,18,PC,F424/50,0.484,50535,311,0,517,6.590000000000001,-124
2701152,IJ-133,SA05266,2472,21,0,12,PC,F424/50,0.684,53007,332,0,529,7.274000000000001,-125
2701152,IJ-133,SA05266,1002,0,0,12,PC,F424/50,0.684,54009,332,0,541,7.958000000000001,-128
2701152,IJ-133,SA05266,576,0,0,6,PC,F424/50,0.342,54585,332,0,547,8.3,-130
2701152,IJ-133,SA05266,822,0,0,12,PC,F424/50,0.684,55407,332,0,559,8.984,-131
2701152,IJ-133,SA05266,864,0,0,18,PC,F424/50,1.026,56271,332,0,577,10.01,-132
2701152,IJ-133,SA05266,24,0,0,6,PC,F424/50,0.342,56295,332,0,583,10.352,-133
2701152,IJ-133,SA05266,12,0,0,6,PC,F424/50,0.342,56307,332,0,589,10.694,-134
2701152,IJ-133,SA05266,1056,0,0,12,PC,F424/50,0.684,57363,332,0,601,11.378,-135
2701152,IJ-133,SA05266,810,0,0,18,PC,F424/50,1.026,58173,332,0,619,12.404,-136
2701152,IJ-133,SA05266,3225,19,0,18,PC,F424/50,1.026,61398,351,0,637,13.43,-137
2701152,IJ-133,SA05266,3522,0,0,18,PC,F424/50,1.026,64920,351,0,655,14.456,-138
2701152,IJ-133,SA05266,3600,0,0,24,PC,F424/50,1.368,68520,351,0,679,15.824,-139
2701152,IJ-133,SA05266,403,77,0,6,PC,F424/50,0.342,68923,428,0,685,16.166,-140
2701152,IJ-133,SA05266,372,0,0,18,PC,F424/50,1.026,69295,428,0,703,17.192,-141
2701152,IJ-133,SA05266,2388,0,0,12,PC,F424/50,0.684,71683,428,0,715,17.876,-142
2701152,IJ-133,SA05266,66,0,0,6,PC,F424/50,0.342,71749,428,0,721,18.218,-143
2701152,IJ-133,SA05266,922,2,0,12,PC,F424/50,0.41300000000000003,72671,430,0,733,18.631,-144
2701163,IJ-133,12689,3152,16,0,18,PC,N144/83,0.21299999999999997,75823,446,0,751,18.844,-145
2701163,IJ-133,12689,3548,4,0,24,PC,N144/83,0.284,79371,450,0,775,19.128,-146
2701163,IJ-133,12689,1374,0,0,12,PC,N144/83,0.142,80745,450,0,787,19.27,-147
2701163,IJ-133,12689,944,16,0,18,PC,N144/83,0.21299999999999997,81689,466,0,805,19.483,-148
2701163,IJ-133,12689,2904,0,0,18,PC,N144/83,0.21299999999999997,84593,466,0,823,19.696,-149
2701163,IJ-133,12689,1512,0,0,12,PC,N144/83,0.142,86105,466,0,835,19.838,-150
2701163,IJ-133,12689,1878,0,0,12,PC,N144/83,0.142,87983,466,0,847,19.98,-151
2701163,IJ-133,12689,2202,0,0,18,PC,N144/83,0.21299999999999997,90185,466,0,865,20.193,-152
2701163,IJ-133,12689,2064,0,0,24,PC,N144/83,0.284,92249,466,0,889,20.477,-153
2701163,IJ-133,12689,78,0,0,6,PC,N144/83,0.071,92327,466,0,895,20.548000000000002,-154
2701163,IJ-133,12689,54,0,0,6,PC,N144/83,0.071,92381,466,0,901,20.619000000000003,-155
2701163,IJ-133,12689,1866,0,0,18,PC,N144/83,0.21299999999999997,94247,466,0,919,20.832000000000004,-156
2701163,IJ-133,12689,2424,0,0,12,PC,N144/83,0.142,96671,466,0,931,20.974000000000004,-157
2701163,IJ-133,12689,2616,0,0,18,PC,N144/83,0.21299999999999997,99287,466,0,949,21.187000000000005,-158
2701163,IJ-133,12689,2412,0,0,18,PC,N144/83,0.21299999999999997,101699,466,0,967,21.400000000000006,-159
2701163,IJ-133,12689,2827,0,0,24,PC,N144/83,0.284,104526,466,0,991,21.684000000000005,-160
2701163,IJ-133,12689,306,0,0,6,PC,N144/83,0.071,104832,466,0,997,21.755000000000006,-161
2701163,IJ-133,12689,90,0,0,6,PC,N144/83,0.071,104922,466,0,1003,21.826000000000008,-162
2701163,IJ-133,12689,2658,0,0,18,PC,N144/83,0.21299999999999997,107580,466,0,1021,22.03900000000001,-163
2701163,IJ-133,12689,2094,0,0,24,PC,N144/83,0.284,109674,466,0,1045,22.323000000000008,-164
2702969,IJ-133,12689,1716,0,0,13,PC,N144/83,0.212,111390,466,0,1058,22.535000000000007,-165
2703420,IJ-133,15179,2787,15,0,19,PC,N144/83,0.28,114177,481,0,1077,22.81500000000001,-166
2703420,IJ-133,15179,1518,0,0,12,PC,N144/83,0.14,115695,481,0,1089,22.95500000000001,-167
2703420,IJ-133,15179,3372,0,0,18,PC,N144/83,0.21000000000000002,119067,481,0,1107,23.16500000000001,-170
2703420,IJ-133,15179,3048,0,0,18,PC,N144/83,0.21000000000000002,122115,481,0,1125,23.37500000000001,-171
2703420,IJ-133,15179,2697,9,0,18,PC,N144/83,0.21000000000000002,124812,490,0,1143,23.58500000000001,-172
2703420,IJ-133,15179,2244,0,0,18,PC,N144/83,0.21000000000000002,127056,490,0,1161,23.795000000000012,-173
2703420,IJ-133,15179,1782,0,0,24,PC,N144/83,0.28,128838,490,0,1185,24.075000000000014,-174
2703420,IJ-133,15179,162,0,0,6,PC,N144/83,0.07,129000,490,0,1191,24.145000000000014,-175
2703420,IJ-133,15179,12,0,0,6,PC,N144/83,0.07,129012,490,0,1197,24.215000000000014,-176
2703420,IJ-133,15179,2610,0,0,18,PC,N144/83,0.21000000000000002,131622,490,0,1215,24.425000000000015,-177
2703420,IJ-133,15179,2340,0,0,12,PC,N144/83,0.14,133962,490,0,1227,24.565000000000015,-178
2703420,IJ-133,15179,2099,0,0,22,PC,N144/83,0.28,136061,490,0,1249,24.845000000000017,-179
2703420,IJ-133,15179,487,0,0,22,PC,N144/83,0.28,136548,490,0,1271,25.125000000000018,-180
2703420,IJ-133,15179,2202,0,0,18,PC,N144/83,0.21000000000000002,138750,490,0,1289,25.33500000000002,-181
2703420,IJ-133,15179,840,0,0,12,PC,N144/83,0.14,139590,490,0,1301,25.47500000000002,-182
2703420,IJ-133,15179,198,0,0,12,PC,N144/83,0.14,139788,490,0,1313,25.61500000000002,-183
2704957,IJ-133,SA05266,1326,0,0,18,PC,F424/50,0.754,141114,490,0,1331,26.36900000000002,-184
2704957,IJ-133,SA05266,1308,0,0,18,PC,F424/50,1.026,142422,490,0,1349,27.39500000000002,-185
2704957,IJ-133,SA05266,1866,0,0,18,PC,F424/50,1.026,144288,490,0,1367,28.42100000000002,-186
2704957,IJ-133,SA05266,1580,0,0,23,PC,F424/50,1.368,145868,490,0,1390,29.78900000000002,-187
2704957,IJ-133,SA05266,1789,11,0,24,PC,F424/50,1.368,147657,501,0,1414,31.157000000000018,-188
2704957,IJ-133,SA05266,216,0,0,12,PC,F424/50,0.684,147873,501,0,1426,31.84100000000002,-189
2704957,IJ-133,SA05266,1902,0,0,12,PC,F424/50,0.684,149775,501,0,1438,32.52500000000002,-191
2704957,IJ-133,SA05266,2100,0,0,12,PC,F424/50,0.684,151875,501,0,1450,33.20900000000002,-192
2704957,IJ-133,SA05266,2177,19,0,18,PC,F424/50,1.026,154052,520,0,1468,34.23500000000002,-193
2704957,IJ-133,SA05266,1394,10,0,18,PC,F424/50,1.026,155446,530,0,1486,35.261000000000024,-194
2704957,IJ-133,SA05266,3186,0,0,18,PC,F424/50,1.026,158632,530,0,1504,36.28700000000003,-195
2704957,IJ-133,SA05266,780,0,0,18,PC,F424/50,1.026,159412,530,0,1522,37.31300000000003,-197
2704957,IJ-133,SA05266,2274,0,0,18,PC,F424/50,1.026,161686,530,0,1540,38.339000000000034,-198
2704957,IJ-133,SA05266,1488,0,0,12,PC,F424/50,0.684,163174,530,0,1552,39.02300000000003,-199
2706156,IJ-133,12689,1354,0,0,27,PC,N144/83,1.1680000000000001,164528,530,0,1579,40.19100000000003,-200
2706156,IJ-133,12689,2199,0,0,22,PC,N144/83,0.284,166727,530,0,1601,40.47500000000003,-201
2706156,IJ-133,12689,2790,0,0,24,PC,N144/83,0.284,169517,530,0,1625,40.75900000000003,-202
2706156,IJ-133,12689,2322,0,0,12,PC,N144/83,0.142,171839,530,0,1637,40.90100000000003,-203
2706156,IJ-133,12689,1074,0,0,18,PC,N144/83,0.21299999999999997,172913,530,0,1655,41.11400000000003,-204
2706156,IJ-133,12689,3558,0,0,18,PC,N144/83,0.21299999999999997,176471,530,0,1673,41.327000000000034,-205
2706156,IJ-133,12689,1584,0,0,12,PC,N144/83,0.142,178055,530,0,1685,41.46900000000004,-206
2706156,IJ-133,12689,2466,0,0,18,PC,N144/83,0.21299999999999997,180521,530,0,1703,41.68200000000004,-207
2706156,IJ-133,12689,1867,0,0,18,PC,N144/83,0.21299999999999997,182388,530,0,1721,41.89500000000004,-208
2706156,IJ-133,12689,2719,68,0,21,PC,N144/83,0.284,185107,598,0,1742,42.17900000000004,-209
2706156,IJ-133,12689,352,0,0,11,PC,N144/83,0.14100000000000001,185459,598,0,1753,42.320000000000036,-211
2705255,IJ-133,15179,2382,0,0,18,PC,N144/83,0.21000000000000002,187841,598,0,1771,42.53000000000004,-212
2705255,IJ-133,15179,966,0,0,12,PC,N144/83,0.14,188807,598,0,1783,42.67000000000004,-213
2705255,IJ-133,15179,2086,32,0,12,PC,N144/83,0.14,190893,630,0,1795,42.81000000000004,-214
2705255,IJ-133,15179,2451,25,0,12,PC,N144/83,0.14,193344,655,0,1807,42.95000000000004,-215
2705255,IJ-133,15179,1350,11,0,12,PC,N144/83,0.14,194694,666,0,1819,43.09000000000004,-216
2705255,IJ-133,15179,1733,12,0,12,PC,N144/83,0.14,196427,678,0,1831,43.23000000000004,-217
2705255,IJ-133,15179,234,0,0,12,PC,N144/83,0.14,196661,678,0,1843,43.37000000000004,-218
2705255,IJ-133,15179,2297,55,0,12,PC,N144/83,0.14,198958,733,0,1855,43.51000000000004,-219
2705255,IJ-133,15179,1062,95,0,13,PC,N144/83,0.48200000000000004,200020,828,0,1868,43.99200000000004,-220
2707185,IJ-133,SA05266,697,87,0,8,PC,F424/50,1.026,200717,915,0,1876,45.01800000000004,-221
