Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2696652,IJ-118,29634,26,0,0,1,PC,N-184/2,0.826,-113
2696652,IJ-118,29634,262,0,0,1,PC,N-184/2,0.826,-113
2696652,IJ-118,29634,365,10,0,1,PC,N-184/2,0.826,-113
2696652,IJ-118,29634,198,10,0,1,PC,N-184/2,0.826,-112
2696652,IJ-118,29634,2,0,0,1,PC,N-184/2,0.826,-112
2696652,IJ-118,29634,367,10,0,1,PC,N-184/2,0.826,-111
2696652,IJ-118,29634,9,0,0,1,PC,N-184/2,0.826,-110
2696652,IJ-118,29634,189,8,0,1,PC,N-184/2,0.826,-110
2696652,IJ-118,29634,444,0,0,1,PC,N-184/2,0.826,-110
2696652,IJ-118,29634,371,17,0,1,PC,N-184/2,0.826,-110
2696652,IJ-118,29634,218,5,0,1,PC,N-184/2,0.826,-109
2696652,IJ-118,29634,377,6,0,1,PC,N-184/2,0.826,-109
2696652,IJ-118,29634,410,0,0,1,PC,N-184/2,0.826,-109
2696652,IJ-118,29634,230,4,0,1,PC,N-184/2,0.826,-108
2696652,IJ-118,29634,423,0,0,1,PC,N-184/2,0.826,-108
2696652,IJ-118,29634,330,38,0,1,PC,N-184/2,0.826,-108
2696652,IJ-118,29634,-28,28,0,1,PC,N-184/2,0.826,-107
2698570,IJ-118,SA02871,215,0,0,1,PC,MASSA F420/95,1.813,-106
2698570,IJ-118,SA02871,390,9,0,1,PC,MASSA F420/95,1.813,-106
2698583,IJ-118,SA07021,3,0,0,1,PC,P250/14,0.67,-107
2698583,IJ-118,SA07021,451,18,0,1,PC,P250/14,0.67,-107
2698583,IJ-118,SA07021,436,2,0,1,PC,P250/14,0.67,-107
2698583,IJ-118,SA07021,234,36,0,1,PC,P250/14,0.67,-106
2698583,IJ-118,SA07021,121,23,0,1,PC,P250/14,0.67,-106
2698792,IJ-118,SA07395,129,3,0,1,PC,N148/18,1.26,-115
2698792,IJ-118,SA07395,435,13,0,1,PC,N148/18,1.26,-115
2698792,IJ-118,SA07395,238,12,0,1,PC,N148/18,1.26,-114
2698792,IJ-118,SA07395,420,27,0,1,PC,N148/18,1.26,-114
2698792,IJ-118,SA07395,362,52,0,1,PC,N148/18,1.26,-114
2698792,IJ-118,SA07395,143,0,0,1,PC,N148/18,1.26,-113
2699012,IJ-118,SA07320,275,9,0,1,PC,P250/14,2.7,-122
2699012,IJ-118,SA07320,472,4,0,1,PC,P250/14,2.7,-122
2699012,IJ-118,SA07320,198,0,0,1,PC,P250/14,2.7,-121
2699012,IJ-118,SA07320,38,0,0,1,PC,P250/14,2.7,-121
2699012,IJ-118,SA07320,333,44,0,1,PC,P250/14,2.7,-121
2699012,IJ-118,SA07320,446,16,0,1,PC,P250/14,2.7,-121
2699012,IJ-118,SA07320,136,38,0,1,PC,P250/14,2.7,-120
2699012,IJ-118,SA07320,90,21,0,1,PC,P250/14,2.7,-120
2699023,IJ-118,29634,165,0,0,1,PC,N-184/2,0.826,-135
2699023,IJ-118,29634,226,13,0,1,PC,N-184/2,0.826,-134
2699023,IJ-118,29634,465,8,0,1,PC,N-184/2,0.826,-134
2699023,IJ-118,29634,473,4,0,1,PC,N-184/2,0.826,-134
2699023,IJ-118,29634,187,14,0,1,PC,N-184/2,0.826,-133
2699023,IJ-118,29634,7,0,0,1,PC,N-184/2,0.826,-133
2699023,IJ-118,29634,326,3,0,1,PC,N-184/2,0.826,-132
2699023,IJ-118,29634,411,1,0,1,PC,N-184/2,0.826,-132
2699023,IJ-118,29634,11,0,0,1,PC,N-184/2,0.826,-131
2699023,IJ-118,29634,208,17,0,1,PC,N-184/2,0.826,-131
2699023,IJ-118,29634,469,0,0,1,PC,N-184/2,0.826,-131
2699023,IJ-118,29634,412,12,0,1,PC,N-184/2,0.826,-131
2699023,IJ-118,29634,102,36,0,1,PC,N-184/2,0.826,-130
2699023,IJ-118,29634,194,45,0,1,PC,N-184/2,0.826,-130
2699648,IJ-118,SA02269,47,0,0,1,PC,P250/14,0.795,-116
2699648,IJ-118,SA02269,493,1,0,1,PC,P250/14,0.795,-116
2699649,IJ-118,SA02961,231,3,0,1,PC,P250/14,1.36,-120
2699649,IJ-118,SA02961,521,6,0,1,PC,P250/14,1.36,-120
2699649,IJ-118,SA02961,283,4,0,1,PC,P250/14,1.36,-119
2699649,IJ-118,SA02961,407,5,0,1,PC,P250/14,1.36,-118
2699649,IJ-118,SA02961,445,5,0,1,PC,P250/14,1.36,-118
2699649,IJ-118,SA02961,5,0,0,1,PC,P250/14,1.36,-117
2699649,IJ-118,SA02961,303,1,0,1,PC,P250/14,1.36,-117
2699649,IJ-118,SA02961,479,1,0,1,PC,P250/14,1.36,-117
2699649,IJ-118,SA02961,47,42,0,1,PC,P250/14,1.36,-117
2699649,IJ-118,SA02961,69,40,0,1,PC,P250/14,1.36,-116
2699647,IJ-118,SA05780,1,0,0,1,PC,P250/14,0.48,-116
2699647,IJ-118,SA05780,478,2,0,1,PC,P250/14,0.48,-116
2699647,IJ-118,SA05780,287,2,0,1,PC,P250/14,0.48,-115
2699647,IJ-118,SA05780,285,4,0,1,PC,P250/14,0.48,-115
2700114,IJ-118,SA07538,194,0,0,1,PC,P248/40,0.591,-123
2700114,IJ-118,SA07538,491,5,0,1,PC,P248/40,0.591,-123
2700114,IJ-118,SA07538,530,2,0,1,PC,P248/40,0.591,-123
2700114,IJ-118,SA07538,278,22,0,1,PC,P248/40,0.591,-122
2700114,IJ-118,SA07538,24,10,0,1,PC,P248/40,0.591,-122
2700115,IJ-118,SA07539,8,0,0,1,PC,P248/40,0.565,-127
2700115,IJ-118,SA07539,63,15,0,1,PC,P248/40,0.565,-126
2700115,IJ-118,SA07539,7,0,0,1,PC,P248/40,0.565,-126
2700115,IJ-118,SA07539,436,7,0,1,PC,P248/40,0.565,-125
2700115,IJ-118,SA07539,5,0,0,1,PC,P248/40,0.565,-125
2700115,IJ-118,SA07539,2,0,0,1,PC,P248/40,0.565,-124
2700115,IJ-118,SA07539,311,7,0,1,PC,P248/40,0.565,-124
2700115,IJ-118,SA07539,516,4,0,1,PC,P248/40,0.565,-124
2700115,IJ-118,SA07539,525,3,0,1,PC,P248/40,0.565,-124
2700115,IJ-118,SA07539,42,10,0,1,PC,P248/40,0.565,-123
2700118,IJ-118,SA05776,423,8,0,1,PC,MASSA F403/32,2.25,-130
2700118,IJ-118,SA05776,256,3,0,1,PC,MASSA F403/32,2.25,-129
2700261,IJ-118,SA05876,9,0,0,1,PC,F424/40 MARROM,0.51,-129
2700261,IJ-118,SA05876,12,0,0,1,PC,F424/40 MARROM,0.51,-129
2700377,IJ-118,SA05881,8,17,0,1,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6,-142
2700377,IJ-118,SA05881,256,36,0,1,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,1.6,-141
