Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2696939,IJ-156,15909,144,0,0,1,PC,FP75614/49,0.55,-15
2696939,IJ-156,15909,120,0,0,1,PC,FP75614/49,0.55,-14
2696939,IJ-156,15909,182,5,0,1,PC,FP75614/49,0.55,-13
2696939,IJ-156,15909,133,0,0,1,PC,FP75614/49,0.55,-12
2696939,IJ-156,15909,232,0,0,1,PC,FP75614/49,0.55,-12
2696939,IJ-156,15909,403,10,0,1,PC,FP75614/49,0.55,-12
2696939,IJ-156,15909,65,2,0,1,PC,FP75614/49,0.55,-11
2696939,IJ-156,15909,270,0,0,1,PC,FP75614/49,0.55,-8
2696939,IJ-156,15909,134,0,0,1,PC,FP75614/49,0.55,-9
2696939,IJ-156,15909,270,0,0,1,PC,FP75614/49,0.55,-9
2696939,IJ-156,15909,344,5,0,1,PC,FP75614/49,0.55,-9
2696939,IJ-156,15909,16,0,0,1,PC,FP75614/49,0.55,-8
2696939,IJ-156,15909,303,0,0,1,PC,FP75614/49,0.55,-8
2697459,IJ-156,15910,196,0,0,1,PC,FP75614/49,0.48,-11
2697459,IJ-156,15910,187,0,0,1,PC,FP75614/49,0.48,-10
2697459,IJ-156,15910,292,0,0,1,PC,FP75614/49,0.48,-10
2697459,IJ-156,15910,246,10,0,1,PC,FP75614/49,0.48,-10
2699231,IJ-156,15909,9,0,0,1,PC,FP75614/49,0.55,-19
2699231,IJ-156,15909,266,0,0,1,PC,FP75614/49,0.55,-18
2699231,IJ-156,15909,142,1,0,1,PC,FP75614/49,0.55,-18
2699231,IJ-156,15909,202,0,0,1,PC,FP75614/49,0.55,-17
2699231,IJ-156,15909,185,0,0,1,PC,FP75614/49,0.55,-17
2699231,IJ-156,15909,253,2,0,1,PC,FP75614/49,0.55,-17
2699231,IJ-156,15909,118,0,0,1,PC,FP75614/49,0.55,-16
2699231,IJ-156,15909,253,0,0,1,PC,FP75614/49,0.55,-16
2699231,IJ-156,15909,349,1,0,1,PC,FP75614/49,0.55,-16
2699231,IJ-156,15909,207,0,0,1,PC,FP75614/49,0.55,-15
2699231,IJ-156,15909,241,0,0,1,PC,FP75614/49,0.55,-15
2699231,IJ-156,15909,159,0,0,1,PC,FP75614/49,0.55,-15
2699231,IJ-156,15909,10,0,0,1,PC,FP75614/49,0.55,-15
2699233,IJ-156,15911,87,0,0,1,PC,FP75614/49,1.895,-45
2699233,IJ-156,15911,99,0,0,1,PC,FP75614/49,1.895,-44
2699233,IJ-156,15911,72,0,0,1,PC,FP75614/49,1.895,-43
2699233,IJ-156,15911,123,0,0,1,PC,FP75614/49,1.895,-43
2699233,IJ-156,15911,116,0,0,1,PC,FP75614/49,1.895,-39
2699233,IJ-156,15911,116,0,0,1,PC,FP75614/49,1.895,-38
2699779,IJ-156,15910,188,10,0,1,PC,FP75614/49,0.48,-48
2699779,IJ-156,15910,196,0,0,1,PC,FP75614/49,0.48,-47
2699779,IJ-156,15910,323,0,0,1,PC,FP75614/49,0.48,-47
2699779,IJ-156,15910,317,0,0,1,PC,FP75614/49,0.48,-47
2699779,IJ-156,15910,41,0,0,1,PC,FP75614/49,0.48,-38
2699779,IJ-156,15910,273,27,0,1,PC,FP75614/49,0.48,-31
2699779,IJ-156,15910,272,0,0,1,PC,FP75614/49,0.48,-30
2699779,IJ-156,15910,289,13,0,1,PC,FP75614/49,0.48,-30
2699779,IJ-156,15910,30,0,0,1,PC,FP75614/49,0.48,-29
2699779,IJ-156,15910,101,1,0,1,PC,FP75614/49,0.48,-29
2699779,IJ-156,15910,288,6,0,1,PC,FP75614/49,0.48,-26
2699779,IJ-156,15910,286,0,0,1,PC,FP75614/49,0.48,-22
2699779,IJ-156,15910,222,0,0,1,PC,FP75614/49,0.48,-20
2699779,IJ-156,15910,264,4,0,1,PC,FP75614/49,0.48,-20
2699779,IJ-156,15910,232,0,0,1,PC,FP75614/49,0.48,-19
2699779,IJ-156,15910,23,0,0,1,PC,FP75614/49,0.48,-19
2701099,IJ-156,15909,116,0,0,1,PC,FP75614/49,0.55,-71
2701099,IJ-156,15909,280,20,0,1,PC,FP75614/49,0.55,-71
2701099,IJ-156,15909,226,7,0,1,PC,FP75614/49,0.55,-69
2701099,IJ-156,15909,2,0,0,1,PC,FP75614/49,0.55,-69
2701099,IJ-156,15909,312,0,0,1,PC,FP75614/49,0.55,-66
2701099,IJ-156,15909,342,3,0,1,PC,FP75614/49,0.55,-66
2701099,IJ-156,15909,250,0,0,1,PC,FP75614/49,0.55,-65
2701099,IJ-156,15909,451,8,0,1,PC,FP75614/49,0.55,-65
2701099,IJ-156,15909,219,0,0,1,PC,FP75614/49,0.55,-64
2701099,IJ-156,15909,312,15,0,1,PC,FP75614/49,0.55,-64
2701099,IJ-156,15909,171,11,0,1,PC,FP75614/49,0.55,-58
2701099,IJ-156,15909,15,0,0,1,PC,FP75614/49,0.55,-57
2701099,IJ-156,15909,343,0,0,1,PC,FP75614/49,0.55,-57
2701099,IJ-156,15909,219,0,0,1,PC,FP75614/49,0.55,-61
2701099,IJ-156,15909,332,3,0,1,PC,FP75614/49,0.55,-61
2701099,IJ-156,15909,300,0,0,1,PC,FP75614/49,0.55,-60
2701099,IJ-156,15909,282,16,0,1,PC,FP75614/49,0.55,-60
2701099,IJ-156,15909,275,0,0,1,PC,FP75614/49,0.55,-59
2701099,IJ-156,15909,314,8,0,1,PC,FP75614/49,0.55,-59
2701099,IJ-156,15909,173,0,0,1,PC,FP75614/49,0.55,-58
2701099,IJ-156,15909,270,5,0,1,PC,FP75614/49,0.55,-55
2701099,IJ-156,15909,331,0,0,1,PC,FP75614/49,0.55,-54
2701099,IJ-156,15909,322,0,0,1,PC,FP75614/49,0.55,-54
2701099,IJ-156,15909,330,0,0,1,PC,FP75614/49,0.55,-53
2701099,IJ-156,15909,303,6,0,1,PC,FP75614/49,0.55,-53
2701099,IJ-156,15909,223,0,0,1,PC,FP75614/49,0.55,-52
2701099,IJ-156,15909,356,0,0,1,PC,FP75614/49,0.55,-52
2701099,IJ-156,15909,227,0,0,1,PC,FP75614/49,0.55,-51
2701099,IJ-156,15909,279,4,0,1,PC,FP75614/49,0.55,-51
2701099,IJ-156,15909,178,0,0,1,PC,FP75614/49,0.55,-50
2701099,IJ-156,15909,311,0,0,1,PC,FP75614/49,0.55,-50
2701099,IJ-156,15909,147,2,0,1,PC,FP75614/49,0.55,-50
2701100,IJ-156,15911,159,0,0,1,PC,FP75614/49,1.895,-74
2701100,IJ-156,15911,183,0,0,1,PC,FP75614/49,1.895,-73
2701100,IJ-156,15911,217,0,0,1,PC,FP75614/49,1.895,-73
2701100,IJ-156,15911,292,3,0,1,PC,FP75614/49,1.895,-73
2701100,IJ-156,15911,314,0,0,1,PC,FP75614/49,1.895,-72
2701100,IJ-156,15911,223,9,0,1,PC,FP75614/49,1.895,-72
2701808,IJ-156,15910,270,0,0,1,PC,FP75614/49,0.48,-68
2701808,IJ-156,15910,323,12,0,1,PC,FP75614/49,0.48,-68
2701808,IJ-156,15910,312,0,0,1,PC,FP75614/49,0.48,-67
2701808,IJ-156,15910,284,12,0,1,PC,FP75614/49,0.48,-67
2703033,IJ-156,15909,240,0,0,1,PC,FP75614/49,0.55,-102
2703033,IJ-156,15909,180,0,0,1,PC,FP75614/49,0.55,-101
2703033,IJ-156,15909,315,0,0,1,PC,FP75614/49,0.55,-101
2703033,IJ-156,15909,348,6,0,1,PC,FP75614/49,0.55,-101
2703033,IJ-156,15909,300,3,0,1,PC,FP75614/49,0.55,-100
2703033,IJ-156,15909,282,20,0,1,PC,FP75614/49,0.55,-100
2703033,IJ-156,15909,312,0,0,1,PC,FP75614/49,0.55,-99
2703033,IJ-156,15909,397,22,0,1,PC,FP75614/49,0.55,-99
2703033,IJ-156,15909,145,0,0,1,PC,FP75614/49,0.55,-98
2703033,IJ-156,15909,135,0,0,1,PC,FP75614/49,0.55,-97
2703033,IJ-156,15909,218,0,0,1,PC,FP75614/49,0.55,-97
2703033,IJ-156,15909,258,0,0,1,PC,FP75614/49,0.55,-96
2703033,IJ-156,15909,309,0,0,1,PC,FP75614/49,0.55,-96
2703033,IJ-156,15909,118,0,0,1,PC,FP75614/49,0.55,-96
2703033,IJ-156,15909,3,0,0,1,PC,FP75614/49,0.55,-94
2703033,IJ-156,15909,263,0,0,1,PC,FP75614/49,0.55,-94
2703033,IJ-156,15909,297,0,0,1,PC,FP75614/49,0.55,-93
2703033,IJ-156,15909,348,4,0,1,PC,FP75614/49,0.55,-93
2703033,IJ-156,15909,236,0,0,1,PC,FP75614/49,0.55,-92
2703033,IJ-156,15909,310,0,0,1,PC,FP75614/49,0.55,-92
2703033,IJ-156,15909,316,15,0,1,PC,FP75614/49,0.55,-92
2703033,IJ-156,15909,212,0,0,1,PC,FP75614/49,0.55,-89
2703033,IJ-156,15909,160,0,0,1,PC,FP75614/49,0.55,-91
2703033,IJ-156,15909,40,0,0,1,PC,FP75614/49,0.55,-90
2703033,IJ-156,15909,270,3,0,1,PC,FP75614/49,0.55,-90
2703033,IJ-156,15909,264,0,0,1,PC,FP75614/49,0.55,-89
2703033,IJ-156,15909,23,23,0,1,PC,FP75614/49,0.55,-89
2703033,IJ-156,15909,214,0,0,1,PC,FP75614/49,0.55,-88
2703033,IJ-156,15909,125,6,0,1,PC,FP75614/49,0.55,-88
2703033,IJ-156,15909,213,0,0,1,PC,FP75614/49,0.55,-88
2703033,IJ-156,15909,253,0,0,1,PC,FP75614/49,0.55,-87
2703033,IJ-156,15909,154,0,0,1,PC,FP75614/49,0.55,-82
2703033,IJ-156,15909,303,0,0,1,PC,FP75614/49,0.55,-81
2703033,IJ-156,15909,312,7,0,1,PC,FP75614/49,0.55,-81
2703033,IJ-156,15909,213,0,0,1,PC,FP75614/49,0.55,-80
2703033,IJ-156,15909,258,0,0,1,PC,FP75614/49,0.55,-79
2703033,IJ-156,15909,304,0,0,1,PC,FP75614/49,0.55,-78
2703033,IJ-156,15909,305,0,0,1,PC,FP75614/49,0.55,-75
2703033,IJ-156,15909,315,0,0,1,PC,FP75614/49,0.55,-74
2703033,IJ-156,15909,150,11,0,1,PC,FP75614/49,0.55,-74
2703032,IJ-156,15911,102,0,0,1,PC,FP75614/49,1.895,-106
2703032,IJ-156,15911,218,0,0,1,PC,FP75614/49,1.895,-104
2703032,IJ-156,15911,115,0,0,1,PC,FP75614/49,1.895,-103
2703032,IJ-156,15911,192,0,0,1,PC,FP75614/49,1.895,-103
2703032,IJ-156,15911,166,0,0,1,PC,FP75614/49,1.895,-103
2703820,IJ-156,15910,2,0,0,1,PC,FP75614/49,0.48,-103
2703820,IJ-156,15910,180,0,0,1,PC,FP75614/49,0.48,-102
2703820,IJ-156,15910,279,0,0,1,PC,FP75614/49,0.48,-102
2703820,IJ-156,15910,213,0,0,1,PC,FP75614/49,0.48,-96
2703820,IJ-156,15910,96,0,0,1,PC,FP75614/49,0.48,-95
2703820,IJ-156,15910,147,0,0,1,PC,FP75614/49,0.48,-95
2703820,IJ-156,15910,161,6,0,1,PC,FP75614/49,0.48,-95
2703820,IJ-156,15910,8,0,0,1,PC,FP75614/49,0.48,-94
