Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2698523,IJ-119,SA22836,732,13,0,5,PC,F424/50,5.214,-107
2698509,IJ-119,SA07373,1082,28,0,3,PC,F424/40 MARROM,6.99,-108
2698509,IJ-119,SA07373,1216,10,0,3,PC,F424/40 MARROM,6.99,-109
2698509,IJ-119,SA07373,1189,20,0,3,PC,F424/40 MARROM,6.99,-110
2698509,IJ-119,SA07373,1288,17,0,4,PC,F424/40 MARROM,9.32,-111
2698509,IJ-119,SA07373,1314,5,0,4,PC,F424/40 MARROM,6.34,-112
2698697,IJ-119,SA05883,0,1,0,1,PC,F424/40 MARROM,0.84,-113
2698697,IJ-119,SA05883,1191,10,0,3,PC,F424/40 MARROM,2.52,-114
2698697,IJ-119,SA05883,1400,2,0,4,PC,F424/40 MARROM,4.85,-115
2698697,IJ-119,SA05883,1269,22,0,4,PC,F424/40 MARROM,3.36,-116
2699021,IJ-119,SA05883,1425,3,0,3,PC,F424/40 MARROM,2.52,-117
2699837,IJ-119,SA05952,1396,8,0,5,PC,F424/40 MARROM,4.032,-118
2699837,IJ-119,SA05952,911,14,0,2,PC,F424/40 MARROM,1.568,-119
2699837,IJ-119,SA05952,275,0,0,1,PC,F424/40 MARROM,0.784,-120
2699969,IJ-119,SA18484,760,25,0,4,PC,MASSA F420/191,12.814,-121
2700072,IJ-119,SA13640,690,17,0,5,PC,MASSA F420/191,14.889999999999999,-122
2700072,IJ-119,SA13640,1012,18,0,3,PC,MASSA F420/191,5.742,-123
2700072,IJ-119,SA13640,1198,14,0,3,PC,MASSA F420/191,5.742,-124
2700072,IJ-119,SA13640,1136,8,0,4,PC,MASSA F420/191,6.2780000000000005,-125
2700264,IJ-119,SA05353,794,1,0,3,PC,MASSA F420/191,3.343,-126
2700193,IJ-119,SA05775,250,21,0,2,PC,MASSA F420/191,1.786,-127
2700193,IJ-119,SA05775,1224,20,0,4,PC,MASSA F420/191,3.7359999999999998,-128
2700323,IJ-119,SA04247,1374,10,0,3,PC,MASSA F420/191,2.925,-129
2700323,IJ-119,SA04247,1416,0,0,3,PC,MASSA F420/191,2.925,-130
2700323,IJ-119,SA04247,1404,6,0,3,PC,MASSA F420/191,2.925,-131
2700323,IJ-119,SA04247,1362,10,0,4,PC,MASSA F420/191,3.9,-132
2700323,IJ-119,SA04247,846,3,0,2,PC,MASSA F420/191,1.95,-133
2700323,IJ-119,SA04247,289,5,0,2,PC,MASSA F420/191,1.95,-134
2700118,IJ-119,SA05776,1191,37,0,3,PC,MASSA F403/32,6.75,-135
2700118,IJ-119,SA05776,1283,14,0,3,PC,MASSA F403/32,6.75,-136
2700118,IJ-119,SA05776,1164,16,0,4,PC,MASSA F403/32,10.704,-137
2699832,IJ-119,SA08396,813,54,0,3,PC,MASSA F420/96,11.862,-138
2699832,IJ-119,SA08396,1140,15,0,4,PC,MASSA F420/96,15.816,-139
2699832,IJ-119,SA08396,766,13,0,2,PC,MASSA F420/96,7.908,-140
2699832,IJ-119,SA08396,265,2,0,2,PC,MASSA F420/96,7.908,-141
2700832,IJ-119,SA05941,1001,22,0,6,PC,MASSA F403/32,8.765,-142
2701102,IJ-119,SA02871,1163,35,0,3,PC,MASSA F420/95,5.439,-143
2701102,IJ-119,SA02871,1091,32,0,3,PC,MASSA F420/95,5.439,-144
2701102,IJ-119,SA02871,1035,13,0,4,PC,MASSA F420/95,9.137,-145
2701384,IJ-119,SA08322,1074,24,0,5,PC,MASSA F403/32,14.175999999999998,-146
2701810,IJ-119,SA05995,730,19,0,3,PC,MASSA F420/191,5.409,-147
2701810,IJ-119,SA05995,357,0,0,3,PC,MASSA F420/191,2.667,-148
2701810,IJ-119,SA05995,1421,1,0,4,PC,MASSA F420/191,2.975,-149
2701821,IJ-119,SA05439,886,22,0,3,PC,MASSA F403/32,0.9239999999999999,-150
2701821,IJ-119,SA05439,1075,37,0,3,PC,MASSA F403/32,0.9239999999999999,-151
2701821,IJ-119,SA05439,852,54,0,3,PC,MASSA F403/32,0.9239999999999999,-152
2701821,IJ-119,SA05439,1073,21,0,4,PC,MASSA F403/32,1.232,-153
2701821,IJ-119,SA05439,454,0,0,1,PC,MASSA F403/32,0.308,-154
2701821,IJ-119,SA05439,244,0,0,2,PC,MASSA F403/32,0.616,-155
2701821,IJ-119,SA05439,991,52,0,3,PC,MASSA F403/32,3.1959999999999997,-156
2701850,IJ-119,SA05969,798,60,0,5,PC,F424/40 MARROM,16.868000000000002,-157
2702034,IJ-119,SA14419,879,13,0,4,PC,F424/40 MARROM,10.146,-158
2627213,IJ-119,SA05075,1403,8,0,4,PC,MASSA F420/95,6.8469999999999995,-159
2702278,IJ-119,SA02580,1082,14,0,6,PC,N-142/67,8.776,-160
2702278,IJ-119,SA02580,94,3,0,2,PC,N-142/67,0.8,-161
2702278,IJ-119,SA02580,121,0,0,2,PC,N-142/67,0.8,-162
2702300,IJ-119,SA07373,983,41,0,3,PC,F424/40 MARROM,6.99,-163
2700938,IJ-119,SA05883,1346,10,0,3,PC,F424/40 MARROM,2.52,-164
2702453,IJ-119,SA02580,1390,4,0,4,PC,N-142/67,2.92,-165
2702453,IJ-119,SA02580,1488,17,0,3,PC,N-142/67,1.2000000000000002,-166
2702515,IJ-119,SA05936,1114,12,0,4,PC,F424/40 MARROM,6.95,-167
2702300,IJ-119,SA07373,419,7,0,1,PC,F424/40 MARROM,2.33,-168
2702351,IJ-119,SA01981,305,0,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,8.9,-169
2702300,IJ-119,SA07373,982,16,0,3,PC,F424/40 MARROM,6.99,-170
2702300,IJ-119,SA07373,1327,23,0,3,PC,F424/40 MARROM,6.99,-171
2702300,IJ-119,SA07373,1432,4,0,3,PC,F424/40 MARROM,6.99,-172
2702300,IJ-119,SA07373,1323,20,0,3,PC,F424/40 MARROM,6.99,-173
2702300,IJ-119,SA07373,1286,17,0,4,PC,F424/40 MARROM,10.054,-174
2702939,IJ-119,SA05968,740,1,0,2,PC,F424/40 MARROM,5.394,-175
2702939,IJ-119,SA05968,148,38,0,3,PC,F424/40 MARROM,8.091000000000001,-176
2703450,IJ-119,SA05883,1179,14,0,5,PC,F424/40 MARROM,6.057,-177
2703450,IJ-119,SA05883,1403,9,0,3,PC,F424/40 MARROM,2.52,-178
2703450,IJ-119,SA05883,1440,3,0,3,PC,F424/40 MARROM,2.52,-179
2703450,IJ-119,SA05883,1336,30,0,4,PC,F424/40 MARROM,3.389,-180
2703592,IJ-119,SA05965,1221,21,0,5,PC,F424/40 MARROM,4.345,-181
2703701,IJ-119,SA05973,526,3,0,3,PC,F424/40 MARROM,5.223,-182
2703699,IJ-119,SA05953,251,13,0,2,PC,F424/40 MARROM,4.354,-183
2703699,IJ-119,SA05953,1195,18,0,3,PC,F424/40 MARROM,6.531000000000001,-184
2703700,IJ-119,SA05955,596,42,0,4,PC,MASSA F420/191,9.434000000000001,-185
2703700,IJ-119,SA05955,745,46,0,4,PC,MASSA F420/191,8.129999999999999,-186
2704099,IJ-119,SA05936,1145,29,0,3,PC,F424/40 MARROM,2.56,-187
2703701,IJ-119,SA05973,1151,21,0,6,PC,F424/40 MARROM,5.715,-188
2703636,IJ-119,SA05952,679,23,0,2,PC,F424/40 MARROM,1.568,-189
