Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698676,IJ-121,SA00497,1398,51,0,5,PC,N148/18,11.17,1398,51,0,5,11.17,-92
2698668,IJ-121,SA02020,1626,1,0,3,PC,N148/18,6.540000000000001,3024,52,0,8,17.71,-93
2698764,IJ-121,SA01556,1559,4,0,4,PC,N148/18,5.25,4583,56,0,12,22.96,-94
2698764,IJ-121,SA01556,1590,26,0,3,PC,N148/18,1.335,6173,82,0,15,24.295,-96
2698764,IJ-121,SA01556,156,8,0,2,PC,N148/18,0.89,6329,90,0,17,25.185000000000002,-98
2699277,IJ-121,SA08320,1169,14,0,4,PC,N148/18,5.53,7498,104,0,21,30.715000000000003,-99
2699277,IJ-121,SA08320,1511,3,0,4,PC,N148/18,4.59,9009,107,0,25,35.30500000000001,-100
2699532,IJ-121,SA00793,1532,2,0,4,PC,N148/18,3.3,10541,109,0,29,38.605000000000004,-101
2699617,IJ-121,SA05339,1577,9,0,4,PC,N148/18,2.46,12118,118,0,33,41.065000000000005,-102
2699730,IJ-121,SA02415,1558,17,0,4,PC,N148/18,2.693,13676,135,0,37,43.758,-103
2699850,IJ-121,SA07091,393,4,0,1,PC,N148/18,0.842,14069,139,0,38,44.6,-105
2699850,IJ-121,SA07091,1609,0,0,4,PC,N148/18,3.224,15678,139,0,42,47.824,-106
2699964,IJ-121,SA01980,1613,1,0,4,PC,N148/18,2.76,17291,140,0,46,50.583999999999996,-107
2699964,IJ-121,SA01980,645,4,0,3,PC,N148/18,1.6600000000000001,17936,144,0,49,52.244,-108
2699965,IJ-121,SA00775,907,8,0,5,PC,N148/18,4.423,18843,152,0,54,56.667,-109
2700228,IJ-121,SA03392,1357,6,0,4,PC,N148/18,1.68,20200,158,0,58,58.347,-110
2700362,IJ-121,SA02420,336,13,0,2,PC,N148/18,0.47,20536,171,0,60,58.817,-112
2700362,IJ-121,SA02420,1494,32,0,4,PC,N148/18,1.605,22030,203,0,64,60.422,-113
2700327,IJ-121,SA01834,1496,26,0,4,PC,N148/18,2.7,23526,229,0,68,63.122,-114
2700327,IJ-121,SA01834,1428,10,0,5,PC,N148/18,3.864,24954,239,0,73,66.986,-115
2700512,IJ-121,13444,1431,41,0,4,PC,N144/85,1.037,26385,280,0,77,68.02300000000001,-116
2700512,IJ-121,13444,1568,20,0,5,PC,N144/85,2.084,27953,300,0,82,70.10700000000001,-117
2700610,IJ-121,SA02371,395,24,0,2,PC,N148/18,0.37,28348,324,0,84,70.47700000000002,-119
