Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Manutencao
2698505,IJ-134,SA05029,941.0,15.0,0,3,PC,N146/9,7.018,-86
2697115,IJ-134,11974,487.0,6.0,0,3,PC,N-158/3,9.462,-87
2697115,IJ-134,11974,1178.0,2.0,0,3,PC,N-158/3,9.462,-88
2697115,IJ-134,11974,825.0,5.0,0,2,PC,N-158/3,6.308,-89
2697115,IJ-134,11974,884.0,23.0,0,3,PC,N-158/3,9.462,-90
2697115,IJ-134,11974,256.0,1.0,0,1,PC,N-158/3,3.154,-92
2698664,IJ-134,SA02483,1041.0,17.0,0,3,PC,N148/18,5.242,-93
2698664,IJ-134,SA02483,1286.0,10.0,0,3,PC,N148/18,3.132,-94
2698664,IJ-134,SA02483,1305.0,8.0,0,3,PC,N148/18,3.132,-95
2698664,IJ-134,SA02483,1233.0,15.0,0,5,PC,N148/18,4.513999999999999,-96
2699727,IJ-134,SA02675,1289.0,0.0,0,3,PC,N148/18,3.24,-97
2699727,IJ-134,SA02675,313.0,2.0,0,1,PC,N148/18,1.08,-99
2699842,IJ-134,SA02910,1232.0,22.0,0,3,PC,N148/18,2.21,-100
2699958,IJ-134,SA02026,670.0,46.0,0,5,PC,N148/18,7.1899999999999995,-101
2699959,IJ-134,SA00421,1057.0,4.0,0,3,PC,N-142/67,2.4899999999999998,-102
2700111,IJ-134,SA07425,701.0,3.0,0,4,PC,N-142/67,3.26,-103
2700111,IJ-134,SA07425,1160.0,0.0,0,3,PC,N-142/67,2.4000000000000004,-104
2700111,IJ-134,SA07425,243.0,5.0,0,1,PC,N-142/67,0.8,-106
2700111,IJ-134,SA07425,1319.0,7.0,0,4,PC,N-142/67,3.455,-107
2700112,IJ-134,SA07028,937.0,43.0,0,4,PC,P250/14,3.81,-108
2699386,IJ-134,SA05889,870.0,0.0,0,5,PC,P250/14,6.727,-109
2700511,IJ-134,SA02673,1078.0,24.0,0,4,PC,N148/18,9.2,-110
2700552,IJ-134,SA07170,1255.0,20.0,0,5,PC,N148/18,3.94,-111
2700552,IJ-134,SA07170,317.0,10.0,0,1,PC,N148/18,0.41,-113
2700552,IJ-134,SA07170,867.0,43.0,0,4,PC,N148/18,3.404,-114
2700572,IJ-134,SA07169,1102.0,21.0,0,3,PC,P250/14,4.62,-115
2700733,IJ-134,SA07281,926.0,34.0,0,4,PC,N148/18,11.22,-116
2700733,IJ-134,SA07281,1212.0,7.0,0,3,PC,N148/18,12.21,-117
2700810,IJ-134,SA02305,825.0,0.0,0,5,PC,N148/18,6.390000000000001,-118
2700810,IJ-134,SA02305,179.0,2.0,0,2,PC,N148/18,3.0500000000000003,-120
2700830,IJ-134,SA02629,1006.0,19.0,0,3,PC,MASSA F403/32,7.41,-121
2700830,IJ-134,SA02629,1133.0,33.0,0,3,PC,MASSA F403/32,7.41,-122
2700830,IJ-134,SA02629,451.0,6.0,0,2,PC,MASSA F403/32,4.94,-123
2700830,IJ-134,SA02629,949.0,9.0,0,3,PC,MASSA F403/32,7.41,-124
