Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698620,IJ-138,SA25229,279,34,0,2,PC,P250/14,1.263,279,34,0,2,1.263,-72
2697312,IJ-138,SA15239,478,0,0,2,PC,P250/14,0.972,757,34,0,4,2.235,-73
2697312,IJ-138,SA15239,661,25,0,3,PC,P250/14,1.589,1418,59,0,7,3.824,-74
2697318,IJ-138,SA05213,423,12,0,3,PC,P250/14,2.024,1841,71,0,10,5.848,-75
2697504,IJ-138,SA05155,443,22,0,5,PC,P250/14,7.484,2284,93,0,15,13.332,-76
2697504,IJ-138,SA05155,309,5,0,1,PC,P250/14,1.968,2593,98,0,16,15.3,-77
2697504,IJ-138,SA05155,281,21,0,2,PC,P250/14,3.936,2874,119,0,18,19.236,-79
2697504,IJ-138,SA05155,967,22,0,3,PC,P250/14,5.904,3841,141,0,21,25.14,-80
2697504,IJ-138,SA05155,891,16,0,3,PC,P250/14,5.904,4732,157,0,24,31.044,-81
2699308,IJ-138,SA05155,863,40,0,5,PC,P250/14,5.0760000000000005,5595,197,0,29,36.120000000000005,-82
2699806,IJ-138,SA05214,899,33,0,4,PC,P250/14,5.234,6494,230,0,33,41.354000000000006,-83
2699809,IJ-138,SA05213,477,21,0,3,PC,P250/14,2.8520000000000003,6971,251,0,36,44.206,-84
2699809,IJ-138,SA05213,253,0,0,2,PC,P250/14,1.234,7224,251,0,38,45.440000000000005,-85
2699809,IJ-138,SA05213,795,17,0,2,PC,P250/14,1.234,8019,268,0,40,46.67400000000001,-86
2699784,IJ-138,SA25367,757,3,0,3,PC,P250/14,6.825,8776,271,0,43,53.49900000000001,-87
2700123,IJ-138,SA05740,649,9,0,5,PC,P250/14,10.75,9425,280,0,48,64.24900000000001,-88
2700121,IJ-138,SA08041,711,59,0,4,PC,P250/14,5.27,10136,339,0,52,69.519,-89
2699324,IJ-138,SA15239,429,18,0,4,PC,P250/14,3.408,10565,357,0,56,72.927,-90
2699324,IJ-138,SA15239,56,0,0,1,PC,P250/14,0.486,10621,357,0,57,73.41300000000001,-91
2699324,IJ-138,SA15239,148,2,0,2,PC,P250/14,0.972,10769,359,0,59,74.385,-92
2699324,IJ-138,SA15239,673,19,0,3,PC,P250/14,2.04,11442,378,0,62,76.42500000000001,-93
2699809,IJ-138,SA05213,424,75,0,3,PC,P250/14,2.011,11866,453,0,65,78.436,-94
2699809,IJ-138,SA05213,590,0,0,3,PC,P250/14,3.883,12456,453,0,68,82.319,-95
2699809,IJ-138,SA05213,537,8,0,3,PC,P250/14,2.867,12993,461,0,71,85.186,-96
2699809,IJ-138,SA05213,418,6,0,3,PC,P250/14,2.269,13411,467,0,74,87.45500000000001,-97
2699808,IJ-138,SA25535,11,0,0,1,PC,P250/14,0.826,13422,467,0,75,88.281,-98
2699808,IJ-138,SA25535,130,6,0,1,PC,P250/14,0.826,13552,473,0,76,89.107,-99
2699808,IJ-138,SA25535,778,7,0,4,PC,P250/14,6.5520000000000005,14330,480,0,80,95.659,-100
2699784,IJ-138,SA25367,123,0,0,1,PC,P250/14,2.45,14453,480,0,81,98.10900000000001,-101
2699784,IJ-138,SA25367,623,0,0,3,PC,P250/14,7.3500000000000005,15076,480,0,84,105.459,-102
2699784,IJ-138,SA25367,661,47,0,4,PC,P250/14,11.65,15737,527,0,88,117.10900000000001,-103
2699558,IJ-138,SA25368,389,17,0,4,PC,P250/14,17.2,16126,544,0,92,134.309,-104
2699558,IJ-138,SA25368,15,0,0,1,PC,P250/14,4.3,16141,544,0,93,138.609,-105
2699558,IJ-138,SA25368,26,0,0,2,PC,P250/14,8.6,16167,544,0,95,147.209,-106
2700973,IJ-138,SA05155,869,62,0,3,PC,P250/14,5.904,17036,606,0,98,153.113,-107
2700973,IJ-138,SA05155,783,21,0,3,PC,P250/14,5.904,17819,627,0,101,159.017,-108
2700974,IJ-138,SA05213,692,2,0,5,PC,P250/14,5.55,18511,629,0,106,164.567,-109
2701599,IJ-138,13661,727,6,0,3,PC,N-142/44,1.1400000000000001,19238,635,0,109,165.707,-110
