Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2696936,IJ-136,15911,567,12,0,2,PC,FP75614/49,3.79,567,12,0,2,3.79,-9
2696936,IJ-136,15911,679,6,0,3,PC,FP75614/49,5.6850000000000005,1246,18,0,5,9.475000000000001,-10
2696936,IJ-136,15911,740,21,0,3,PC,FP75614/49,5.6850000000000005,1986,39,0,8,15.160000000000002,-11
2696936,IJ-136,15911,402,9,0,2,PC,FP75614/49,3.79,2388,48,0,10,18.950000000000003,-12
2696936,IJ-136,15911,595,18,0,3,PC,FP75614/49,5.6850000000000005,2983,66,0,13,24.635000000000005,-13
2696936,IJ-136,15911,406,10,0,3,PC,FP75614/49,5.6850000000000005,3389,76,0,16,30.320000000000007,-16
2699233,IJ-136,15911,584,10,0,4,PC,FP75614/49,7.58,3973,86,0,20,37.900000000000006,-17
2699233,IJ-136,15911,585,2,0,2,PC,FP75614/49,3.79,4558,88,0,22,41.690000000000005,-18
2699233,IJ-136,15911,435,0,0,2,PC,FP75614/49,3.79,4993,88,0,24,45.480000000000004,-19
2699233,IJ-136,15911,219,9,0,1,PC,FP75614/49,1.895,5212,97,0,25,47.37500000000001,-20
2699233,IJ-136,15911,560,7,0,2,PC,FP75614/49,3.79,5772,104,0,27,51.165000000000006,-23
2699233,IJ-136,15911,585,5,0,2,PC,FP75614/49,3.79,6357,109,0,29,54.955000000000005,-24
2699233,IJ-136,15911,534,4,0,2,PC,FP75614/49,3.79,6891,113,0,31,58.745000000000005,-25
2699233,IJ-136,15911,478,10,0,2,PC,FP75614/49,3.79,7369,123,0,33,62.535000000000004,-26
2699233,IJ-136,15911,600,0,0,2,PC,FP75614/49,3.79,7969,123,0,35,66.325,-27
2699233,IJ-136,15911,343,7,0,2,PC,FP75614/49,3.79,8312,130,0,37,70.11500000000001,-28
2699233,IJ-136,15911,168,9,0,1,PC,FP75614/49,1.895,8480,139,0,38,72.01,-30
2699233,IJ-136,15911,43,0,0,1,PC,FP75614/49,1.895,8523,139,0,39,73.905,-31
2699233,IJ-136,15911,292,0,0,3,PC,FP75614/49,2.995,8815,139,0,42,76.9,-32
2699231,IJ-136,15909,639,4,0,2,PC,FP75614/49,1.1,9454,143,0,44,78.0,-33
2699231,IJ-136,15909,623,0,0,2,PC,FP75614/49,1.1,10077,143,0,46,79.1,-34
2699231,IJ-136,15909,473,3,0,2,PC,FP75614/49,1.1,10550,146,0,48,80.19999999999999,-37
2699231,IJ-136,15909,647,2,0,2,PC,FP75614/49,1.1,11197,148,0,50,81.29999999999998,-38
2699231,IJ-136,15909,304,4,0,1,PC,FP75614/49,0.55,11501,152,0,51,81.84999999999998,-39
2699231,IJ-136,15909,185,0,0,1,PC,FP75614/49,0.55,11686,152,0,52,82.39999999999998,-45
2699231,IJ-136,15909,352,13,0,2,PC,FP75614/49,1.1,12038,165,0,54,83.49999999999997,-46
2699231,IJ-136,15909,537,3,0,2,PC,FP75614/49,1.1,12575,168,0,56,84.59999999999997,-47
2701100,IJ-136,15911,555,0,0,3,PC,FP75614/49,2.995,13130,168,0,59,87.59499999999997,-48
2701100,IJ-136,15911,367,28,0,2,PC,FP75614/49,3.79,13497,196,0,61,91.38499999999998,-49
2701100,IJ-136,15911,112,0,0,1,PC,FP75614/49,1.895,13609,196,0,62,93.27999999999997,-50
2701100,IJ-136,15911,691,35,0,3,PC,FP75614/49,5.6850000000000005,14300,231,0,65,98.96499999999997,-51
2701100,IJ-136,15911,437,5,0,2,PC,FP75614/49,3.79,14737,236,0,67,102.75499999999998,-52
