Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698588,IJ-122,SA02696,747,43,0,5,PC,MASSA F420/95,17.712000000000003,747,43,0,5,17.712000000000003,-93
2698693,IJ-122,12558,1167,29,0,4,PC,MASSA F420/134,1.424,1914,72,0,9,19.136000000000003,-94
2698694,IJ-122,SA02558,1096,25,0,4,PC,MASSA F420/95,1.424,3010,97,0,13,20.560000000000002,-95
2698694,IJ-122,SA02558,2,0,0,1,PC,MASSA F420/95,0.356,3012,97,0,14,20.916000000000004,-96
2698797,IJ-122,SA05269,1206,20,0,4,PC,MASSA F403/32,1.544,4218,117,0,18,22.460000000000004,-97
2698797,IJ-122,SA05269,340,10,0,2,PC,MASSA F403/32,0.736,4558,127,0,20,23.196000000000005,-99
2698797,IJ-122,SA05269,852,10,0,3,PC,MASSA F403/32,1.104,5410,137,0,23,24.300000000000004,-100
2698797,IJ-122,SA05269,1431,6,0,3,PC,MASSA F403/32,1.104,6841,143,0,26,25.404000000000003,-101
2699711,IJ-122,SA02697,1043,27,0,6,PC,F424/40 MARROM,16.04,7884,170,0,32,41.444,-102
2699711,IJ-122,SA02697,756,17,0,4,PC,F424/40 MARROM,15.058,8640,187,0,36,56.502,-103
2699729,IJ-122,SA05304,925,37,0,4,PC,F424/40 MARROM,7.638999999999999,9565,224,0,40,64.141,-104
2699846,IJ-122,SA05029,312,3,0,3,PC,N146/9,3.08,9877,227,0,43,67.221,-106
2699847,IJ-122,SA07033,1274,33,0,4,PC,N146/9,2.84,11151,260,0,47,70.061,-107
2699847,IJ-122,SA07033,1243,33,0,4,PC,N146/9,3.834,12394,293,0,51,73.89500000000001,-108
2700116,IJ-122,SA05055,1260,15,0,4,PC,MASSA F420/95,5.421,13654,308,0,55,79.31600000000002,-109
2699962,IJ-122,SA02794,1005,32,0,5,PC,MASSA F403/32,7.71,14659,340,0,60,87.02600000000001,-110
2699962,IJ-122,SA02794,1283,19,0,3,PC,MASSA F403/32,1.53,15942,359,0,63,88.55600000000001,-111
2699962,IJ-122,SA02794,340,5,0,2,PC,MASSA F403/32,1.02,16282,364,0,65,89.57600000000001,-113
2700269,IJ-122,SA02556,1029,33,0,5,PC,MASSA F420/95,5.37,17311,397,0,70,94.94600000000001,-114
2700269,IJ-122,SA02556,609,71,0,3,PC,MASSA F420/95,3.96,17920,468,0,73,98.906,-115
2700269,IJ-122,SA02556,795,31,0,5,PC,MASSA F420/95,6.640000000000001,18715,499,0,78,105.546,-116
2700269,IJ-122,SA02556,1280,13,0,3,PC,MASSA F420/95,3.96,19995,512,0,81,109.506,-117
2700269,IJ-122,SA02556,1353,6,0,3,PC,MASSA F420/95,3.96,21348,518,0,84,113.466,-118
2700269,IJ-122,SA02556,193,0,0,3,PC,MASSA F420/95,3.96,21541,518,0,87,117.42599999999999,-120
2700269,IJ-122,SA02556,1115,28,0,4,PC,MASSA F420/95,8.49,22656,546,0,91,125.91599999999998,-121
2700672,IJ-122,SA05246,1209,48,0,5,PC,MASSA F420/95,5.241,23865,594,0,96,131.15699999999998,-122
