Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698505,IJ-134,SA05029,941.0,15.0,0,3,PC,N146/9,7.018,941.0,15.0,0,3,7.018,-86
2697115,IJ-134,11974,487.0,6.0,0,3,PC,N-158/3,9.462,1428.0,21.0,0,6,16.48,-87
2697115,IJ-134,11974,1178.0,2.0,0,3,PC,N-158/3,9.462,2606.0,23.0,0,9,25.942,-88
2697115,IJ-134,11974,825.0,5.0,0,2,PC,N-158/3,6.308,3431.0,28.0,0,11,32.25,-89
2697115,IJ-134,11974,884.0,23.0,0,3,PC,N-158/3,9.462,4315.0,51.0,0,14,41.712,-90
2697115,IJ-134,11974,256.0,1.0,0,1,PC,N-158/3,3.154,4571.0,52.0,0,15,44.866,-92
2698664,IJ-134,SA02483,1041.0,17.0,0,3,PC,N148/18,5.242,5612.0,69.0,0,18,50.108,-93
2698664,IJ-134,SA02483,1286.0,10.0,0,3,PC,N148/18,3.132,6898.0,79.0,0,21,53.239999999999995,-94
2698664,IJ-134,SA02483,1305.0,8.0,0,3,PC,N148/18,3.132,8203.0,87.0,0,24,56.37199999999999,-95
2698664,IJ-134,SA02483,1233.0,15.0,0,5,PC,N148/18,4.513999999999999,9436.0,102.0,0,29,60.885999999999996,-96
2699727,IJ-134,SA02675,1289.0,0.0,0,3,PC,N148/18,3.24,10725.0,102.0,0,32,64.12599999999999,-97
2699727,IJ-134,SA02675,313.0,2.0,0,1,PC,N148/18,1.08,11038.0,104.0,0,33,65.20599999999999,-99
2699842,IJ-134,SA02910,1232.0,22.0,0,3,PC,N148/18,2.21,12270.0,126.0,0,36,67.41599999999998,-100
2699958,IJ-134,SA02026,670.0,46.0,0,5,PC,N148/18,7.1899999999999995,12940.0,172.0,0,41,74.60599999999998,-101
2699959,IJ-134,SA00421,1057.0,4.0,0,3,PC,N-142/67,2.4899999999999998,13997.0,176.0,0,44,77.09599999999998,-102
2700111,IJ-134,SA07425,701.0,3.0,0,4,PC,N-142/67,3.26,14698.0,179.0,0,48,80.35599999999998,-103
2700111,IJ-134,SA07425,1160.0,0.0,0,3,PC,N-142/67,2.4000000000000004,15858.0,179.0,0,51,82.75599999999999,-104
2700111,IJ-134,SA07425,243.0,5.0,0,1,PC,N-142/67,0.8,16101.0,184.0,0,52,83.55599999999998,-106
2700111,IJ-134,SA07425,1319.0,7.0,0,4,PC,N-142/67,3.455,17420.0,191.0,0,56,87.01099999999998,-107
2700112,IJ-134,SA07028,937.0,43.0,0,4,PC,P250/14,3.81,18357.0,234.0,0,60,90.82099999999998,-108
2699386,IJ-134,SA05889,870.0,0.0,0,5,PC,P250/14,6.727,19227.0,234.0,0,65,97.54799999999999,-109
2700511,IJ-134,SA02673,1078.0,24.0,0,4,PC,N148/18,9.2,20305.0,258.0,0,69,106.74799999999999,-110
2700552,IJ-134,SA07170,1255.0,20.0,0,5,PC,N148/18,3.94,21560.0,278.0,0,74,110.68799999999999,-111
2700552,IJ-134,SA07170,317.0,10.0,0,1,PC,N148/18,0.41,21877.0,288.0,0,75,111.09799999999998,-113
2700552,IJ-134,SA07170,867.0,43.0,0,4,PC,N148/18,3.404,22744.0,331.0,0,79,114.50199999999998,-114
2700572,IJ-134,SA07169,1102.0,21.0,0,3,PC,P250/14,4.62,23846.0,352.0,0,82,119.12199999999999,-115
2700733,IJ-134,SA07281,926.0,34.0,0,4,PC,N148/18,11.22,24772.0,386.0,0,86,130.34199999999998,-116
