Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698589,IJ-129,12336,1266,24,0,3,PC,N-110/2,2.04,1266,24,0,3,2.04,-92
2698066,IJ-129,SA07169,1265,4,0,5,PC,P250/14,5.98,2531,28,0,8,8.02,-93
2698066,IJ-129,SA07169,1247,17,0,3,PC,P250/14,4.62,3778,45,0,11,12.64,-94
2698066,IJ-129,SA07169,2,0,0,1,PC,P250/14,1.54,3780,45,0,12,14.18,-95
2698838,IJ-129,SA07451,1232,23,0,4,PC,P250/14,2.56,5012,68,0,16,16.74,-96
2698838,IJ-129,SA07451,324,11,0,2,PC,P250/14,0.68,5336,79,0,18,17.419999999999998,-98
2698796,IJ-129,SA05198,663,17,0,3,PC,MASSA F420/95,1.58,5999,96,0,21,19.0,-99
2698796,IJ-129,SA05198,925,31,0,3,PC,MASSA F420/95,2.7,6924,127,0,24,21.7,-100
2698796,IJ-129,SA05198,1114,35,0,5,PC,MASSA F420/95,15.580000000000002,8038,162,0,29,37.28,-101
2699711,IJ-129,SA02697,1209,24,0,4,PC,F424/40 MARROM,19.48,9247,186,0,33,56.760000000000005,-102
2699711,IJ-129,SA02697,701,11,0,4,PC,F424/40 MARROM,12.849,9948,197,0,37,69.60900000000001,-103
2699735,IJ-129,SA02556,168,27,0,2,PC,MASSA F420/95,2.64,10116,224,0,39,72.24900000000001,-105
2699735,IJ-129,SA02556,470,31,0,2,PC,MASSA F420/95,2.64,10586,255,0,41,74.88900000000001,-106
2699844,IJ-129,17880,739,89,0,6,PC,MASSA F420/95,8.39,11325,344,0,47,83.27900000000001,-107
2699153,IJ-129,SA17439,1206,18,0,4,PC,MASSA F420/201,11.268,12531,362,0,51,94.54700000000001,-108
2700207,IJ-129,SA07439,1031,39,0,4,PC,MASSA F420/191,19.387999999999998,13562,401,0,55,113.935,-109
2699148,IJ-129,17395,708,44,0,3,PC,N144/83,9.01,14270,445,0,58,122.94500000000001,-110
2699148,IJ-129,17395,289,16,0,2,PC,N144/83,2.7,14559,461,0,60,125.64500000000001,-112
2699155,IJ-129,SA17375,1068,28,0,4,PC,N144/83,6.588,15627,489,0,64,132.233,-113
2699118,IJ-129,SA08339,640,77,0,4,PC,N-142/67,6.087,16267,566,0,68,138.32,-114
2699159,IJ-129,18339,1039,40,0,4,PC,N-142/44,5.524,17306,606,0,72,143.844,-115
2700506,IJ-129,SA00269,740,37,0,5,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,6.541,18046,643,0,77,150.385,-116
2700568,IJ-129,SA02069,474,57,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,16.12,18520,700,0,81,166.505,-117
2700568,IJ-129,SA02069,120,0,0,3,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,14.82,18640,700,0,84,181.325,-119
2700554,IJ-129,SA01945,1315,41,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,11.84,19955,741,0,88,193.165,-120
2700507,IJ-129,SA01810,1279,20,0,3,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,4.8999999999999995,21234,761,0,91,198.065,-121
2700687,IJ-129,SA02842,1357,6,0,4,PC,MASSA F403/32,3.16,22591,767,0,95,201.225,-122
2700556,IJ-129,SA05091,1013,45,0,4,PC,MASSA F420/191,9.395,23604,812,0,99,210.62,-123
2700556,IJ-129,SA05091,590,68,0,6,PC,MASSA F420/191,24.012,24194,880,0,105,234.632,-124
2700737,IJ-129,SA02529,139,28,0,2,PC,F424/40 MARROM,2.814,24333,908,0,107,237.446,-126
2700737,IJ-129,SA02529,780,33,0,5,PC,F424/40 MARROM,20.887,25113,941,0,112,258.33299999999997,-127
2701078,IJ-129,SA07169,881,31,0,3,PC,P250/14,4.62,25994,972,0,115,262.953,-128
2701078,IJ-129,SA07169,1142,48,0,3,PC,P250/14,4.62,27136,1020,0,118,267.573,-129
