Cód. Ordem,Cód. Recurso,Cód. Produto,Qtd. Produzida,Qtd. Refugada,Qtd. Retrabalhada,Fator Un.,Cód. Un.,Descrição da massa (Composto),Consumo de massa no item em (Kg/100pçs),Qtd. Produzida Acumulada Total,Qtd. Refugada Acumulada Total,Qtd. Retrabalhada Acumulada Total,Fator Un. Acumulado Total,Consumo de massa no item em (Kg/100pçs) Acumulado Total,Manutencao
2698570,IJ-118,SA02871,960,68,0,4,PC,MASSA F420/95,4.966,960,68,0,4,4.966,-106
2698583,IJ-118,SA07021,862,48,0,4,PC,P250/14,2.8360000000000003,1822,116,0,8,7.8020000000000005,-107
2696652,IJ-118,29634,983,42,0,3,PC,N-184/2,2.4779999999999998,2805,158,0,11,10.280000000000001,-108
2696652,IJ-118,29634,1005,11,0,3,PC,N-184/2,2.4779999999999998,3810,169,0,14,12.758000000000001,-109
2696652,IJ-118,29634,1013,25,0,4,PC,N-184/2,3.304,4823,194,0,18,16.062,-110
2696652,IJ-118,29634,367,10,0,1,PC,N-184/2,0.826,5190,204,0,19,16.888,-111
2696652,IJ-118,29634,200,10,0,2,PC,N-184/2,1.652,5390,214,0,21,18.540000000000003,-112
2696652,IJ-118,29634,796,10,0,4,PC,N-184/2,3.738,6186,224,0,25,22.278000000000002,-113
2698792,IJ-118,SA07395,1020,91,0,3,PC,N148/18,3.7800000000000002,7206,315,0,28,26.058000000000003,-114
2698792,IJ-118,SA07395,1136,22,0,4,PC,N148/18,3.48,8342,337,0,32,29.538000000000004,-115
2699647,IJ-118,SA05780,1088,43,0,5,PC,P250/14,3.91,9430,380,0,37,33.44800000000001,-116
2699649,IJ-118,SA02961,834,44,0,4,PC,P250/14,5.44,10264,424,0,41,38.888000000000005,-117
2699649,IJ-118,SA02961,852,10,0,2,PC,P250/14,2.72,11116,434,0,43,41.608000000000004,-118
2699649,IJ-118,SA02961,283,4,0,1,PC,P250/14,1.36,11399,438,0,44,42.968,-119
2699649,IJ-118,SA02961,978,68,0,4,PC,P250/14,8.120000000000001,12377,506,0,48,51.08800000000001,-120
2699012,IJ-118,SA07320,1015,60,0,4,PC,P250/14,10.8,13392,566,0,52,61.888000000000005,-121
2699012,IJ-118,SA07320,1049,45,0,4,PC,P250/14,6.582000000000001,14441,611,0,56,68.47,-122
2700115,IJ-118,SA07539,1257,17,0,4,PC,P248/40,2.338,15698,628,0,60,70.80799999999999,-123
2700115,IJ-118,SA07539,1354,14,0,4,PC,P248/40,2.26,17052,642,0,64,73.068,-124
2700115,IJ-118,SA07539,441,7,0,2,PC,P248/40,1.13,17493,649,0,66,74.198,-125
2700115,IJ-118,SA07539,70,15,0,2,PC,P248/40,1.13,17563,664,0,68,75.32799999999999,-126
2700115,IJ-118,SA07539,8,0,0,1,PC,P248/40,0.565,17571,664,0,69,75.89299999999999,-127
2700261,IJ-118,SA05876,277,3,0,3,PC,F424/40 MARROM,3.2699999999999996,17848,667,0,72,79.16299999999998,-129
2699023,IJ-118,29634,719,89,0,3,PC,N-184/2,3.902,18567,756,0,75,83.06499999999998,-130
2699023,IJ-118,29634,1100,29,0,4,PC,N-184/2,3.304,19667,785,0,79,86.36899999999999,-131
2699023,IJ-118,29634,737,4,0,2,PC,N-184/2,1.652,20404,789,0,81,88.02099999999999,-132
2699023,IJ-118,29634,194,14,0,2,PC,N-184/2,1.652,20598,803,0,83,89.67299999999999,-133
2699023,IJ-118,29634,1164,25,0,3,PC,N-184/2,2.4779999999999998,21762,828,0,86,92.15099999999998,-134
2699023,IJ-118,29634,1067,39,0,4,PC,N-184/2,5.446,22829,867,0,90,97.59699999999998,-135
2700573,IJ-118,SA05025,1289,63,0,3,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,4.62,24118,930,0,93,102.21699999999998,-136
2700573,IJ-118,SA05025,1007,47,0,6,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,9.48,25125,977,0,99,111.69699999999999,-137
2700377,IJ-118,SA05881,775,104,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,6.4,25900,1081,0,103,118.097,-138
2700377,IJ-118,SA05881,754,34,0,2,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,3.2,26654,1115,0,105,121.297,-139
2700377,IJ-118,SA05881,224,20,0,2,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,3.2,26878,1135,0,107,124.497,-140
2700377,IJ-118,SA05881,987,126,0,3,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,4.800000000000001,27865,1261,0,110,129.297,-141
2700734,IJ-118,SA02235,942,82,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,6.4,28807,1343,0,114,135.697,-142
2700734,IJ-118,SA02235,880,106,0,4,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,3.2800000000000002,29687,1449,0,118,138.977,-143
2701629,IJ-118,SA01917,1291,26,0,5,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,8.17,30978,1475,0,123,147.147,-144
2701629,IJ-118,SA01917,1312,25,0,3,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,7.050000000000001,32290,1500,0,126,154.197,-145
2701629,IJ-118,SA01917,784,17,0,2,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,4.7,33074,1517,0,128,158.897,-146
2701629,IJ-118,SA01917,305,16,0,2,PC,MASSA S315/10 MACARRÃO EXTR  8+/- 1mm,4.7,33379,1533,0,130,163.59699999999998,-147
